player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster
Jordan Henderson,1819,Liverpool,ENG-Premier League,MF,28.0,1987,Box-to-Box Engine,Defensive Anchor,37.8,25.3,12.5,87.5,3,0
Naby Keïta,1819,Liverpool,ENG-Premier League,"MF,FW",23.0,1390,Box-to-Box Engine,Creative Playmaker,29.2,25.2,4.0,96.0,3,2
Bernardo Silva,1819,Manchester City,ENG-Premier League,"MF,FW",23.0,2854,Creative Playmaker,Ball Progressor,40.8,23.0,17.8,82.2,2,1
David Silva,1819,Manchester City,ENG-Premier League,MF,32.0,2401,Creative Playmaker,Box-to-Box Engine,37.4,23.2,14.2,85.8,2,3
Fernandinho,1819,Manchester City,ENG-Premier League,MF,33.0,2377,Box-to-Box Engine,Defensive Anchor,37.3,22.6,14.7,85.3,3,0
Kevin De Bruyne,1819,Manchester City,ENG-Premier League,MF,27.0,975,Creative Playmaker,Box-to-Box Engine,34.8,24.7,10.1,89.9,2,3
İlkay Gündoğan,1819,Manchester City,ENG-Premier League,MF,27.0,2137,Creative Playmaker,Box-to-Box Engine,30.3,28.6,1.7,98.3,2,3
Ander Herrera,1819,Manchester Utd,ENG-Premier League,MF,28.0,1403,Box-to-Box Engine,Defensive Anchor,30.2,28.7,1.5,98.5,3,0
Fred,1819,Manchester Utd,ENG-Premier League,MF,25.0,1041,Box-to-Box Engine,Defensive Anchor,31.5,27.6,3.9,96.1,3,0
Nemanja Matić,1819,Manchester Utd,ENG-Premier League,MF,29.0,2436,Box-to-Box Engine,Defensive Anchor,32.2,30.7,1.5,98.5,3,0
Paul Pogba,1819,Manchester Utd,ENG-Premier League,MF,25.0,3006,Creative Playmaker,Box-to-Box Engine,35.0,24.1,10.9,89.1,2,3
Ayoze Pérez,1819,Newcastle Utd,ENG-Premier League,"MF,FW",25.0,2917,Ball Progressor,Defensive Anchor,33.9,23.2,10.7,89.3,1,0
Christian Atsu,1819,Newcastle Utd,ENG-Premier League,MF,26.0,1493,Ball Progressor,Defensive Anchor,36.6,22.2,14.4,85.6,1,0
Isaac Hayden,1819,Newcastle Utd,ENG-Premier League,MF,23.0,1859,Defensive Anchor,Box-to-Box Engine,37.2,23.7,13.5,86.5,0,3
Jonjo Shelvey,1819,Newcastle Utd,ENG-Premier League,MF,26.0,948,Box-to-Box Engine,Ball Progressor,32.0,22.8,9.2,90.8,3,1
Kenedy,1819,Newcastle Utd,ENG-Premier League,"MF,DF",22.0,1348,Ball Progressor,Defensive Anchor,28.6,28.0,0.6,99.4,1,0
Ki Sung-yueng,1819,Newcastle Utd,ENG-Premier League,MF,29.0,1302,Defensive Anchor,Box-to-Box Engine,34.3,25.5,8.8,91.2,0,3
Mohamed Diamé,1819,Newcastle Utd,ENG-Premier League,MF,31.0,2166,Defensive Anchor,Ball Progressor,40.1,23.3,16.8,83.2,0,1
James Ward-Prowse,1819,Southampton,ENG-Premier League,"MF,DF",23.0,1945,Ball Progressor,Defensive Anchor,32.2,23.9,8.3,91.7,1,0
Mario Lemina,1819,Southampton,ENG-Premier League,MF,24.0,1613,Defensive Anchor,Box-to-Box Engine,32.5,29.6,2.9,97.1,0,3
Nathan Redmond,1819,Southampton,ENG-Premier League,"MF,FW",24.0,3270,Creative Playmaker,Ball Progressor,33.5,29.0,4.5,95.5,2,1
Oriol Romeu,1819,Southampton,ENG-Premier League,MF,26.0,2136,Defensive Anchor,Box-to-Box Engine,36.9,26.9,10.0,90.0,0,3
Pierre Højbjerg,1819,Southampton,ENG-Premier League,MF,22.0,2760,Box-to-Box Engine,Defensive Anchor,33.3,29.7,3.6,96.4,3,0
Stuart Armstrong,1819,Southampton,ENG-Premier League,MF,26.0,1432,Ball Progressor,Creative Playmaker,31.9,26.4,5.5,94.5,1,2
Christian Eriksen,1819,Tottenham,ENG-Premier League,MF,26.0,2774,Creative Playmaker,Box-to-Box Engine,38.4,23.3,15.1,84.9,2,3
Dele Alli,1819,Tottenham,ENG-Premier League,MF,22.0,1825,Ball Progressor,Creative Playmaker,29.8,26.7,3.1,96.9,1,2
Eric Dier,1819,Tottenham,ENG-Premier League,"MF,DF",24.0,1506,Defensive Anchor,Box-to-Box Engine,31.3,27.4,3.9,96.1,0,3
Harry Winks,1819,Tottenham,ENG-Premier League,MF,22.0,1597,Box-to-Box Engine,Defensive Anchor,32.7,26.6,6.1,93.9,3,0
Moussa Sissoko,1819,Tottenham,ENG-Premier League,"MF,FW",28.0,2330,Box-to-Box Engine,Defensive Anchor,28.7,26.9,1.8,98.2,3,0
Érik Lamela,1819,Tottenham,ENG-Premier League,"MF,FW",26.0,974,Creative Playmaker,Ball Progressor,37.0,26.8,10.2,89.8,2,1
Abdoulaye Doucouré,1819,Watford,ENG-Premier League,MF,25.0,3062,Box-to-Box Engine,Defensive Anchor,35.5,24.9,10.6,89.4,3,0
Roberto Pereyra,1819,Watford,ENG-Premier League,MF,27.0,2815,Ball Progressor,Creative Playmaker,35.3,24.8,10.5,89.5,1,2
Will Hughes,1819,Watford,ENG-Premier League,MF,23.0,2418,Ball Progressor,Defensive Anchor,30.0,27.6,2.4,97.6,1,0
Étienne Capoue,1819,Watford,ENG-Premier League,MF,30.0,2944,Defensive Anchor,Box-to-Box Engine,36.9,26.9,10.0,90.0,0,3
Declan Rice,1819,West Ham,ENG-Premier League,MF,19.0,3003,Defensive Anchor,Box-to-Box Engine,39.9,24.7,15.2,84.8,0,3
Felipe Anderson,1819,West Ham,ENG-Premier League,"MF,FW",25.0,3043,Creative Playmaker,Box-to-Box Engine,32.0,24.6,7.4,92.6,2,3
Mark Noble,1819,West Ham,ENG-Premier League,MF,31.0,2291,Box-to-Box Engine,Defensive Anchor,32.8,25.2,7.6,92.4,3,0
Michail Antonio,1819,West Ham,ENG-Premier League,"MF,FW",28.0,2103,Ball Progressor,Creative Playmaker,31.7,28.2,3.5,96.5,1,2
Pedro Obiang,1819,West Ham,ENG-Premier League,MF,26.0,1128,Defensive Anchor,Box-to-Box Engine,35.5,25.3,10.2,89.8,0,3
Robert Snodgrass,1819,West Ham,ENG-Premier League,MF,30.0,2220,Creative Playmaker,Ball Progressor,31.8,28.3,3.5,96.5,2,1
João Moutinho,1819,Wolves,ENG-Premier League,MF,31.0,3032,Box-to-Box Engine,Defensive Anchor,32.7,23.7,9.0,91.0,3,0
Leander Dendoncker,1819,Wolves,ENG-Premier League,MF,23.0,1467,Defensive Anchor,Ball Progressor,33.5,24.7,8.8,91.2,0,1
Romain Saïss,1819,Wolves,ENG-Premier League,"MF,DF",28.0,1149,Defensive Anchor,Box-to-Box Engine,36.3,26.4,9.9,90.1,0,3
Rúben Neves,1819,Wolves,ENG-Premier League,MF,21.0,3007,Defensive Anchor,Box-to-Box Engine,33.1,29.2,3.9,96.1,0,3
Cédric Soares,1920,Arsenal,ENG-Premier League,"MF,DF",27.0,1306,Ball Progressor,Box-to-Box Engine,27.4,24.3,3.1,96.9,1,3
Dani Ceballos,1920,Arsenal,ENG-Premier League,MF,22.0,1692,Box-to-Box Engine,Defensive Anchor,34.0,22.3,11.7,88.3,3,0
Granit Xhaka,1920,Arsenal,ENG-Premier League,MF,26.0,2586,Box-to-Box Engine,Defensive Anchor,33.3,29.0,4.3,95.7,3,0
Lucas Torreira,1920,Arsenal,ENG-Premier League,MF,23.0,1512,Defensive Anchor,Box-to-Box Engine,37.1,26.5,10.6,89.4,0,3
Mattéo Guendouzi,1920,Arsenal,ENG-Premier League,MF,20.0,1748,Box-to-Box Engine,Defensive Anchor,34.3,25.8,8.5,91.5,3,0
Mesut Özil,1920,Arsenal,ENG-Premier League,MF,30.0,1438,Creative Playmaker,Ball Progressor,34.8,25.2,9.6,90.4,2,1
Conor Hourihane,1920,Aston Villa,ENG-Premier League,MF,28.0,1534,Ball Progressor,Creative Playmaker,29.4,24.2,5.2,94.8,1,2
Douglas Luiz,1920,Aston Villa,ENG-Premier League,MF,21.0,2612,Defensive Anchor,Box-to-Box Engine,37.9,25.8,12.1,87.9,0,3
John McGinn,1920,Aston Villa,ENG-Premier League,MF,24.0,2312,Ball Progressor,Box-to-Box Engine,32.1,24.8,7.3,92.7,1,3
Marvelous Nakamba,1920,Aston Villa,ENG-Premier League,MF,25.0,1836,Defensive Anchor,Box-to-Box Engine,38.3,24.0,14.3,85.7,0,3
Dan Gosling,1920,Bournemouth,ENG-Premier League,MF,29.0,1264,Defensive Anchor,Ball Progressor,31.1,28.0,3.1,96.9,0,1
Harry Wilson,1920,Bournemouth,ENG-Premier League,"MF,FW",22.0,1646,Ball Progressor,Creative Playmaker,35.1,23.1,12.0,88.0,1,2
Jefferson Lerma,1920,Bournemouth,ENG-Premier League,MF,24.0,2703,Defensive Anchor,Box-to-Box Engine,38.5,25.6,12.9,87.1,0,3
Lewis Cook,1920,Bournemouth,ENG-Premier League,"MF,FW",22.0,1352,Defensive Anchor,Box-to-Box Engine,36.8,27.8,9.0,91.0,0,3
Philip Billing,1920,Bournemouth,ENG-Premier League,MF,23.0,2530,Defensive Anchor,Box-to-Box Engine,37.0,24.8,12.2,87.8,0,3
Ryan Fraser,1920,Bournemouth,ENG-Premier League,"MF,FW",25.0,2067,Creative Playmaker,Ball Progressor,33.6,28.5,5.1,94.9,2,1
Aaron Mooy,1920,Brighton,ENG-Premier League,"MF,FW",28.0,2085,Ball Progressor,Box-to-Box Engine,28.5,27.6,0.9,99.1,1,3
Dale Stephens,1920,Brighton,ENG-Premier League,MF,30.0,2530,Defensive Anchor,Box-to-Box Engine,35.8,28.7,7.1,92.9,0,3
Davy Pröpper,1920,Brighton,ENG-Premier League,MF,27.0,2829,Box-to-Box Engine,Defensive Anchor,36.4,28.0,8.4,91.6,3,0
Pascal Groß,1920,Brighton,ENG-Premier League,"MF,FW",28.0,1796,Creative Playmaker,Ball Progressor,33.7,25.9,7.8,92.2,2,1
Steven Alzate,1920,Brighton,ENG-Premier League,"MF,DF",20.0,1188,Ball Progressor,Box-to-Box Engine,28.7,27.2,1.5,98.5,1,3
Yves Bissouma,1920,Brighton,ENG-Premier League,MF,22.0,1259,Defensive Anchor,Box-to-Box Engine,38.7,25.9,12.8,87.2,0,3
Ashley Westwood,1920,Burnley,ENG-Premier League,MF,29.0,3150,Box-to-Box Engine,Defensive Anchor,28.2,27.3,0.9,99.1,3,0
Dwight McNeil,1920,Burnley,ENG-Premier League,MF,19.0,3338,Ball Progressor,Box-to-Box Engine,30.5,24.8,5.7,94.3,1,3
Jack Cork,1920,Burnley,ENG-Premier League,MF,30.0,2613,Defensive Anchor,Ball Progressor,37.8,25.1,12.7,87.3,0,1
Jeff Hendrick,1920,Burnley,ENG-Premier League,MF,27.0,1931,Defensive Anchor,Ball Progressor,31.4,30.7,0.7,99.3,0,1
Jorginho,1920,Chelsea,ENG-Premier League,MF,27.0,2379,Box-to-Box Engine,Defensive Anchor,34.0,25.4,8.6,91.4,3,0
Mason Mount,1920,Chelsea,ENG-Premier League,"MF,FW",20.0,2867,Creative Playmaker,Ball Progressor,35.3,29.4,5.9,94.1,2,1
Mateo Kovačić,1920,Chelsea,ENG-Premier League,MF,25.0,2073,Box-to-Box Engine,Defensive Anchor,34.9,22.5,12.4,87.6,3,0
N'Golo Kanté,1920,Chelsea,ENG-Premier League,MF,28.0,1732,Box-to-Box Engine,Defensive Anchor,34.0,24.7,9.3,90.7,3,0
Ross Barkley,1920,Chelsea,ENG-Premier League,MF,25.0,1103,Creative Playmaker,Ball Progressor,36.3,24.4,11.9,88.1,2,1
Cheikhou Kouyaté,1920,Crystal Palace,ENG-Premier League,"MF,DF",29.0,2528,Defensive Anchor,Ball Progressor,41.5,23.9,17.6,82.4,0,1
James McArthur,1920,Crystal Palace,ENG-Premier League,MF,31.0,3090,Defensive Anchor,Box-to-Box Engine,32.8,26.3,6.5,93.5,0,3
James McCarthy,1920,Crystal Palace,ENG-Premier League,MF,28.0,1680,Defensive Anchor,Box-to-Box Engine,38.8,24.0,14.8,85.2,0,3
Luka Milivojević,1920,Crystal Palace,ENG-Premier League,MF,28.0,2513,Defensive Anchor,Box-to-Box Engine,40.2,25.7,14.5,85.5,0,3
Alex Iwobi,1920,Everton,ENG-Premier League,"MF,FW",23.0,1596,Ball Progressor,Box-to-Box Engine,31.6,24.5,7.1,92.9,1,3
André Gomes,1920,Everton,ENG-Premier League,MF,26.0,1458,Defensive Anchor,Box-to-Box Engine,33.3,28.6,4.7,95.3,0,3
Bernard,1920,Everton,ENG-Premier League,"MF,FW",26.0,1280,Creative Playmaker,Ball Progressor,29.8,28.4,1.4,98.6,2,1
Fabian Delph,1920,Everton,ENG-Premier League,MF,29.0,1190,Box-to-Box Engine,Defensive Anchor,32.3,31.8,0.5,99.5,3,0
Gylfi Sigurðsson,1920,Everton,ENG-Premier League,MF,29.0,2560,Ball Progressor,Defensive Anchor,31.4,26.4,5.0,95.0,1,0
Morgan Schneiderlin,1920,Everton,ENG-Premier League,MF,29.0,1001,Defensive Anchor,Box-to-Box Engine,36.7,25.9,10.8,89.2,0,3
Theo Walcott,1920,Everton,ENG-Premier League,"MF,FW",30.0,1287,Ball Progressor,Creative Playmaker,32.3,29.8,2.5,97.5,1,2
Tom Davies,1920,Everton,ENG-Premier League,MF,21.0,2027,Defensive Anchor,Box-to-Box Engine,38.2,23.9,14.3,85.7,0,3
Ayoze Pérez,1920,Leicester City,ENG-Premier League,"MF,FW",26.0,2004,Ball Progressor,Creative Playmaker,31.2,29.4,1.8,98.2,1,2
Dennis Praet,1920,Leicester City,ENG-Premier League,MF,25.0,1134,Defensive Anchor,Ball Progressor,33.9,27.4,6.5,93.5,0,1
Harvey Barnes,1920,Leicester City,ENG-Premier League,"MF,FW",21.0,2083,Creative Playmaker,Ball Progressor,36.4,26.7,9.7,90.3,2,1
James Maddison,1920,Leicester City,ENG-Premier League,MF,22.0,2624,Creative Playmaker,Ball Progressor,34.0,24.5,9.5,90.5,2,1
Wilfred Ndidi,1920,Leicester City,ENG-Premier League,MF,22.0,2674,Defensive Anchor,Box-to-Box Engine,34.9,26.6,8.3,91.7,0,3
Youri Tielemans,1920,Leicester City,ENG-Premier League,MF,22.0,2828,Box-to-Box Engine,Ball Progressor,33.6,25.9,7.7,92.3,3,1
Alex Oxlade-Chamberlain,1920,Liverpool,ENG-Premier League,"MF,FW",25.0,1485,Ball Progressor,Creative Playmaker,30.6,25.8,4.8,95.2,1,2
Fabinho,1920,Liverpool,ENG-Premier League,MF,25.0,2079,Box-to-Box Engine,Defensive Anchor,33.3,32.7,0.6,99.4,3,0
Georginio Wijnaldum,1920,Liverpool,ENG-Premier League,MF,28.0,2935,Ball Progressor,Defensive Anchor,30.7,27.3,3.4,96.6,1,0
James Milner,1920,Liverpool,ENG-Premier League,"MF,DF",33.0,937,Box-to-Box Engine,Ball Progressor,32.2,24.1,8.1,91.9,3,1
Jordan Henderson,1920,Liverpool,ENG-Premier League,MF,29.0,2238,Box-to-Box Engine,Defensive Anchor,37.5,23.2,14.3,85.7,3,0
David Silva,1920,Manchester City,ENG-Premier League,MF,33.0,1826,Creative Playmaker,Box-to-Box Engine,37.7,22.7,15.0,85.0,2,3
Kevin De Bruyne,1920,Manchester City,ENG-Premier League,MF,28.0,2791,Creative Playmaker,Box-to-Box Engine,36.7,23.1,13.6,86.4,2,3
Rodri,1920,Manchester City,ENG-Premier League,MF,23.0,2486,Box-to-Box Engine,Defensive Anchor,34.3,24.8,9.5,90.5,3,0
İlkay Gündoğan,1920,Manchester City,ENG-Premier League,MF,28.0,2020,Box-to-Box Engine,Creative Playmaker,34.8,22.1,12.7,87.3,3,2
Andreas Pereira,1920,Manchester Utd,ENG-Premier League,"MF,FW",23.0,1484,Creative Playmaker,Ball Progressor,31.6,29.2,2.4,97.6,2,1
Bruno Fernandes,1920,Manchester Utd,ENG-Premier League,MF,24.0,1186,Creative Playmaker,Ball Progressor,34.4,23.9,10.5,89.5,2,1
Fred,1920,Manchester Utd,ENG-Premier League,MF,26.0,2163,Box-to-Box Engine,Defensive Anchor,34.6,26.2,8.4,91.6,3,0
Jesse Lingard,1920,Manchester Utd,ENG-Premier League,"MF,FW",26.0,935,Ball Progressor,Creative Playmaker,32.1,28.0,4.1,95.9,1,2
Nemanja Matić,1920,Manchester Utd,ENG-Premier League,MF,30.0,1581,Box-to-Box Engine,Defensive Anchor,35.6,26.6,9.0,91.0,3,0
Paul Pogba,1920,Manchester Utd,ENG-Premier League,MF,26.0,1204,Box-to-Box Engine,Creative Playmaker,32.2,25.3,6.9,93.1,3,2
Scott McTominay,1920,Manchester Utd,ENG-Premier League,MF,22.0,1772,Defensive Anchor,Box-to-Box Engine,35.3,29.1,6.2,93.8,0,3
Allan Saint-Maximin,1920,Newcastle Utd,ENG-Premier League,"MF,FW",22.0,1863,Creative Playmaker,Ball Progressor,29.3,27.4,1.9,98.1,2,1
Isaac Hayden,1920,Newcastle Utd,ENG-Premier League,MF,24.0,2223,Defensive Anchor,Ball Progressor,40.4,24.0,16.4,83.6,0,1
Jonjo Shelvey,1920,Newcastle Utd,ENG-Premier League,MF,27.0,2119,Box-to-Box Engine,Ball Progressor,28.4,26.2,2.2,97.8,3,1
Miguel Almirón,1920,Newcastle Utd,ENG-Premier League,"MF,FW",25.0,3021,Ball Progressor,Defensive Anchor,34.9,23.1,11.8,88.2,1,0
Sean Longstaff,1920,Newcastle Utd,ENG-Premier League,MF,21.0,1378,Defensive Anchor,Ball Progressor,37.0,25.9,11.1,88.9,0,1
Alexander Tettey,1920,Norwich City,ENG-Premier League,"MF,DF",33.0,2338,Defensive Anchor,Box-to-Box Engine,37.5,23.7,13.8,86.2,0,3
Dennis Srbeny,1920,Norwich City,ENG-Premier League,"MF,FW",25.0,1119,Ball Progressor,Defensive Anchor,26.9,25.3,1.6,98.4,1,0
Kenny McLean,1920,Norwich City,ENG-Premier League,MF,27.0,2968,Defensive Anchor,Box-to-Box Engine,34.9,27.4,7.5,92.5,0,3
Marco Stiepermann,1920,Norwich City,ENG-Premier League,MF,28.0,1180,Ball Progressor,Defensive Anchor,36.1,23.8,12.3,87.7,1,0
Tom Trybull,1920,Norwich City,ENG-Premier League,MF,26.0,1130,Defensive Anchor,Box-to-Box Engine,38.9,23.8,15.1,84.9,0,3
John Fleck,1920,Sheffield Utd,ENG-Premier League,MF,27.0,2516,Ball Progressor,Box-to-Box Engine,32.0,25.3,6.7,93.3,1,3
John Lundstram,1920,Sheffield Utd,ENG-Premier League,MF,25.0,2458,Ball Progressor,Defensive Anchor,33.8,25.3,8.5,91.5,1,0
Oliver Norwood,1920,Sheffield Utd,ENG-Premier League,MF,28.0,3090,Box-to-Box Engine,Defensive Anchor,31.4,29.5,1.9,98.1,3,0
Sander Berge,1920,Sheffield Utd,ENG-Premier League,MF,21.0,943,Defensive Anchor,Ball Progressor,34.7,25.3,9.4,90.6,0,1
James Ward-Prowse,1920,Southampton,ENG-Premier League,"MF,DF",24.0,3420,Defensive Anchor,Box-to-Box Engine,29.6,28.0,1.6,98.4,0,3
Moussa Djenepo,1920,Southampton,ENG-Premier League,"MF,DF",21.0,928,Ball Progressor,Creative Playmaker,30.1,28.8,1.3,98.7,1,2
Nathan Redmond,1920,Southampton,ENG-Premier League,"MF,FW",25.0,2762,Ball Progressor,Creative Playmaker,32.8,25.6,7.2,92.8,1,2
Oriol Romeu,1920,Southampton,ENG-Premier League,MF,27.0,1860,Defensive Anchor,Box-to-Box Engine,38.2,27.1,11.1,88.9,0,3
Pierre Højbjerg,1920,Southampton,ENG-Premier League,MF,23.0,2752,Box-to-Box Engine,Defensive Anchor,35.2,28.9,6.3,93.7,3,0
Stuart Armstrong,1920,Southampton,ENG-Premier League,MF,27.0,1715,Ball Progressor,Creative Playmaker,39.7,21.3,18.4,81.6,1,2
Christian Eriksen,1920,Tottenham,ENG-Premier League,"MF,FW",27.0,1097,Box-to-Box Engine,Ball Progressor,26.6,26.6,0.0,100.0,3,1
Dele Alli,1920,Tottenham,ENG-Premier League,"MF,FW",23.0,1847,Ball Progressor,Creative Playmaker,30.1,29.4,0.7,99.3,1,2
Giovani Lo Celso,1920,Tottenham,ENG-Premier League,"MF,FW",23.0,1492,Box-to-Box Engine,Creative Playmaker,32.4,23.5,8.9,91.1,3,2
Harry Winks,1920,Tottenham,ENG-Premier League,MF,23.0,2221,Box-to-Box Engine,Defensive Anchor,34.8,28.9,5.9,94.1,3,0
Moussa Sissoko,1920,Tottenham,ENG-Premier League,MF,29.0,2452,Defensive Anchor,Box-to-Box Engine,32.3,26.0,6.3,93.7,0,3
Tanguy Ndombele,1920,Tottenham,ENG-Premier League,MF,22.0,1009,Box-to-Box Engine,Defensive Anchor,36.5,24.9,11.6,88.4,3,0
Érik Lamela,1920,Tottenham,ENG-Premier League,"MF,FW",27.0,1215,Creative Playmaker,Ball Progressor,32.4,28.0,4.4,95.6,2,1
Abdoulaye Doucouré,1920,Watford,ENG-Premier League,MF,26.0,3156,Box-to-Box Engine,Defensive Anchor,30.0,27.7,2.3,97.7,3,0
Nathaniel Chalobah,1920,Watford,ENG-Premier League,MF,24.0,930,Defensive Anchor,Ball Progressor,41.1,22.6,18.5,81.5,0,1
Tom Cleverley,1920,Watford,ENG-Premier League,MF,29.0,971,Ball Progressor,Defensive Anchor,31.9,25.6,6.3,93.7,1,0
Will Hughes,1920,Watford,ENG-Premier League,MF,24.0,2252,Defensive Anchor,Ball Progressor,33.2,25.6,7.6,92.4,0,1
Étienne Capoue,1920,Watford,ENG-Premier League,MF,31.0,2627,Defensive Anchor,Box-to-Box Engine,37.8,26.0,11.8,88.2,0,3
Andriy Yarmolenko,1920,West Ham,ENG-Premier League,"MF,FW",29.0,991,Creative Playmaker,Ball Progressor,32.6,28.9,3.7,96.3,2,1
Declan Rice,1920,West Ham,ENG-Premier League,MF,20.0,3420,Defensive Anchor,Box-to-Box Engine,37.5,27.1,10.4,89.6,0,3
Felipe Anderson,1920,West Ham,ENG-Premier League,"MF,FW",26.0,1497,Creative Playmaker,Box-to-Box Engine,31.6,25.3,6.3,93.7,2,3
Manuel Lanzini,1920,West Ham,ENG-Premier League,"MF,FW",26.0,1379,Ball Progressor,Box-to-Box Engine,28.9,25.6,3.3,96.7,1,3
Mark Noble,1920,West Ham,ENG-Premier League,MF,32.0,2674,Box-to-Box Engine,Defensive Anchor,31.3,26.2,5.1,94.9,3,0
Pablo Fornals,1920,West Ham,ENG-Premier League,"MF,FW",23.0,2172,Ball Progressor,Defensive Anchor,34.6,23.6,11.0,89.0,1,0
Robert Snodgrass,1920,West Ham,ENG-Premier League,"MF,FW",31.0,1509,Ball Progressor,Creative Playmaker,31.5,29.4,2.1,97.9,1,2
Tomáš Souček,1920,West Ham,ENG-Premier League,MF,24.0,1040,Defensive Anchor,Ball Progressor,29.9,27.3,2.6,97.4,0,1
Jonny Castro,1920,Wolves,ENG-Premier League,"MF,DF",25.0,2887,Ball Progressor,Defensive Anchor,29.6,28.5,1.1,98.9,1,0
João Moutinho,1920,Wolves,ENG-Premier League,MF,32.0,3108,Box-to-Box Engine,Defensive Anchor,35.2,25.1,10.1,89.9,3,0
Leander Dendoncker,1920,Wolves,ENG-Premier League,"MF,DF",24.0,2795,Defensive Anchor,Ball Progressor,40.8,23.3,17.5,82.5,0,1
Matt Doherty,1920,Wolves,ENG-Premier League,"MF,DF",27.0,2839,Ball Progressor,Box-to-Box Engine,29.2,26.9,2.3,97.7,1,3
Rúben Neves,1920,Wolves,ENG-Premier League,MF,22.0,3056,Defensive Anchor,Box-to-Box Engine,33.3,30.5,2.8,97.2,0,3
Ainsley Maitland-Niles,2021,Arsenal,ENG-Premier League,"MF,DF",22.0,1230,Defensive Anchor,Box-to-Box Engine,30.9,27.6,3.3,96.7,0,3
Dani Ceballos,2021,Arsenal,ENG-Premier League,MF,23.0,1615,Box-to-Box Engine,Defensive Anchor,35.8,22.1,13.7,86.3,3,0
Emile Smith Rowe,2021,Arsenal,ENG-Premier League,"MF,FW",20.0,1440,Ball Progressor,Creative Playmaker,33.1,28.8,4.3,95.7,1,2
Granit Xhaka,2021,Arsenal,ENG-Premier League,"MF,DF",27.0,2522,Box-to-Box Engine,Defensive Anchor,35.3,25.4,9.9,90.1,3,0
Joe Willock,2021,Arsenal,ENG-Premier League,MF,20.0,978,Ball Progressor,Defensive Anchor,28.1,26.2,1.9,98.1,1,0
Mohamed Elneny,2021,Arsenal,ENG-Premier League,MF,28.0,1544,Defensive Anchor,Box-to-Box Engine,32.4,25.8,6.6,93.4,0,3
Thomas Partey,2021,Arsenal,ENG-Premier League,MF,27.0,1534,Box-to-Box Engine,Defensive Anchor,35.6,28.1,7.5,92.5,3,0
Douglas Luiz,2021,Aston Villa,ENG-Premier League,MF,22.0,2781,Defensive Anchor,Box-to-Box Engine,40.0,25.0,15.0,85.0,0,3
John McGinn,2021,Aston Villa,ENG-Premier League,MF,25.0,3330,Defensive Anchor,Box-to-Box Engine,27.8,27.6,0.2,99.8,0,3
Ross Barkley,2021,Aston Villa,ENG-Premier League,MF,26.0,1531,Creative Playmaker,Ball Progressor,30.2,28.4,1.8,98.2,2,1
Adam Lallana,2021,Brighton,ENG-Premier League,"MF,FW",32.0,1596,Box-to-Box Engine,Ball Progressor,29.2,28.6,0.6,99.4,3,1
Alexis Mac Allister,2021,Brighton,ENG-Premier League,"MF,FW",21.0,1115,Ball Progressor,Defensive Anchor,32.1,25.3,6.8,93.2,1,0
Leandro Trossard,2021,Brighton,ENG-Premier League,"MF,FW",25.0,2607,Creative Playmaker,Ball Progressor,34.4,28.5,5.9,94.1,2,1
Pascal Groß,2021,Brighton,ENG-Premier League,"MF,DF",29.0,2484,Creative Playmaker,Ball Progressor,34.1,26.1,8.0,92.0,2,1
Yves Bissouma,2021,Brighton,ENG-Premier League,MF,23.0,3111,Defensive Anchor,Box-to-Box Engine,38.7,26.7,12.0,88.0,0,3
Ashley Westwood,2021,Burnley,ENG-Premier League,MF,30.0,3410,Box-to-Box Engine,Ball Progressor,28.9,25.1,3.8,96.2,3,1
Dwight McNeil,2021,Burnley,ENG-Premier League,MF,20.0,3069,Ball Progressor,Box-to-Box Engine,31.4,25.2,6.2,93.8,1,3
Jack Cork,2021,Burnley,ENG-Premier League,MF,31.0,1350,Defensive Anchor,Ball Progressor,40.8,23.5,17.3,82.7,0,1
Josh Brownhill,2021,Burnley,ENG-Premier League,MF,24.0,2813,Defensive Anchor,Ball Progressor,38.4,23.8,14.6,85.4,0,1
Jóhann Berg Guðmundsson,2021,Burnley,ENG-Premier League,MF,29.0,1363,Ball Progressor,Defensive Anchor,33.7,27.9,5.8,94.2,1,0
Robbie Brady,2021,Burnley,ENG-Premier League,MF,28.0,1052,Defensive Anchor,Ball Progressor,35.8,27.3,8.5,91.5,0,1
Hakim Ziyech,2021,Chelsea,ENG-Premier League,"MF,FW",27.0,1172,Creative Playmaker,Ball Progressor,38.4,23.7,14.7,85.3,2,1
Jorginho,2021,Chelsea,ENG-Premier League,MF,28.0,2010,Box-to-Box Engine,Defensive Anchor,31.3,26.7,4.6,95.4,3,0
Kai Havertz,2021,Chelsea,ENG-Premier League,"MF,FW",21.0,1520,Ball Progressor,Creative Playmaker,31.6,29.2,2.4,97.6,1,2
Mason Mount,2021,Chelsea,ENG-Premier League,MF,21.0,2890,Creative Playmaker,Box-to-Box Engine,39.3,22.4,16.9,83.1,2,3
Mateo Kovačić,2021,Chelsea,ENG-Premier League,MF,26.0,1815,Box-to-Box Engine,Defensive Anchor,35.7,22.8,12.9,87.1,3,0
N'Golo Kanté,2021,Chelsea,ENG-Premier League,MF,29.0,2146,Defensive Anchor,Box-to-Box Engine,32.4,29.4,3.0,97.0,0,3
