player,season,role,similar_player,similar_team,similarity_score,rank
İlkay Gündoğan,1718,Box-to-Box Engine,Vitinha,Paris S-G,82.9,2
İlkay Gündoğan,1718,Box-to-Box Engine,Vitinha,Paris S-G,82.9,3
İlkay Gündoğan,1718,Box-to-Box Engine,Vitinha,Paris S-G,82.1,4
İlkay Gündoğan,1718,Box-to-Box Engine,Vitinha,Paris S-G,81.8,5
Ander Herrera,1718,Box-to-Box Engine,Ander Herrera,Manchester Utd,89.3,1
Ander Herrera,1718,Box-to-Box Engine,Milan Badelj,Lazio,88.5,2
Ander Herrera,1718,Box-to-Box Engine,Mikel Merino,Newcastle Utd,82.9,3
Ander Herrera,1718,Box-to-Box Engine,Valentin Rongier,Marseille,79.6,4
Ander Herrera,1718,Box-to-Box Engine,Lars Bender,Leverkusen,77.9,5
Henrikh Mkhitaryan,1718,Creative Playmaker,Riccardo Saponara,Lecce,91.4,1
Henrikh Mkhitaryan,1718,Creative Playmaker,Riccardo Saponara,Sampdoria,91.1,2
Henrikh Mkhitaryan,1718,Creative Playmaker,Kevin De Bruyne,Manchester City,89.4,3
Henrikh Mkhitaryan,1718,Creative Playmaker,Suso,Sevilla,88.8,4
Henrikh Mkhitaryan,1718,Creative Playmaker,Suso,Sevilla,86.6,5
Jesse Lingard,1718,Creative Playmaker,Justin Kluivert,Bournemouth,88.2,1
Jesse Lingard,1718,Creative Playmaker,Houssem Aouar,Lyon,87.9,2
Jesse Lingard,1718,Creative Playmaker,Federico Chiesa,Juventus,87.5,3
Jesse Lingard,1718,Creative Playmaker,Jesse Lingard,West Ham,87.0,4
Jesse Lingard,1718,Creative Playmaker,Benito Raman,Düsseldorf,86.8,5
Nemanja Matić,1718,Box-to-Box Engine,Valentin Rongier,Marseille,91.9,1
Nemanja Matić,1718,Box-to-Box Engine,Pierre Højbjerg,Tottenham,89.3,2
Nemanja Matić,1718,Box-to-Box Engine,Axel Witsel,Dortmund,89.1,3
Nemanja Matić,1718,Box-to-Box Engine,Nemanja Matić,Manchester Utd,88.9,4
Nemanja Matić,1718,Box-to-Box Engine,Luiz Gustavo,Marseille,88.7,5
Paul Pogba,1718,Creative Playmaker,İlkay Gündoğan,Manchester City,90.4,1
Paul Pogba,1718,Creative Playmaker,Julian Draxler,Paris S-G,89.2,2
Paul Pogba,1718,Creative Playmaker,David Silva,Manchester City,84.7,3
Paul Pogba,1718,Creative Playmaker,Julian Draxler,Paris S-G,84.5,4
Paul Pogba,1718,Creative Playmaker,Luis Alberto,Lazio,84.2,5
Ayoze Pérez,1718,Ball Progressor,Denis Bouanga,Nîmes,87.5,1
Ayoze Pérez,1718,Ball Progressor,Giacomo Raspadori,Sassuolo,86.6,2
Ayoze Pérez,1718,Ball Progressor,Diego López,Valencia,86.2,3
Ayoze Pérez,1718,Ball Progressor,Ritsu Doan,Arminia,85.7,4
Ayoze Pérez,1718,Ball Progressor,Denis Bouanga,Saint-Étienne,85.5,5
Isaac Hayden,1718,Defensive Anchor,Sean Longstaff,Newcastle Utd,88.0,1
Isaac Hayden,1718,Defensive Anchor,Andre Brooks,Sheffield Utd,87.9,2
Isaac Hayden,1718,Defensive Anchor,Sebastian Vasiliadis,Arminia,87.7,3
Isaac Hayden,1718,Defensive Anchor,Leandro Barreiro Martins,Mainz 05,87.2,4
Isaac Hayden,1718,Defensive Anchor,James Garner,Everton,86.7,5
Jacob Murphy,1718,Ball Progressor,Luca Koleosho,Burnley,87.9,1
Jacob Murphy,1718,Ball Progressor,Jonathan Ikone,Montpellier,84.2,2
Jacob Murphy,1718,Ball Progressor,Ander Barrenetxea,Real Sociedad,82.4,3
Jacob Murphy,1718,Ball Progressor,Demarai Gray,Leicester City,82.3,4
Jacob Murphy,1718,Ball Progressor,Brian Ocampo,Cádiz,82.2,5
Jonjo Shelvey,1718,Box-to-Box Engine,Maximilian Arnold,Wolfsburg,83.9,1
Jonjo Shelvey,1718,Box-to-Box Engine,Clément Grenier,Rennes,78.4,2
Jonjo Shelvey,1718,Box-to-Box Engine,Matteo Ricci,Spezia,78.1,3
Jonjo Shelvey,1718,Box-to-Box Engine,Youri Tielemans,Leicester City,76.8,4
Jonjo Shelvey,1718,Box-to-Box Engine,Thiago Mendes,Lyon,76.6,5
Kenedy,1718,Ball Progressor,Filippo Melegoni,Genoa,81.8,1
Kenedy,1718,Ball Progressor,Lukas Rupp,Hoffenheim,78.3,2
Kenedy,1718,Ball Progressor,Roberto Navarro,Mallorca,76.2,3
Kenedy,1718,Ball Progressor,Moussa Djenepo,Southampton,75.3,4
Kenedy,1718,Ball Progressor,Kamory Doumbia,Reims,72.5,5
Matt Ritchie,1718,Ball Progressor,Gustavo Hamer,Sheffield Utd,84.7,1
Matt Ritchie,1718,Ball Progressor,Gaël Kakuta,Amiens,82.6,2
Matt Ritchie,1718,Ball Progressor,Rubén García,Osasuna,81.7,3
Matt Ritchie,1718,Ball Progressor,Jóhann Berg Guðmundsson,Burnley,79.9,4
Matt Ritchie,1718,Ball Progressor,Borja García,Girona,79.1,5
Mikel Merino,1718,Box-to-Box Engine,Ibrahim Sangaré,Toulouse,89.0,1
Mikel Merino,1718,Box-to-Box Engine,Ander Herrera,Manchester Utd,82.9,2
Mikel Merino,1718,Box-to-Box Engine,Exequiel Palacios,Leverkusen,82.5,3
Mikel Merino,1718,Box-to-Box Engine,Andre-Frank Zambo Anguissa,Marseille,82.0,4
Mikel Merino,1718,Box-to-Box Engine,Exequiel Palacios,Leverkusen,81.4,5
Mohamed Diamé,1718,Defensive Anchor,Vincent Pajot,Metz,91.2,1
Mohamed Diamé,1718,Defensive Anchor,Gelson Fernandes,Eint Frankfurt,90.6,2
Mohamed Diamé,1718,Defensive Anchor,Philipp Bargfrede,Werder Bremen,89.2,3
Mohamed Diamé,1718,Defensive Anchor,Jonathan Hogg,Huddersfield,89.0,4
Mohamed Diamé,1718,Defensive Anchor,Valon Behrami,Udinese,88.0,5
Dušan Tadić,1718,Creative Playmaker,Leandro Trossard,Brighton,87.1,1
Dušan Tadić,1718,Creative Playmaker,Papu Gómez,Atalanta,83.9,2
Dušan Tadić,1718,Creative Playmaker,Gianluca Caprari,Hellas Verona,83.4,3
Dušan Tadić,1718,Creative Playmaker,Nathan Redmond,Southampton,82.7,4
Dušan Tadić,1718,Creative Playmaker,David Ferreiro,Huesca,82.0,5
Mario Lemina,1718,Defensive Anchor,Mario Lemina,Nice,83.7,1
Mario Lemina,1718,Defensive Anchor,Okay Yokuşlu,Celta Vigo,81.9,2
Mario Lemina,1718,Defensive Anchor,Walace,Udinese,80.6,3
Mario Lemina,1718,Defensive Anchor,Roberto Gagliardini,Inter,80.5,4
Mario Lemina,1718,Defensive Anchor,Igor Zubeldia,Real Sociedad,80.3,5
Oriol Romeu,1718,Defensive Anchor,Casemiro,Real Madrid,92.0,1
Oriol Romeu,1718,Defensive Anchor,Guido Rodríguez,Betis,91.5,2
Oriol Romeu,1718,Defensive Anchor,Renato Tapia,Celta Vigo,90.7,3
Oriol Romeu,1718,Defensive Anchor,Erick Pulgar,Bologna,90.3,4
Oriol Romeu,1718,Defensive Anchor,Wataru Endo,Stuttgart,90.3,5
Pierre Højbjerg,1718,Defensive Anchor,Walace,Hannover 96,90.1,1
Pierre Højbjerg,1718,Defensive Anchor,Wilfred Ndidi,Leicester City,88.6,2
Pierre Højbjerg,1718,Defensive Anchor,Max Meyer,Schalke 04,88.2,3
Pierre Højbjerg,1718,Defensive Anchor,Imran Louza,Watford,87.9,4
Pierre Højbjerg,1718,Defensive Anchor,Lucien Agoume,Brest,87.8,5
Steven Davis,1718,Box-to-Box Engine,Roque Mesa,Valladolid,81.3,1
Steven Davis,1718,Box-to-Box Engine,Pierre Lees-Melou,Brest,79.9,2
Steven Davis,1718,Box-to-Box Engine,Jordan Ferri,Montpellier,77.4,3
Steven Davis,1718,Box-to-Box Engine,Míchel,Valladolid,76.6,4
Steven Davis,1718,Box-to-Box Engine,Kevin Kampl,RB Leipzig,76.1,5
Badou Ndiaye,1718,Defensive Anchor,Habib Maïga,Metz,88.5,1
Badou Ndiaye,1718,Defensive Anchor,Andrei Girotto,Nantes,83.2,2
Badou Ndiaye,1718,Defensive Anchor,Gelson Fernandes,Eint Frankfurt,82.0,3
Badou Ndiaye,1718,Defensive Anchor,Claudio Yacob,West Brom,81.7,4
Badou Ndiaye,1718,Defensive Anchor,Pedro Obiang,West Ham,81.1,5
Darren Fletcher,1718,Defensive Anchor,Papakouli Diop,Eibar,87.8,1
Darren Fletcher,1718,Defensive Anchor,Yannick Cahuzac,Lens,87.1,2
Darren Fletcher,1718,Defensive Anchor,Alaixys Romao,Reims,86.4,3
Darren Fletcher,1718,Defensive Anchor,Nicolas Höfler,Freiburg,86.1,4
Darren Fletcher,1718,Defensive Anchor,Tomás Rincón,Torino,85.5,5
Joe Allen,1718,Defensive Anchor,Xavier Chavalerin,Reims,89.3,1
Joe Allen,1718,Defensive Anchor,Christian Nørgaard,Brentford,87.2,2
Joe Allen,1718,Defensive Anchor,Dale Stephens,Brighton,86.5,3
Joe Allen,1718,Defensive Anchor,Davy Pröpper,Brighton,84.2,4
Joe Allen,1718,Defensive Anchor,Laurent Abergel,Lorient,83.8,5
Ramadan Sobhi,1718,Ball Progressor,Roberto Navarro,Mallorca,86.5,1
Ramadan Sobhi,1718,Ball Progressor,Nico Williams,Athletic Club,84.8,2
Ramadan Sobhi,1718,Ball Progressor,Désiré Doué,Rennes,81.8,3
Ramadan Sobhi,1718,Ball Progressor,Jonathan Ikone,Montpellier,79.2,4
Ramadan Sobhi,1718,Ball Progressor,Ilias Akhomach,Villarreal,79.0,5
Xherdan Shaqiri,1718,Creative Playmaker,Ryan Fraser,Bournemouth,91.5,1
Xherdan Shaqiri,1718,Creative Playmaker,Jony,Alavés,90.3,2
Xherdan Shaqiri,1718,Creative Playmaker,Andrea Colpani,Monza,88.6,3
Xherdan Shaqiri,1718,Creative Playmaker,Matheus Pereira,West Brom,86.1,4
Xherdan Shaqiri,1718,Creative Playmaker,Josip Brekalo,Torino,85.4,5
André Ayew,1718,Ball Progressor,Emiliano Rigoni,Elche,85.8,1
André Ayew,1718,Ball Progressor,Kevin Lasagna,Hellas Verona,84.1,2
André Ayew,1718,Ball Progressor,Maximilian Philipp,Wolfsburg,82.3,3
André Ayew,1718,Ball Progressor,Toma Bašić,Lazio,82.0,4
André Ayew,1718,Ball Progressor,Masaya Okugawa,Arminia,81.4,5
Ki Sung-yueng,1718,Defensive Anchor,Jeff Hendrick,Newcastle Utd,85.3,1
Ki Sung-yueng,1718,Defensive Anchor,Orel Mangala,Everton,75.4,2
Ki Sung-yueng,1718,Defensive Anchor,Mohamed Elneny,Arsenal,74.9,3
Ki Sung-yueng,1718,Defensive Anchor,Antoine Makoumbou,Cagliari,74.1,4
Ki Sung-yueng,1718,Defensive Anchor,Alexis Blin,Lecce,71.4,5
Leroy Fer,1718,Defensive Anchor,Thomas Delaney,Sevilla,86.9,1
Leroy Fer,1718,Defensive Anchor,Tom Trybull,Norwich City,86.5,2
Leroy Fer,1718,Defensive Anchor,Tomás Pina Isla,Alavés,85.5,3
Leroy Fer,1718,Defensive Anchor,Habib Maïga,Metz,84.9,4
Leroy Fer,1718,Defensive Anchor,Julian Baumgartlinger,Leverkusen,84.6,5
Nathan Dyer,1718,Ball Progressor,Marc Pugh,Bournemouth,83.7,1
Nathan Dyer,1718,Ball Progressor,Keko,Valladolid,80.4,2
Nathan Dyer,1718,Ball Progressor,Takashi Inui,Eibar,79.6,3
Nathan Dyer,1718,Ball Progressor,Virgil Misidjan,Nürnberg,79.4,4
Nathan Dyer,1718,Ball Progressor,Jim Allevinah,Clermont Foot,78.9,5
Sam Clucas,1718,Defensive Anchor,Nemanja Maksimović,Getafe,86.3,1
Sam Clucas,1718,Defensive Anchor,Marvin Bakalorz,Hannover 96,84.3,2
Sam Clucas,1718,Defensive Anchor,Ryan Yates,Nott'ham Forest,84.1,3
Sam Clucas,1718,Defensive Anchor,Lucas Tousart,Union Berlin,83.8,4
Sam Clucas,1718,Defensive Anchor,Cheikhou Kouyaté,Crystal Palace,83.6,5
Tom Carroll,1718,Box-to-Box Engine,Manu Trigueros,Villarreal,72.2,1
Tom Carroll,1718,Box-to-Box Engine,Jacopo Petriccione,Lecce,71.8,2
Tom Carroll,1718,Box-to-Box Engine,Angelo Stiller,Stuttgart,69.7,3
Tom Carroll,1718,Box-to-Box Engine,Marcelo Brozović,Inter,69.3,4
Tom Carroll,1718,Box-to-Box Engine,Sandro Tonali,Brescia,69.0,5
Christian Eriksen,1718,Creative Playmaker,Bruno Fernandes,Manchester Utd,93.0,1
Christian Eriksen,1718,Creative Playmaker,Bruno Fernandes,Manchester Utd,92.3,2
Christian Eriksen,1718,Creative Playmaker,Christian Eriksen,Tottenham,92.3,3
Christian Eriksen,1718,Creative Playmaker,Martin Ødegaard,Arsenal,92.0,4
Christian Eriksen,1718,Creative Playmaker,Bruno Fernandes,Manchester Utd,90.6,5
Dele Alli,1718,Creative Playmaker,Jack Harrison,Leeds United,93.1,1
Dele Alli,1718,Creative Playmaker,Mason Mount,Chelsea,90.0,2
Dele Alli,1718,Creative Playmaker,Pablo Sarabia,Sevilla,89.3,3
Dele Alli,1718,Creative Playmaker,Thorgan Hazard,Gladbach,89.0,4
Dele Alli,1718,Creative Playmaker,Cengiz Ünder,Marseille,87.3,5
Eric Dier,1718,Box-to-Box Engine,Boubacar Kamara,Marseille,88.3,1
Eric Dier,1718,Box-to-Box Engine,Bryan Cristante,Roma,85.6,2
Eric Dier,1718,Box-to-Box Engine,Harry Winks,Tottenham,83.4,3
Eric Dier,1718,Box-to-Box Engine,Florian Grillitsch,Hoffenheim,82.7,4
Eric Dier,1718,Box-to-Box Engine,Granit Xhaka,Arsenal,81.0,5
Mousa Dembélé,1718,Box-to-Box Engine,Nemanja Matić,Manchester Utd,87.4,1
Mousa Dembélé,1718,Box-to-Box Engine,Kevin Kampl,RB Leipzig,85.8,2
Mousa Dembélé,1718,Box-to-Box Engine,Thomas Partey,Arsenal,83.5,3
Mousa Dembélé,1718,Box-to-Box Engine,Jordan Ferri,Montpellier,82.9,4
Mousa Dembélé,1718,Box-to-Box Engine,Nemanja Matić,Rennes,80.2,5
Moussa Sissoko,1718,Ball Progressor,Jasmin Kurtić,SPAL,73.6,1
Moussa Sissoko,1718,Ball Progressor,Jasmin Kurtić,SPAL,72.6,2
Moussa Sissoko,1718,Ball Progressor,Jasmin Kurtić,SPAL,72.6,3
Moussa Sissoko,1718,Ball Progressor,Ruben Loftus-Cheek,Chelsea,72.2,4
Moussa Sissoko,1718,Ball Progressor,Jasmin Kurtić,SPAL,71.6,5
Abdoulaye Doucouré,1718,Box-to-Box Engine,Declan Rice,West Ham,88.0,1
Abdoulaye Doucouré,1718,Box-to-Box Engine,Mikel Merino,Real Sociedad,87.0,2
Abdoulaye Doucouré,1718,Box-to-Box Engine,Abdoulaye Doucouré,Watford,86.6,3
Abdoulaye Doucouré,1718,Box-to-Box Engine,Rúben Neves,Wolves,85.6,4
Abdoulaye Doucouré,1718,Box-to-Box Engine,James Ward-Prowse,Southampton,85.5,5
Roberto Pereyra,1718,Creative Playmaker,Romain Faivre,Lorient,88.0,1
Roberto Pereyra,1718,Creative Playmaker,Jesse Lingard,West Ham,87.3,2
Roberto Pereyra,1718,Creative Playmaker,Romain Faivre,Lorient,83.6,3
Roberto Pereyra,1718,Creative Playmaker,Álex Berenguer,Torino,83.5,4
Roberto Pereyra,1718,Creative Playmaker,Brahim Díaz,Milan,82.9,5
Tom Cleverley,1718,Box-to-Box Engine,Marcel Sabitzer,RB Leipzig,69.3,1
Tom Cleverley,1718,Box-to-Box Engine,Thomas Mangani,Angers,64.4,2
Tom Cleverley,1718,Box-to-Box Engine,Beñat Etxebarria,Athletic Club,63.3,3
Tom Cleverley,1718,Box-to-Box Engine,Manu Trigueros,Villarreal,62.4,4
Tom Cleverley,1718,Box-to-Box Engine,Sanjin Prcić,Strasbourg,62.4,5
Will Hughes,1718,Ball Progressor,Maxence Caqueret,Como,75.8,1
Will Hughes,1718,Ball Progressor,Kamory Doumbia,Brest,71.1,2
Will Hughes,1718,Ball Progressor,Guilherme,Benevento,70.3,3
Will Hughes,1718,Ball Progressor,Moussa Djenepo,Southampton,69.7,4
Will Hughes,1718,Ball Progressor,Alexis Flips,Reims,68.9,5
Étienne Capoue,1718,Defensive Anchor,Grzegorz Krychowiak,West Brom,90.6,1
Étienne Capoue,1718,Defensive Anchor,Josuha Guilavogui,Wolfsburg,88.8,2
Étienne Capoue,1718,Defensive Anchor,Philipp Bargfrede,Werder Bremen,88.3,3
Étienne Capoue,1718,Defensive Anchor,Josuha Guilavogui,Wolfsburg,88.3,4
Étienne Capoue,1718,Defensive Anchor,Josuha Guilavogui,Wolfsburg,88.3,5
Chris Brunt,1718,Box-to-Box Engine,Miguel Veloso,Hellas Verona,83.9,1
Chris Brunt,1718,Box-to-Box Engine,Luca Cigarini,Cagliari,79.4,2
Chris Brunt,1718,Box-to-Box Engine,Luca Cigarini,Cagliari,78.5,3
Chris Brunt,1718,Box-to-Box Engine,Esteban Granero,Espanyol,72.1,4
Chris Brunt,1718,Box-to-Box Engine,Daniel Parejo,Villarreal,72.1,5
Claudio Yacob,1718,Defensive Anchor,Marvelous Nakamba,Aston Villa,95.4,1
Claudio Yacob,1718,Defensive Anchor,Sergio Álvarez,Eibar,93.3,2
Claudio Yacob,1718,Defensive Anchor,Gelson Fernandes,Eint Frankfurt,91.7,3
Claudio Yacob,1718,Defensive Anchor,Wakaso,Alavés,91.2,4
Claudio Yacob,1718,Defensive Anchor,Maxime Gonalons,Granada,90.1,5
Gareth Barry,1718,Defensive Anchor,Pasquale Schiattarella,Benevento,87.9,1
Gareth Barry,1718,Defensive Anchor,Alaixys Romao,Reims,87.6,2
Gareth Barry,1718,Defensive Anchor,Miguel Veloso,Hellas Verona,86.6,3
Gareth Barry,1718,Defensive Anchor,Daniel Wass,Valencia,85.9,4
Gareth Barry,1718,Defensive Anchor,Papakouli Diop,Eibar,84.8,5
Grzegorz Krychowiak,1718,Defensive Anchor,Francis Coquelin,Valencia,94.6,1
Grzegorz Krychowiak,1718,Defensive Anchor,Étienne Capoue,Watford,90.6,2
Grzegorz Krychowiak,1718,Defensive Anchor,Alberto Grassi,Cagliari,88.4,3
Grzegorz Krychowiak,1718,Defensive Anchor,Josuha Guilavogui,Wolfsburg,88.3,4
Grzegorz Krychowiak,1718,Defensive Anchor,Walace,Udinese,88.0,5
Jake Livermore,1718,Defensive Anchor,Jeffrey Schlupp,Crystal Palace,87.7,1
Jake Livermore,1718,Defensive Anchor,Oriol Romeu,Girona,87.0,2
Jake Livermore,1718,Defensive Anchor,Pere Pons,Girona,85.9,3
Jake Livermore,1718,Defensive Anchor,Ylber Ramadani,Lecce,85.8,4
Jake Livermore,1718,Defensive Anchor,Jack Cork,Burnley,85.8,5
James McClean,1718,Ball Progressor,Keko,Valladolid,81.3,1
James McClean,1718,Ball Progressor,Iván Alejo,Cádiz,76.1,2
James McClean,1718,Ball Progressor,Nathan Dyer,Swansea City,74.4,3
James McClean,1718,Ball Progressor,Marco D'Alessandro,Benevento,74.3,4
James McClean,1718,Ball Progressor,Jóhann Berg Guðmundsson,Burnley,74.1,5
Matt Phillips,1718,Ball Progressor,Christopher Antwi-Adjei,Paderborn 07,82.2,1
Matt Phillips,1718,Ball Progressor,Luis Rioja,Alavés,82.2,2
Matt Phillips,1718,Ball Progressor,Virgil Misidjan,Nürnberg,79.7,3
Matt Phillips,1718,Ball Progressor,Lago Junior,Mallorca,78.0,4
Matt Phillips,1718,Ball Progressor,Luis Rioja,Alavés,77.4,5
André Ayew,1718,Ball Progressor,Luca Sangalli,Real Sociedad,74.0,1
André Ayew,1718,Ball Progressor,João Pedro,Cagliari,73.9,2
André Ayew,1718,Ball Progressor,Maximilian Philipp,Wolfsburg,72.2,3
André Ayew,1718,Ball Progressor,Amath,Mallorca,72.2,4
André Ayew,1718,Ball Progressor,Amine Gouiri,Rennes,70.6,5
Cheikhou Kouyaté,1718,Defensive Anchor,Rani Khedira,Union Berlin,94.4,1
Cheikhou Kouyaté,1718,Defensive Anchor,Artur Ioniță,Cagliari,91.4,2
Cheikhou Kouyaté,1718,Defensive Anchor,Rani Khedira,Union Berlin,90.3,3
Cheikhou Kouyaté,1718,Defensive Anchor,Cheikhou Kouyaté,Crystal Palace,88.5,4
Cheikhou Kouyaté,1718,Defensive Anchor,Artur Ioniță,Cagliari,88.0,5
João Mário,1718,Ball Progressor,Alex Pritchard,Huddersfield,88.1,1
João Mário,1718,Ball Progressor,Burgui,Alavés,82.3,2
João Mário,1718,Ball Progressor,Federico Ricci,Genoa,81.7,3
João Mário,1718,Ball Progressor,Matheus Pereira,Nürnberg,81.3,4
João Mário,1718,Ball Progressor,Jonathan Ikone,Montpellier,79.9,5
Manuel Lanzini,1718,Creative Playmaker,Martin Ødegaard,Real Sociedad,80.4,1
Manuel Lanzini,1718,Creative Playmaker,Sergio Canales,Betis,79.3,2
Manuel Lanzini,1718,Creative Playmaker,İlkay Gündoğan,Manchester City,76.9,3
Manuel Lanzini,1718,Creative Playmaker,Angelo Fulgini,Angers,75.6,4
Manuel Lanzini,1718,Creative Playmaker,Thiago Almada,Lyon,74.7,5
Mark Noble,1718,Defensive Anchor,Dale Stephens,Brighton,91.2,1
Mark Noble,1718,Defensive Anchor,Milan Badelj,Genoa,86.8,2
Mark Noble,1718,Defensive Anchor,Andrea Poli,Bologna,85.2,3
Mark Noble,1718,Defensive Anchor,Míchel,Valladolid,85.0,4
Mark Noble,1718,Defensive Anchor,Tomás Pina Isla,Alavés,83.7,5
Pedro Obiang,1718,Defensive Anchor,Bruno Zuculini,Hellas Verona,89.7,1
Pedro Obiang,1718,Defensive Anchor,Mickael Malsa,Levante,89.5,2
Pedro Obiang,1718,Defensive Anchor,Marvelous Nakamba,Aston Villa,88.3,3
Pedro Obiang,1718,Defensive Anchor,Jon Moncayola,Osasuna,87.4,4
Pedro Obiang,1718,Defensive Anchor,Otávio,Bordeaux,87.3,5
Aaron Ramsey,1819,Creative Playmaker,Vincenzo Grifo,Hoffenheim,85.4,1
Aaron Ramsey,1819,Creative Playmaker,Hakim Ziyech,Chelsea,84.7,2
Aaron Ramsey,1819,Creative Playmaker,Leroy Sané,Bayern Munich,84.6,3
Aaron Ramsey,1819,Creative Playmaker,Alexis Sánchez,Arsenal,83.8,4
Aaron Ramsey,1819,Creative Playmaker,Franck Ribéry,Bayern Munich,83.3,5
Granit Xhaka,1819,Box-to-Box Engine,Jordan Henderson,Liverpool,89.6,1
Granit Xhaka,1819,Box-to-Box Engine,Jorginho,Napoli,88.8,2
Granit Xhaka,1819,Box-to-Box Engine,Rodri,Manchester City,88.7,3
Granit Xhaka,1819,Box-to-Box Engine,Jorginho,Chelsea,87.4,4
Granit Xhaka,1819,Box-to-Box Engine,Pierre Højbjerg,Marseille,84.2,5
Lucas Torreira,1819,Defensive Anchor,Maxence Caqueret,Lyon,90.2,1
Lucas Torreira,1819,Defensive Anchor,Rúben Neves,Wolves,87.8,2
Lucas Torreira,1819,Defensive Anchor,Thiago Maia,Lille,86.7,3
Lucas Torreira,1819,Defensive Anchor,Wilfred Ndidi,Leicester City,85.5,4
Lucas Torreira,1819,Defensive Anchor,Declan Rice,West Ham,84.6,5
Mattéo Guendouzi,1819,Box-to-Box Engine,Mattéo Guendouzi,Arsenal,92.2,1
Mattéo Guendouzi,1819,Box-to-Box Engine,Harry Winks,Tottenham,82.6,2
Mattéo Guendouzi,1819,Box-to-Box Engine,Dani Ceballos,Arsenal,78.8,3
Mattéo Guendouzi,1819,Box-to-Box Engine,Lewis Cook,Bournemouth,78.5,4
Mattéo Guendouzi,1819,Box-to-Box Engine,Dani Ceballos,Arsenal,78.4,5
Mesut Özil,1819,Creative Playmaker,Josip Iličić,Atalanta,93.9,1
Mesut Özil,1819,Creative Playmaker,Mesut Özil,Arsenal,93.2,2
Mesut Özil,1819,Creative Playmaker,Suso,Sevilla,90.8,3
Mesut Özil,1819,Creative Playmaker,Ousmane Dembélé,Paris S-G,90.4,4
Mesut Özil,1819,Creative Playmaker,Willian,Chelsea,90.0,5
Andrew Surman,1819,Defensive Anchor,Álex Fernández,Cádiz,85.3,1
Andrew Surman,1819,Defensive Anchor,Milan Badelj,Genoa,83.8,2
Andrew Surman,1819,Defensive Anchor,Francesco Di Tacchio,Salernitana,82.7,3
Andrew Surman,1819,Defensive Anchor,Vicente Iborra,Villarreal,81.7,4
Andrew Surman,1819,Defensive Anchor,Ivan Radovanović,Genoa,81.5,5
Dan Gosling,1819,Defensive Anchor,Pedro Mosquera,La Coruña,85.3,1
Dan Gosling,1819,Defensive Anchor,Adrien Silva,Sampdoria,85.2,2
Dan Gosling,1819,Defensive Anchor,Kalvin Phillips,Leeds United,83.5,3
Dan Gosling,1819,Defensive Anchor,Allan,Everton,82.5,4
Dan Gosling,1819,Defensive Anchor,Maxime Gonalons,Granada,81.1,5
David Brooks,1819,Ball Progressor,Christoph Baumgartner,Hoffenheim,87.7,1
David Brooks,1819,Ball Progressor,Jesper Lindstrøm,Eint Frankfurt,85.7,2
David Brooks,1819,Ball Progressor,Marius Wolf,Eint Frankfurt,85.4,3
David Brooks,1819,Ball Progressor,Ángel Correa,Atlético Madrid,84.6,4
David Brooks,1819,Ball Progressor,Brais Méndez,Celta Vigo,83.4,5
Jefferson Lerma,1819,Defensive Anchor,Calum Chambers,Fulham,94.9,1
Jefferson Lerma,1819,Defensive Anchor,Jefferson Lerma,Bournemouth,94.3,2
Jefferson Lerma,1819,Defensive Anchor,Mickael Malsa,Levante,93.7,3
Jefferson Lerma,1819,Defensive Anchor,Jerdy Schouten,Bologna,92.8,4
Jefferson Lerma,1819,Defensive Anchor,Salih Özcan,Köln,91.2,5
Junior Stanislas,1819,Creative Playmaker,Nabil Fekir,Betis,88.4,1
Junior Stanislas,1819,Creative Playmaker,Hakim Ziyech,Chelsea,86.8,2
Junior Stanislas,1819,Creative Playmaker,Marco Asensio,Paris S-G,85.9,3
Junior Stanislas,1819,Creative Playmaker,Angelo Fulgini,Lens,85.6,4
Junior Stanislas,1819,Creative Playmaker,Aleksei Miranchuk,Atalanta,85.3,5
Ryan Fraser,1819,Creative Playmaker,Jony,Alavés,92.5,1
Ryan Fraser,1819,Creative Playmaker,Xherdan Shaqiri,Stoke City,91.5,2
Ryan Fraser,1819,Creative Playmaker,Franck Honorat,Brest,89.9,3
Ryan Fraser,1819,Creative Playmaker,Raphinha,Leeds United,89.5,4
Ryan Fraser,1819,Creative Playmaker,Julian Brandt,Dortmund,89.3,5
Anthony Knockaert,1819,Ball Progressor,Jóhann Berg Guðmundsson,Burnley,77.7,1
Anthony Knockaert,1819,Ball Progressor,Matt Phillips,West Brom,68.7,2
Anthony Knockaert,1819,Ball Progressor,Jamie Leweling,Stuttgart,67.3,3
Anthony Knockaert,1819,Ball Progressor,Jóhann Berg Guðmundsson,Burnley,66.1,4
Anthony Knockaert,1819,Ball Progressor,Dominick Drexler,Köln,65.4,5
Beram Kayal,1819,Defensive Anchor,Gelson Fernandes,Eint Frankfurt,89.8,1
Beram Kayal,1819,Defensive Anchor,Jean-Daniel Akpa-Akpro,Monza,89.4,2
Beram Kayal,1819,Defensive Anchor,Jake Livermore,West Brom,89.2,3
Beram Kayal,1819,Defensive Anchor,Yannick Cahuzac,Toulouse,86.0,4
Beram Kayal,1819,Defensive Anchor,Wakaso,Alavés,85.1,5
Dale Stephens,1819,Defensive Anchor,Rubén Pérez,Leganés,95.0,1
Dale Stephens,1819,Defensive Anchor,Dani García,Eibar,91.2,2
