player,season,role,similar_player,similar_team,similarity_score,rank
Merlin Röhl,2324,Ball Progressor,Jacob Murphy,Newcastle Utd,79.2,5
Nicolas Höfler,2324,Defensive Anchor,Tomás Pina Isla,Alavés,92.6,1
Nicolas Höfler,2324,Defensive Anchor,Papakouli Diop,Eibar,92.5,2
Nicolas Höfler,2324,Defensive Anchor,Tomás Rincón,Torino,92.5,3
Nicolas Höfler,2324,Defensive Anchor,Christian Groß,Werder Bremen,91.4,4
Nicolas Höfler,2324,Defensive Anchor,François Bellugou,Troyes,91.3,5
Roland Sallai,2324,Ball Progressor,Roland Sallai,Freiburg,89.8,1
Roland Sallai,2324,Ball Progressor,Ismaila Sarr,Crystal Palace,89.5,2
Roland Sallai,2324,Ball Progressor,Mattia Aramu,Venezia,88.5,3
Roland Sallai,2324,Ball Progressor,Takumi Minamino,Monaco,88.0,4
Roland Sallai,2324,Ball Progressor,Ruben Vargas,Augsburg,86.9,5
Vincenzo Grifo,2324,Creative Playmaker,Alassane Pléa,Gladbach,91.0,1
Vincenzo Grifo,2324,Creative Playmaker,Pablo Sarabia,Wolves,90.7,2
Vincenzo Grifo,2324,Creative Playmaker,Benjamin Bourigeaud,Rennes,90.2,3
Vincenzo Grifo,2324,Creative Playmaker,Andrej Kramarić,Hoffenheim,89.5,4
Vincenzo Grifo,2324,Creative Playmaker,Julian Brandt,Dortmund,89.4,5
Florian Neuhaus,2324,Ball Progressor,Yusuf Yazıcı,Lille,75.4,1
Florian Neuhaus,2324,Ball Progressor,Jordan Veretout,Roma,72.8,2
Florian Neuhaus,2324,Ball Progressor,Matt O'Riley,Brighton,71.1,3
Florian Neuhaus,2324,Ball Progressor,Nabil El Zhar,Leganés,71.1,4
Florian Neuhaus,2324,Ball Progressor,Moi Gómez,Villarreal,68.9,5
Julian Weigl,2324,Defensive Anchor,Ylber Ramadani,Lecce,90.7,1
Julian Weigl,2324,Defensive Anchor,Birama Touré,Auxerre,90.5,2
Julian Weigl,2324,Defensive Anchor,Lucas Torró,Osasuna,89.6,3
Julian Weigl,2324,Defensive Anchor,Thomas Monconduit,Amiens,89.2,4
Julian Weigl,2324,Defensive Anchor,Rani Khedira,Augsburg,89.0,5
Manu Koné,2324,Ball Progressor,Jacopo Fazzini,Empoli,71.8,1
Manu Koné,2324,Ball Progressor,Alex Scott,Bournemouth,68.9,2
Manu Koné,2324,Ball Progressor,Jean-Ricner Bellegarde,Strasbourg,68.3,3
Manu Koné,2324,Ball Progressor,Joan Gonzàlez,Lecce,67.7,4
Manu Koné,2324,Ball Progressor,Roberto Navarro,Cádiz,65.4,5
Rocco Reitz,2324,Defensive Anchor,Leon Goretzka,Schalke 04,85.5,1
Rocco Reitz,2324,Defensive Anchor,Éderson,Atalanta,73.1,2
Rocco Reitz,2324,Defensive Anchor,Denis Zakaria,Gladbach,71.8,3
Rocco Reitz,2324,Defensive Anchor,Rúben Neves,Wolves,70.6,4
Rocco Reitz,2324,Defensive Anchor,Suat Serdar,Hertha BSC,67.7,5
Adrian Beck,2324,Ball Progressor,Quentin Boisgard,Lorient,79.2,1
Adrian Beck,2324,Ball Progressor,Enock Mwepu,Brighton,74.1,2
Adrian Beck,2324,Ball Progressor,Mijat Gaćinović,Eint Frankfurt,67.6,3
Adrian Beck,2324,Ball Progressor,André Ayew,Swansea City,67.5,4
Adrian Beck,2324,Ball Progressor,Joan Gonzàlez,Lecce,67.1,5
Jan Schöppner,2324,Defensive Anchor,Rani Khedira,Augsburg,94.2,1
Jan Schöppner,2324,Defensive Anchor,Fede San Emeterio,Cádiz,93.9,2
Jan Schöppner,2324,Defensive Anchor,Jakub Kiwior,Spezia,90.6,3
Jan Schöppner,2324,Defensive Anchor,Nemanja Maksimović,Getafe,90.3,4
Jan Schöppner,2324,Defensive Anchor,Ryan Yates,Nott'ham Forest,89.4,5
Kevin Sessa,2324,Ball Progressor,Philipp Förster,Stuttgart,80.2,1
Kevin Sessa,2324,Ball Progressor,Pedro Díaz,Rayo Vallecano,74.1,2
Kevin Sessa,2324,Ball Progressor,Luca Waldschmidt,Köln,73.3,3
Kevin Sessa,2324,Ball Progressor,Simone Verdi,Hellas Verona,71.3,4
Kevin Sessa,2324,Ball Progressor,Abdou Harroui,Frosinone,70.9,5
Lennard Maloney,2324,Defensive Anchor,Mauro Arambarri,Getafe,93.2,1
Lennard Maloney,2324,Defensive Anchor,Robin Koch,Freiburg,90.3,2
Lennard Maloney,2324,Defensive Anchor,Leander Dendoncker,Wolves,89.8,3
Lennard Maloney,2324,Defensive Anchor,Fede San Emeterio,Valladolid,89.7,4
Lennard Maloney,2324,Defensive Anchor,Mamadou Loum,Alavés,89.7,5
Marvin Pieringer,2324,Ball Progressor,Jacob Brown,Luton Town,85.4,1
Marvin Pieringer,2324,Ball Progressor,Jurgen Ekkelenkamp,Udinese,84.9,2
Marvin Pieringer,2324,Ball Progressor,Morten Thorsby,Genoa,82.9,3
Marvin Pieringer,2324,Ball Progressor,Unai Gómez,Athletic Club,80.9,4
Marvin Pieringer,2324,Ball Progressor,Oliver Burke,Alavés,80.8,5
Norman Theuerkauf,2324,Defensive Anchor,Milan Badelj,Genoa,89.8,1
Norman Theuerkauf,2324,Defensive Anchor,Étienne Capoue,Villarreal,89.5,2
Norman Theuerkauf,2324,Defensive Anchor,Fernando,Sevilla,89.3,3
Norman Theuerkauf,2324,Defensive Anchor,Álex Fernández,Cádiz,87.4,4
Norman Theuerkauf,2324,Defensive Anchor,Anthony Losilla,Bochum,87.0,5
Andrej Kramarić,2324,Creative Playmaker,Jonas Hofmann,Gladbach,94.2,1
Andrej Kramarić,2324,Creative Playmaker,Paulo Dybala,Roma,93.4,2
Andrej Kramarić,2324,Creative Playmaker,Vincenzo Grifo,Freiburg,93.0,3
Andrej Kramarić,2324,Creative Playmaker,Vincenzo Grifo,Freiburg,92.6,4
Andrej Kramarić,2324,Creative Playmaker,Alassane Pléa,Gladbach,90.2,5
Angelo Stiller,2324,Ball Progressor,Teun Koopmeiners,Juventus,59.3,1
Angelo Stiller,2324,Ball Progressor,Gerson,Fiorentina,57.4,2
Angelo Stiller,2324,Ball Progressor,Sergi Darder,Espanyol,56.4,3
Angelo Stiller,2324,Ball Progressor,Manolis Saliakas,St. Pauli,53.9,4
Angelo Stiller,2324,Ball Progressor,Weston McKennie,Juventus,50.4,5
Anton Stach,2324,Defensive Anchor,Djibril Sow,Eint Frankfurt,85.1,1
Anton Stach,2324,Defensive Anchor,Philip Billing,Huddersfield,82.2,2
Anton Stach,2324,Defensive Anchor,Baptiste Santamaria,Angers,81.5,3
Anton Stach,2324,Defensive Anchor,Ellyes Skhiri,Köln,81.5,4
Anton Stach,2324,Defensive Anchor,Wilfred Ndidi,Leicester City,81.4,5
Grischa Prömel,2324,Ball Progressor,Jon Guridi,Alavés,84.1,1
Grischa Prömel,2324,Ball Progressor,Jon Guridi,Alavés,80.4,2
Grischa Prömel,2324,Ball Progressor,Yannick Gerhardt,Wolfsburg,76.9,3
Grischa Prömel,2324,Ball Progressor,Janik Haberer,Union Berlin,75.5,4
Grischa Prömel,2324,Ball Progressor,Tonny Vilhena,Salernitana,73.2,5
Umut Tohumcu,2324,Ball Progressor,Romano Schmid,Werder Bremen,81.0,1
Umut Tohumcu,2324,Ball Progressor,Han-Noah Massengo,Auxerre,80.8,2
Umut Tohumcu,2324,Ball Progressor,Florian Neuhaus,Gladbach,78.0,3
Umut Tohumcu,2324,Ball Progressor,Arthur Atta,Metz,77.2,4
Umut Tohumcu,2324,Ball Progressor,Niccolò Pisilli,Roma,76.8,5
Dejan Ljubicic,2324,Ball Progressor,Darko Brašanac,Osasuna,77.6,1
Dejan Ljubicic,2324,Ball Progressor,Liberato Cacace,Empoli,76.3,2
Dejan Ljubicic,2324,Ball Progressor,Carles Aleñá,Getafe,75.5,3
Dejan Ljubicic,2324,Ball Progressor,Gianluca Busio,Venezia,74.6,4
Dejan Ljubicic,2324,Ball Progressor,Morten Thorsby,Genoa,74.2,5
Denis Huseinbasic,2324,Defensive Anchor,Urko González,Espanyol,82.1,1
Denis Huseinbasic,2324,Defensive Anchor,Boubacar Kamara,Aston Villa,82.1,2
Denis Huseinbasic,2324,Defensive Anchor,Ilia Gruev,Werder Bremen,80.0,3
Denis Huseinbasic,2324,Defensive Anchor,Jessy Deminguet,Caen,77.3,4
Denis Huseinbasic,2324,Defensive Anchor,Carlos Baleba,Brighton,76.5,5
Eric Martel,2324,Defensive Anchor,Denis Zakaria,Gladbach,92.9,1
Eric Martel,2324,Defensive Anchor,Alexis Blin,Lecce,90.5,2
Eric Martel,2324,Defensive Anchor,Santiago Ascacíbar,Stuttgart,90.5,3
Eric Martel,2324,Defensive Anchor,Morten Frendrup,Genoa,89.8,4
Eric Martel,2324,Defensive Anchor,Lamine Fomba,Nîmes,89.8,5
Florian Kainz,2324,Ball Progressor,Isaac Palazón Camacho,Rayo Vallecano,88.4,1
Florian Kainz,2324,Ball Progressor,Andreas Pereira,Fulham,88.0,2
Florian Kainz,2324,Ball Progressor,Sergi Darder,Mallorca,80.4,3
Florian Kainz,2324,Ball Progressor,Son Heung-min,Tottenham,78.9,4
Florian Kainz,2324,Ball Progressor,Rodrigo,Leeds United,77.8,5
Luca Waldschmidt,2324,Ball Progressor,Munir El Haddadi,Getafe,87.5,1
Luca Waldschmidt,2324,Ball Progressor,Ado Onaiwu,Auxerre,87.0,2
Luca Waldschmidt,2324,Ball Progressor,Steven Zuber,Stuttgart,82.9,3
Luca Waldschmidt,2324,Ball Progressor,Richarlison,Tottenham,81.7,4
Luca Waldschmidt,2324,Ball Progressor,Chadrac Akolo,Stuttgart,81.2,5
Exequiel Palacios,2324,Box-to-Box Engine,Thiago Alcántara,Bayern Munich,81.8,1
Exequiel Palacios,2324,Box-to-Box Engine,Ismaël Bennacer,Milan,79.9,2
Exequiel Palacios,2324,Box-to-Box Engine,Bruno Guimarães,Lyon,79.6,3
Exequiel Palacios,2324,Box-to-Box Engine,Marco Verratti,Paris S-G,78.7,4
Exequiel Palacios,2324,Box-to-Box Engine,Manuel Locatelli,Sassuolo,77.7,5
Florian Wirtz,2324,Creative Playmaker,Florian Wirtz,Leverkusen,97.8,1
Florian Wirtz,2324,Creative Playmaker,Julian Brandt,Leverkusen,95.3,2
Florian Wirtz,2324,Creative Playmaker,Xavi Simons,RB Leipzig,92.9,3
Florian Wirtz,2324,Creative Playmaker,Xavi Simons,RB Leipzig,91.6,4
Florian Wirtz,2324,Creative Playmaker,Ruslan Malinovskyi,Atalanta,91.5,5
Granit Xhaka,2324,Box-to-Box Engine,Éver Banega,Sevilla,88.5,1
Granit Xhaka,2324,Box-to-Box Engine,Joshua Kimmich,Bayern Munich,87.2,2
Granit Xhaka,2324,Box-to-Box Engine,Jordan Henderson,Liverpool,86.9,3
Granit Xhaka,2324,Box-to-Box Engine,Granit Xhaka,Leverkusen,86.4,4
Granit Xhaka,2324,Box-to-Box Engine,Toni Kroos,Real Madrid,86.1,5
Jonas Hofmann,2324,Creative Playmaker,Dimitri Payet,Marseille,95.1,1
Jonas Hofmann,2324,Creative Playmaker,Julian Brandt,Dortmund,94.0,2
Jonas Hofmann,2324,Creative Playmaker,Thomas Müller,Bayern Munich,93.2,3
Jonas Hofmann,2324,Creative Playmaker,Julian Brandt,Dortmund,93.0,4
Jonas Hofmann,2324,Creative Playmaker,Pablo Sarabia,Wolves,92.8,5
Nadiem Amiri,2324,Box-to-Box Engine,Nicolò Fagioli,Juventus,66.8,1
Nadiem Amiri,2324,Box-to-Box Engine,Enzo Le Fée,Rennes,65.6,2
Nadiem Amiri,2324,Box-to-Box Engine,Cesc Fàbregas,Chelsea,65.4,3
Nadiem Amiri,2324,Box-to-Box Engine,Kevin Kampl,Leverkusen,65.0,4
Nadiem Amiri,2324,Box-to-Box Engine,Fabián Ruiz Peña,Paris S-G,63.0,5
Robert Andrich,2324,Box-to-Box Engine,Marcelo Brozović,Inter,80.8,1
Robert Andrich,2324,Box-to-Box Engine,Ivan Rakitić,Barcelona,71.8,2
Robert Andrich,2324,Box-to-Box Engine,Fernandinho,Manchester City,71.4,3
Robert Andrich,2324,Box-to-Box Engine,William Carvalho,Betis,68.5,4
Robert Andrich,2324,Box-to-Box Engine,Koke,Atlético Madrid,68.3,5
Anton Stach,2324,Defensive Anchor,Patrick Osterhage,Bochum,65.7,1
Anton Stach,2324,Defensive Anchor,Mikel Vesga,Leganés,65.4,2
Anton Stach,2324,Defensive Anchor,Éderson,Atalanta,63.5,3
Anton Stach,2324,Defensive Anchor,Joelinton,Newcastle Utd,63.2,4
Anton Stach,2324,Defensive Anchor,Youssef Maleh,Empoli,61.8,5
Brajan Gruda,2324,Creative Playmaker,Dejan Kulusevski,Juventus,94.9,1
Brajan Gruda,2324,Creative Playmaker,Josip Brekalo,Wolfsburg,93.1,2
Brajan Gruda,2324,Creative Playmaker,Samuel Chukwueze,Villarreal,92.8,3
Brajan Gruda,2324,Creative Playmaker,Bryan Gil,Eibar,92.2,4
Brajan Gruda,2324,Creative Playmaker,Matìas Soulé,Roma,91.5,5
Leandro Barreiro Martins,2324,Defensive Anchor,Morten Frendrup,Genoa,90.0,1
Leandro Barreiro Martins,2324,Defensive Anchor,Nemanja Maksimović,Getafe,89.7,2
Leandro Barreiro Martins,2324,Defensive Anchor,Lucas Tousart,Hertha BSC,88.5,3
Leandro Barreiro Martins,2324,Defensive Anchor,Danley Jean-Jacques,Metz,88.3,4
Leandro Barreiro Martins,2324,Defensive Anchor,Rolando Mandragora,Udinese,87.8,5
Lee Jae-sung,2324,Ball Progressor,Lee Jae-sung,Mainz 05,85.7,1
Lee Jae-sung,2324,Ball Progressor,Boulaye Dia,Lazio,84.7,2
Lee Jae-sung,2324,Ball Progressor,Gylfi Sigurðsson,Everton,82.1,3
Lee Jae-sung,2324,Ball Progressor,Florent Mollet,Nantes,81.7,4
Lee Jae-sung,2324,Ball Progressor,Yannick Gerhardt,Wolfsburg,81.1,5
Nadiem Amiri,2324,Box-to-Box Engine,Aleix García,Girona,83.3,1
Nadiem Amiri,2324,Box-to-Box Engine,Kerem Demirbay,Leverkusen,81.7,2
Nadiem Amiri,2324,Box-to-Box Engine,Hakan Çalhanoğlu,Inter,76.1,3
Nadiem Amiri,2324,Box-to-Box Engine,Téji Savanier,Montpellier,74.5,4
Nadiem Amiri,2324,Box-to-Box Engine,Paul Pogba,Manchester Utd,74.4,5
Tom Krauß,2324,Defensive Anchor,Nicolás Domínguez,Nott'ham Forest,88.6,1
Tom Krauß,2324,Defensive Anchor,Walace,Hamburger SV,87.8,2
Tom Krauß,2324,Defensive Anchor,Léo Leroy,Montpellier,87.0,3
Tom Krauß,2324,Defensive Anchor,Dominik Kohr,Leverkusen,86.6,4
Tom Krauß,2324,Defensive Anchor,Tyler Adams,Leeds United,86.5,5
Amadou Haidara,2324,Defensive Anchor,Azor Matusiwa,Rennes,78.4,1
Amadou Haidara,2324,Defensive Anchor,Jerdy Schouten,Bologna,74.4,2
Amadou Haidara,2324,Defensive Anchor,Sanjin Prcić,Levante,74.1,3
Amadou Haidara,2324,Defensive Anchor,Ole Selnæs,Saint-Étienne,72.2,4
Amadou Haidara,2324,Defensive Anchor,Amadou Haidara,RB Leipzig,71.2,5
Christoph Baumgartner,2324,Ball Progressor,Chadrac Akolo,Stuttgart,90.9,1
Christoph Baumgartner,2324,Ball Progressor,Kai Havertz,Chelsea,84.7,2
Christoph Baumgartner,2324,Ball Progressor,Abdou Harroui,Frosinone,84.0,3
Christoph Baumgartner,2324,Ball Progressor,Marco Brescianini,Atalanta,83.6,4
Christoph Baumgartner,2324,Ball Progressor,Yeremi Pino,Villarreal,83.6,5
Dani Olmo,2324,Creative Playmaker,Samuel Chukwueze,Villarreal,91.1,1
Dani Olmo,2324,Creative Playmaker,Marco Asensio,Paris S-G,90.9,2
Dani Olmo,2324,Creative Playmaker,Amad Diallo,Manchester Utd,88.9,3
Dani Olmo,2324,Creative Playmaker,Aleksei Miranchuk,Atalanta,88.4,4
Dani Olmo,2324,Creative Playmaker,Leon Bailey,Aston Villa,87.9,5
Kevin Kampl,2324,Box-to-Box Engine,Kevin Kampl,RB Leipzig,84.6,1
Kevin Kampl,2324,Box-to-Box Engine,Florent Balmont,Dijon,84.6,2
Kevin Kampl,2324,Box-to-Box Engine,Kevin Kampl,RB Leipzig,81.4,3
Kevin Kampl,2324,Box-to-Box Engine,Borja Valero,Inter,79.0,4
Kevin Kampl,2324,Box-to-Box Engine,Kevin Kampl,RB Leipzig,78.8,5
Xaver Schlager,2324,Box-to-Box Engine,Allan,Napoli,87.2,1
Xaver Schlager,2324,Box-to-Box Engine,Remo Freuler,Atalanta,84.7,2
Xaver Schlager,2324,Box-to-Box Engine,Diego Demme,RB Leipzig,84.1,3
Xaver Schlager,2324,Box-to-Box Engine,Rodri,Manchester City,83.4,4
Xaver Schlager,2324,Box-to-Box Engine,Adrien Rabiot,Paris S-G,81.7,5
Xavi Simons,2324,Creative Playmaker,Julian Brandt,Leverkusen,94.5,1
Xavi Simons,2324,Creative Playmaker,Florian Wirtz,Leverkusen,92.9,2
Xavi Simons,2324,Creative Playmaker,Alex Baena,Villarreal,92.1,3
Xavi Simons,2324,Creative Playmaker,Hakan Çalhanoğlu,Milan,90.7,4
Xavi Simons,2324,Creative Playmaker,Rayan Cherki,Lyon,90.4,5
Angelo Stiller,2324,Box-to-Box Engine,Manuel Locatelli,Sassuolo,88.2,1
Angelo Stiller,2324,Box-to-Box Engine,Angelo Stiller,Stuttgart,82.8,2
Angelo Stiller,2324,Box-to-Box Engine,Manuel Locatelli,Sassuolo,82.2,3
Angelo Stiller,2324,Box-to-Box Engine,Joan Jordán,Sevilla,82.1,4
Angelo Stiller,2324,Box-to-Box Engine,Koke,Atlético Madrid,82.1,5
Atakan Karazor,2324,Defensive Anchor,Fabinho,Liverpool,81.8,1
Atakan Karazor,2324,Defensive Anchor,Yohann Magnin,Clermont Foot,79.5,2
Atakan Karazor,2324,Defensive Anchor,Marten de Roon,Atalanta,78.0,3
Atakan Karazor,2324,Defensive Anchor,Enzo Barrenechea,Frosinone,77.4,4
Atakan Karazor,2324,Defensive Anchor,Marten de Roon,Atalanta,77.4,5
Enzo Millot,2324,Creative Playmaker,Mason Mount,Chelsea,85.9,1
Enzo Millot,2324,Creative Playmaker,Mason Mount,Chelsea,83.8,2
Enzo Millot,2324,Creative Playmaker,Florian Wirtz,Leverkusen,82.6,3
Enzo Millot,2324,Creative Playmaker,Houssem Aouar,Lyon,82.6,4
Enzo Millot,2324,Creative Playmaker,Daichi Kamada,Eint Frankfurt,81.8,5
Alex Král,2324,Defensive Anchor,Raúl Guti,Elche,91.5,1
Alex Král,2324,Defensive Anchor,Grischa Prömel,Hoffenheim,89.3,2
Alex Král,2324,Defensive Anchor,Raman Chibsah,Benevento,87.1,3
Alex Král,2324,Defensive Anchor,Grischa Prömel,Union Berlin,86.3,4
Alex Král,2324,Defensive Anchor,Alessandro Deiola,Cagliari,86.2,5
András Schäfer,2324,Ball Progressor,Elliot Anderson,Newcastle Utd,78.2,1
András Schäfer,2324,Ball Progressor,Conor Gallagher,Chelsea,77.1,2
András Schäfer,2324,Ball Progressor,Coba da Costa,Getafe,77.1,3
András Schäfer,2324,Ball Progressor,Mijat Gaćinović,Eint Frankfurt,76.3,4
András Schäfer,2324,Ball Progressor,Joe Willock,Arsenal,75.5,5
Aïssa Laïdouni,2324,Ball Progressor,Pablo Ibáñez,Osasuna,76.8,1
Aïssa Laïdouni,2324,Ball Progressor,Jérôme Gondorf,Freiburg,69.4,2
Aïssa Laïdouni,2324,Ball Progressor,András Schäfer,Union Berlin,68.3,3
Aïssa Laïdouni,2324,Ball Progressor,Jaidon Anthony,Bournemouth,68.1,4
Aïssa Laïdouni,2324,Ball Progressor,Joe Willock,Arsenal,65.9,5
Brenden Aaronson,2324,Ball Progressor,Jan Thielmann,Köln,83.3,1
Brenden Aaronson,2324,Ball Progressor,Fabio Miretti,Juventus,80.9,2
Brenden Aaronson,2324,Ball Progressor,Yeremi Pino,Villarreal,78.3,3
Brenden Aaronson,2324,Ball Progressor,Merlin Röhl,Freiburg,77.5,4
Brenden Aaronson,2324,Ball Progressor,Hannes Wolf,Gladbach,77.3,5
Janik Haberer,2324,Defensive Anchor,Marvelous Nakamba,Luton Town,91.7,1
Janik Haberer,2324,Defensive Anchor,Sebastian Rudy,Schalke 04,90.3,2
Janik Haberer,2324,Defensive Anchor,Valon Behrami,Udinese,84.4,3
Janik Haberer,2324,Defensive Anchor,Jake Livermore,West Brom,84.2,4
Janik Haberer,2324,Defensive Anchor,Francis Coquelin,Villarreal,81.7,5
Lucas Tousart,2324,Defensive Anchor,Alberto Grassi,Parma,92.5,1
Lucas Tousart,2324,Defensive Anchor,Marvin Bakalorz,Hannover 96,89.5,2
Lucas Tousart,2324,Defensive Anchor,Ryan Yates,Nott'ham Forest,89.3,3
Lucas Tousart,2324,Defensive Anchor,Nemanja Maksimović,Getafe,89.2,4
Lucas Tousart,2324,Defensive Anchor,Jan Schöppner,Heidenheim,88.7,5
Rani Khedira,2324,Defensive Anchor,Javi Fuego,Espanyol,93.7,1
Rani Khedira,2324,Defensive Anchor,Jake Livermore,West Brom,91.6,2
Rani Khedira,2324,Defensive Anchor,Gonzalo Escalante,Cádiz,90.9,3
Rani Khedira,2324,Defensive Anchor,Tomás Pina Isla,Alavés,90.9,4
Rani Khedira,2324,Defensive Anchor,Jordan Marié,Dijon,90.7,5
Jens Stage,2324,Defensive Anchor,Tomáš Souček,West Ham,85.3,1
Jens Stage,2324,Defensive Anchor,Philip Billing,Bournemouth,79.7,2
Jens Stage,2324,Defensive Anchor,Ryan Yates,Nott'ham Forest,79.4,3
Jens Stage,2324,Defensive Anchor,Vitaly Janelt,Brentford,78.1,4
Jens Stage,2324,Defensive Anchor,Morten Thorsby,Sampdoria,78.0,5
Leonardo Bittencourt,2324,Ball Progressor,Stuart Armstrong,Southampton,80.2,1
Leonardo Bittencourt,2324,Ball Progressor,Stuart Armstrong,Southampton,77.7,2
Leonardo Bittencourt,2324,Ball Progressor,Iván Sánchez,Valladolid,75.7,3
Leonardo Bittencourt,2324,Ball Progressor,Leonardo Bittencourt,Werder Bremen,74.2,4
Leonardo Bittencourt,2324,Ball Progressor,Andros Townsend,Luton Town,69.9,5
Romano Schmid,2324,Creative Playmaker,Dominik Szoboszlai,RB Leipzig,87.2,1
Romano Schmid,2324,Creative Playmaker,Alex Baena,Villarreal,86.6,2
Romano Schmid,2324,Creative Playmaker,Alex Baena,Villarreal,86.0,3
Romano Schmid,2324,Creative Playmaker,Lovro Majer,Wolfsburg,85.9,4
Romano Schmid,2324,Creative Playmaker,Ryan Fraser,Bournemouth,85.7,5
Senne Lynen,2324,Defensive Anchor,Ibrahim Sangaré,Nott'ham Forest,86.3,1
Senne Lynen,2324,Defensive Anchor,Santiago Ascacíbar,Stuttgart,85.9,2
Senne Lynen,2324,Defensive Anchor,Kalvin Phillips,Ipswich Town,84.6,3
Senne Lynen,2324,Defensive Anchor,Jordan Marié,Dijon,84.3,4
Senne Lynen,2324,Defensive Anchor,Florentino Luís,Getafe,83.8,5
Aster Vranckx,2324,Defensive Anchor,Boubakary Soumaré,Leicester City,93.2,1
Aster Vranckx,2324,Defensive Anchor,Fabian Kunze,Arminia,92.4,2
Aster Vranckx,2324,Defensive Anchor,Lesley Ugochukwu,Rennes,90.6,3
Aster Vranckx,2324,Defensive Anchor,Kalidou Sidibé,Toulouse,90.5,4
Aster Vranckx,2324,Defensive Anchor,John Donald,Elche,89.8,5
Lovro Majer,2324,Creative Playmaker,Pablo Sarabia,Sevilla,92.1,1
Lovro Majer,2324,Creative Playmaker,Daichi Kamada,Eint Frankfurt,91.4,2
Lovro Majer,2324,Creative Playmaker,Mason Mount,Chelsea,91.3,3
Lovro Majer,2324,Creative Playmaker,Leroy Sané,Bayern Munich,91.0,4
Lovro Majer,2324,Creative Playmaker,Julian Brandt,Dortmund,90.2,5
Mattias Svanberg,2324,Ball Progressor,Jordan James,Rennes,75.9,1
Mattias Svanberg,2324,Ball Progressor,Grigoris Kastanos,Salernitana,75.0,2
Mattias Svanberg,2324,Ball Progressor,Felix Nmecha,Dortmund,73.6,3
Mattias Svanberg,2324,Ball Progressor,Philip Billing,Bournemouth,61.0,4
Mattias Svanberg,2324,Ball Progressor,Rolando Mandragora,Fiorentina,61.0,5
Maximilian Arnold,2324,Box-to-Box Engine,Ashley Westwood,Burnley,82.9,1
Maximilian Arnold,2324,Box-to-Box Engine,Luis Milla,Getafe,81.9,2
Maximilian Arnold,2324,Box-to-Box Engine,Ashley Westwood,Burnley,78.9,3
Maximilian Arnold,2324,Box-to-Box Engine,Fayçal Fajr,Caen,75.7,4
Maximilian Arnold,2324,Box-to-Box Engine,Sebastian Rudy,Hoffenheim,75.7,5
Yannick Gerhardt,2324,Ball Progressor,Dani de Wit,Bochum,80.4,1
Yannick Gerhardt,2324,Ball Progressor,Matúš Bero,Bochum,79.3,2
Yannick Gerhardt,2324,Ball Progressor,Jon Guridi,Alavés,78.4,3
Yannick Gerhardt,2324,Ball Progressor,Anuar,Valladolid,77.5,4
Yannick Gerhardt,2324,Ball Progressor,Marshall Munetsi,Wolves,77.4,5
Alexis Claude-Maurice,2425,Ball Progressor,Justin Kluivert,Bournemouth,88.0,1
Alexis Claude-Maurice,2425,Ball Progressor,Boulaye Dia,Lazio,84.9,2
Alexis Claude-Maurice,2425,Ball Progressor,Hamed Junior Traorè,Auxerre,84.4,3
Alexis Claude-Maurice,2425,Ball Progressor,Roland Sallai,Freiburg,83.8,4
Alexis Claude-Maurice,2425,Ball Progressor,Nikola Vlašić,Torino,83.1,5
Arne Maier,2425,Ball Progressor,Rodrigo Zalazar,Schalke 04,78.9,1
Arne Maier,2425,Ball Progressor,Adrien Thomasson,Strasbourg,78.5,2
Arne Maier,2425,Ball Progressor,Eduard Löwen,Bochum,78.2,3
Arne Maier,2425,Ball Progressor,Stef Peeters,Caen,78.0,4
Arne Maier,2425,Ball Progressor,Adrien Thomasson,Strasbourg,77.2,5
Elvis Rexhbeçaj,2425,Ball Progressor,Yannick Gerhardt,Wolfsburg,78.4,1
Elvis Rexhbeçaj,2425,Ball Progressor,Iver Fossum,Hannover 96,73.7,2
Elvis Rexhbeçaj,2425,Ball Progressor,Pablo Ibáñez,Osasuna,72.5,3
Elvis Rexhbeçaj,2425,Ball Progressor,Valentino Lazaro,Hertha BSC,69.2,4
Elvis Rexhbeçaj,2425,Ball Progressor,Florian Neuhaus,Gladbach,68.6,5
Frank Onyeka,2425,Defensive Anchor,Charles Pickel,Cremonese,88.0,1
Frank Onyeka,2425,Defensive Anchor,Tomáš Souček,West Ham,88.0,2
Frank Onyeka,2425,Defensive Anchor,Elvis Rexhbeçaj,Augsburg,86.8,3
Frank Onyeka,2425,Defensive Anchor,Maximilian Eggestein,Freiburg,86.1,4
Frank Onyeka,2425,Defensive Anchor,Pere Pons,Girona,85.4,5
Kristijan Jakić,2425,Defensive Anchor,Renato Tapia,Leganés,91.7,1
Kristijan Jakić,2425,Defensive Anchor,Damien Le Tallec,Montpellier,90.2,2
Kristijan Jakić,2425,Defensive Anchor,Yvan Neyou,Leganés,89.9,3
Kristijan Jakić,2425,Defensive Anchor,Rani Khedira,Augsburg,89.8,4
Kristijan Jakić,2425,Defensive Anchor,Nicolai Remberg,Holstein Kiel,87.0,5
Niklas Dorsch,2425,Defensive Anchor,Karol Linetty,Torino,79.1,1
Niklas Dorsch,2425,Defensive Anchor,Harry Winks,Leicester City,71.6,2
Niklas Dorsch,2425,Defensive Anchor,Eddy Gnahoré,Amiens,71.5,3
Niklas Dorsch,2425,Defensive Anchor,Martin Hongla,Granada,70.1,4
