player,season,team,role,similar_player,similar_team,similar_league,similar_season,similar_pos,similarity_score,rank
Adil Aouchiche,2021,Saint-Étienne,Creative Playmaker,Brajan Gruda,Mainz 05,GER-Bundesliga,2324,"MF,FW",81.7,5
Adil Aouchiche,2122,Saint-Étienne,Box-to-Box Engine,Youssouf Fofana,Monaco,FRA-Ligue 1,1920,MF,76.9,1
Adil Aouchiche,2122,Saint-Étienne,Box-to-Box Engine,Azzedine Ounahi,Angers,FRA-Ligue 1,2122,MF,73.0,2
Adil Aouchiche,2122,Saint-Étienne,Box-to-Box Engine,Curtis Jones,Liverpool,ENG-Premier League,2021,MF,72.6,3
Adil Aouchiche,2122,Saint-Étienne,Box-to-Box Engine,Maxime Lopez,Marseille,FRA-Ligue 1,1920,"MF,FW",71.2,4
Adil Aouchiche,2122,Saint-Étienne,Box-to-Box Engine,Renato Sanches,Lille,FRA-Ligue 1,2021,MF,67.2,5
Admir Mehmedi,1920,Wolfsburg,Ball Progressor,Moi Gómez,Villarreal,ESP-La Liga,2122,"MF,FW",87.4,1
Admir Mehmedi,1920,Wolfsburg,Ball Progressor,Theo Walcott,Everton,ENG-Premier League,1920,"MF,FW",85.3,2
Admir Mehmedi,1920,Wolfsburg,Ball Progressor,Maximilian Philipp,Wolfsburg,GER-Bundesliga,2122,MF,83.7,3
Admir Mehmedi,1920,Wolfsburg,Ball Progressor,Roland Sallai,Freiburg,GER-Bundesliga,2223,"MF,FW",83.2,4
Admir Mehmedi,1920,Wolfsburg,Ball Progressor,Gaël Kakuta,Lens,FRA-Ligue 1,2122,"MF,FW",80.8,5
Ado Onaiwu,2425,Auxerre,Ball Progressor,Luca Waldschmidt,Köln,GER-Bundesliga,2324,"MF,FW",87.0,1
Ado Onaiwu,2425,Auxerre,Ball Progressor,Steven Zuber,Stuttgart,GER-Bundesliga,1819,"MF,FW",85.2,2
Ado Onaiwu,2425,Auxerre,Ball Progressor,Jasmin Kurtić,Atalanta,ITA-Serie A,1718,MF,84.9,3
Ado Onaiwu,2425,Auxerre,Ball Progressor,Raúl García,Athletic Club,ESP-La Liga,1920,"MF,FW",82.7,4
Ado Onaiwu,2425,Auxerre,Ball Progressor,Gaëtan Charbonnier,Brest,FRA-Ligue 1,2021,"MF,FW",82.5,5
Adri Embarba,1819,Rayo Vallecano,Creative Playmaker,Jesper Lindstrøm,Eint Frankfurt,GER-Bundesliga,2122,"MF,FW",86.2,1
Adri Embarba,1819,Rayo Vallecano,Creative Playmaker,Raphinha,Leeds United,ENG-Premier League,2021,"MF,FW",85.2,2
Adri Embarba,1819,Rayo Vallecano,Creative Playmaker,Thorgan Hazard,Gladbach,GER-Bundesliga,1718,"MF,FW",82.5,3
Adri Embarba,1819,Rayo Vallecano,Creative Playmaker,Ihlas Bebou,Hannover 96,GER-Bundesliga,1718,"MF,FW",80.8,4
Adri Embarba,1819,Rayo Vallecano,Creative Playmaker,Lorenzo Pellegrini,Roma,ITA-Serie A,2122,MF,80.1,5
Adri Embarba,1920,Espanyol,Ball Progressor,Ayoze Pérez,Leicester City,ENG-Premier League,2021,"MF,FW",81.6,1
Adri Embarba,1920,Espanyol,Ball Progressor,Keko,Valladolid,ESP-La Liga,1819,"MF,FW",81.1,2
Adri Embarba,1920,Espanyol,Ball Progressor,Gerrit Holtmann,Paderborn 07,GER-Bundesliga,1920,"MF,DF",80.5,3
Adri Embarba,1920,Espanyol,Ball Progressor,Andros Townsend,Everton,ENG-Premier League,2122,"MF,FW",79.4,4
Adri Embarba,1920,Espanyol,Ball Progressor,Marco D'Alessandro,Benevento,ITA-Serie A,1718,"MF,FW",76.8,5
Adrian Beck,2324,Heidenheim,Ball Progressor,Quentin Boisgard,Lorient,FRA-Ligue 1,2122,"MF,FW",79.2,1
Adrian Beck,2324,Heidenheim,Ball Progressor,Enock Mwepu,Brighton,ENG-Premier League,2122,MF,74.1,2
Adrian Beck,2324,Heidenheim,Ball Progressor,Mijat Gaćinović,Eint Frankfurt,GER-Bundesliga,1920,"MF,FW",67.6,3
Adrian Beck,2324,Heidenheim,Ball Progressor,André Ayew,Swansea City,ENG-Premier League,1718,"MF,FW",67.5,4
Adrian Beck,2324,Heidenheim,Ball Progressor,Joan Gonzàlez,Lecce,ITA-Serie A,2324,MF,67.1,5
Adrian Beck,2425,Heidenheim,Ball Progressor,Adrien Thomasson,Strasbourg,FRA-Ligue 1,2223,MF,66.4,1
Adrian Beck,2425,Heidenheim,Ball Progressor,Munir El Haddadi,Getafe,ESP-La Liga,2223,"MF,FW",65.7,2
Adrian Beck,2425,Heidenheim,Ball Progressor,Luca Waldschmidt,Köln,GER-Bundesliga,2324,"MF,FW",63.6,3
Adrian Beck,2425,Heidenheim,Ball Progressor,Abdou Harroui,Frosinone,ITA-Serie A,2324,"MF,FW",63.4,4
Adrian Beck,2425,Heidenheim,Ball Progressor,Daniel Caligiuri,Schalke 04,GER-Bundesliga,1920,"MF,FW",62.2,5
Adrian Bernabe,2425,Parma,Box-to-Box Engine,Ivan Ilić,Torino,ITA-Serie A,2223,MF,70.0,1
Adrian Bernabe,2425,Parma,Box-to-Box Engine,Billy Gilmour,Brighton,ENG-Premier League,2324,MF,69.7,2
Adrian Bernabe,2425,Parma,Box-to-Box Engine,Giovani Lo Celso,Tottenham,ENG-Premier League,2021,MF,69.3,3
Adrian Bernabe,2425,Parma,Box-to-Box Engine,Dani Ceballos,Real Madrid,ESP-La Liga,2425,MF,68.3,4
Adrian Bernabe,2425,Parma,Box-to-Box Engine,Albert Sambi Lokonga,Arsenal,ENG-Premier League,2122,MF,67.3,5
Adrian Stoian,1718,Crotone,Ball Progressor,Aleksandr Golovin,Monaco,FRA-Ligue 1,1819,"MF,FW",71.6,1
Adrian Stoian,1718,Crotone,Ball Progressor,Enis Bardhi,Levante,ESP-La Liga,2021,MF,69.8,2
Adrian Stoian,1718,Crotone,Ball Progressor,Roberto Pereyra,Watford,ENG-Premier League,1819,MF,69.4,3
Adrian Stoian,1718,Crotone,Ball Progressor,Moi Gómez,Villarreal,ESP-La Liga,2021,"MF,FW",67.7,4
Adrian Stoian,1718,Crotone,Ball Progressor,Borja García,Girona,ESP-La Liga,1819,"MF,FW",67.7,5
Adrien Hunou,2223,Angers,Ball Progressor,Antonio Puertas,Granada,ESP-La Liga,2122,"MF,FW",86.3,1
Adrien Hunou,2223,Angers,Ball Progressor,Mama Samba Baldé,Troyes,FRA-Ligue 1,2122,"MF,FW",84.9,2
Adrien Hunou,2223,Angers,Ball Progressor,Elba Rashani,Clermont Foot,FRA-Ligue 1,2223,"MF,FW",82.8,3
Adrien Hunou,2223,Angers,Ball Progressor,Zakaria Aboukhlal,Toulouse,FRA-Ligue 1,2425,"MF,FW",82.6,4
Adrien Hunou,2223,Angers,Ball Progressor,Jérémy Le Douaron,Brest,FRA-Ligue 1,2223,"MF,FW",82.2,5
Adrien Rabiot,1718,Paris S-G,Box-to-Box Engine,Emre Can,Liverpool,ENG-Premier League,1718,MF,87.5,1
Adrien Rabiot,1718,Paris S-G,Box-to-Box Engine,Vitinha,Paris S-G,FRA-Ligue 1,2223,MF,87.0,2
Adrien Rabiot,1718,Paris S-G,Box-to-Box Engine,Tanguy Ndombele,Lyon,FRA-Ligue 1,1819,MF,86.8,3
Adrien Rabiot,1718,Paris S-G,Box-to-Box Engine,Fabián Ruiz Peña,Napoli,ITA-Serie A,2021,MF,84.5,4
Adrien Rabiot,1718,Paris S-G,Box-to-Box Engine,Rodri,Manchester City,ENG-Premier League,2223,MF,84.4,5
Adrien Rabiot,1819,Paris S-G,Box-to-Box Engine,Rodri,Manchester City,ENG-Premier League,2324,MF,80.9,1
Adrien Rabiot,1819,Paris S-G,Box-to-Box Engine,Frenkie de Jong,Barcelona,ESP-La Liga,2425,MF,79.9,2
Adrien Rabiot,1819,Paris S-G,Box-to-Box Engine,Bruno Guimarães,Lyon,FRA-Ligue 1,2021,MF,79.8,3
Adrien Rabiot,1819,Paris S-G,Box-to-Box Engine,Rafinha,Paris S-G,FRA-Ligue 1,2021,"MF,FW",77.9,4
Adrien Rabiot,1819,Paris S-G,Box-to-Box Engine,Dani Ceballos,Real Madrid,ESP-La Liga,2425,MF,77.5,5
Adrien Rabiot,1920,Juventus,Defensive Anchor,Andre-Frank Zambo Anguissa,Villarreal,ESP-La Liga,1920,MF,74.9,1
Adrien Rabiot,1920,Juventus,Defensive Anchor,Mario Lemina,Nice,FRA-Ligue 1,2122,MF,73.7,2
Adrien Rabiot,1920,Juventus,Defensive Anchor,Scott McTominay,Manchester Utd,ENG-Premier League,2122,MF,72.7,3
Adrien Rabiot,1920,Juventus,Defensive Anchor,Emre Can,Juventus,ITA-Serie A,1819,MF,71.7,4
Adrien Rabiot,1920,Juventus,Defensive Anchor,Bryan Dabo,Fiorentina,ITA-Serie A,1718,MF,71.1,5
Adrien Rabiot,2021,Juventus,Box-to-Box Engine,Thomas Partey,Atlético Madrid,ESP-La Liga,1819,MF,76.4,1
Adrien Rabiot,2021,Juventus,Box-to-Box Engine,Geoffrey Kondogbia,Valencia,ESP-La Liga,1718,MF,74.4,2
Adrien Rabiot,2021,Juventus,Box-to-Box Engine,Andre-Frank Zambo Anguissa,Fulham,ENG-Premier League,2021,MF,74.1,3
Adrien Rabiot,2021,Juventus,Box-to-Box Engine,Luiz Gustavo,Marseille,FRA-Ligue 1,1718,"MF,DF",74.1,4
Adrien Rabiot,2021,Juventus,Box-to-Box Engine,Tiemoué Bakayoko,Milan,ITA-Serie A,1819,MF,73.5,5
Adrien Rabiot,2122,Juventus,Defensive Anchor,Yvan Neyou,Saint-Étienne,FRA-Ligue 1,2021,MF,78.5,1
Adrien Rabiot,2122,Juventus,Defensive Anchor,Scott McTominay,Manchester Utd,ENG-Premier League,2122,MF,75.4,2
Adrien Rabiot,2122,Juventus,Defensive Anchor,Soualiho Meïté,Torino,ITA-Serie A,1920,MF,70.4,3
Adrien Rabiot,2122,Juventus,Defensive Anchor,Andre-Frank Zambo Anguissa,Villarreal,ESP-La Liga,1920,MF,70.0,4
Adrien Rabiot,2122,Juventus,Defensive Anchor,Bryan Cristante,Roma,ITA-Serie A,2223,"MF,DF",67.7,5
Adrien Rabiot,2223,Juventus,Ball Progressor,Scott McTominay,Napoli,ITA-Serie A,2425,MF,79.4,1
Adrien Rabiot,2223,Juventus,Ball Progressor,Marshall Munetsi,Reims,FRA-Ligue 1,2223,MF,75.7,2
Adrien Rabiot,2223,Juventus,Ball Progressor,Renaud Ripart,Nîmes,FRA-Ligue 1,2021,"MF,FW",74.6,3
Adrien Rabiot,2223,Juventus,Ball Progressor,Raúl García,Athletic Club,ESP-La Liga,1920,"MF,FW",73.1,4
Adrien Rabiot,2223,Juventus,Ball Progressor,Davide Frattesi,Sassuolo,ITA-Serie A,2223,MF,70.6,5
Adrien Rabiot,2324,Juventus,Ball Progressor,Scott McTominay,Napoli,ITA-Serie A,2425,MF,72.9,1
Adrien Rabiot,2324,Juventus,Ball Progressor,Dani Rodríguez,Mallorca,ESP-La Liga,1920,"MF,FW",68.0,2
Adrien Rabiot,2324,Juventus,Ball Progressor,Andre-Frank Zambo Anguissa,Napoli,ITA-Serie A,2425,MF,67.8,3
Adrien Rabiot,2324,Juventus,Ball Progressor,Georginio Wijnaldum,Liverpool,ENG-Premier League,1920,MF,67.4,4
Adrien Rabiot,2324,Juventus,Ball Progressor,Óscar Plano,Valladolid,ESP-La Liga,1819,"MF,FW",66.3,5
Adrien Rabiot,2425,Marseille,Ball Progressor,Seko Fofana,Lens,FRA-Ligue 1,2223,MF,81.3,1
Adrien Rabiot,2425,Marseille,Ball Progressor,José Luis Morales,Levante,ESP-La Liga,2021,"MF,FW",74.7,2
Adrien Rabiot,2425,Marseille,Ball Progressor,Manu Trigueros,Villarreal,ESP-La Liga,2122,"MF,FW",70.9,3
Adrien Rabiot,2425,Marseille,Ball Progressor,Matt Doherty,Wolves,ENG-Premier League,1920,"MF,DF",70.7,4
Adrien Rabiot,2425,Marseille,Ball Progressor,Gerson,Marseille,FRA-Ligue 1,2122,"MF,FW",69.9,5
Adrien Silva,1819,Monaco,Defensive Anchor,Lucas Deaux,Nîmes,FRA-Ligue 1,1920,MF,88.5,1
Adrien Silva,1819,Leicester City,Box-to-Box Engine,Unai López,Rayo Vallecano,ESP-La Liga,2425,MF,73.9,2
Adrien Silva,1819,Monaco,Defensive Anchor,Iñigo Ruiz de Galarreta,Mallorca,ESP-La Liga,2122,MF,87.5,3
Adrien Silva,1819,Leicester City,Box-to-Box Engine,Manu Trigueros,Villarreal,ESP-La Liga,1819,MF,73.9,4
Adrien Silva,1819,Monaco,Defensive Anchor,Adam Forshaw,Leeds United,ENG-Premier League,2122,MF,87.2,5
Adrien Silva,1920,Monaco,Box-to-Box Engine,Oriol Romeu,Barcelona,ESP-La Liga,2324,MF,85.3,1
Adrien Silva,1920,Monaco,Box-to-Box Engine,Ander Herrera,Athletic Club,ESP-La Liga,2324,MF,84.7,2
Adrien Silva,1920,Monaco,Box-to-Box Engine,Pierre Lees-Melou,Brest,FRA-Ligue 1,2425,MF,83.9,3
Adrien Silva,1920,Monaco,Box-to-Box Engine,Esteban Granero,Espanyol,ESP-La Liga,1718,MF,82.2,4
Adrien Silva,1920,Monaco,Box-to-Box Engine,Michele Castagnetti,Cremonese,ITA-Serie A,2223,MF,81.9,5
Adrien Silva,2021,Sampdoria,Defensive Anchor,James McArthur,Crystal Palace,ENG-Premier League,2021,MF,91.9,1
Adrien Silva,2021,Sampdoria,Defensive Anchor,Pedro Mosquera,La Coruña,ESP-La Liga,1718,MF,91.3,2
Adrien Silva,2021,Sampdoria,Defensive Anchor,Stefan Ilsanker,Eint Frankfurt,GER-Bundesliga,2021,"MF,DF",90.8,3
Adrien Silva,2021,Sampdoria,Defensive Anchor,Pathé Ciss,Rayo Vallecano,ESP-La Liga,2324,MF,90.6,4
Adrien Silva,2021,Sampdoria,Defensive Anchor,Renato Tapia,Celta Vigo,ESP-La Liga,2324,"MF,DF",89.9,5
Adrien Silva,2122,Sampdoria,Defensive Anchor,Josuha Guilavogui,Wolfsburg,GER-Bundesliga,2122,"MF,DF",90.3,1
Adrien Silva,2122,Sampdoria,Defensive Anchor,Gary Medel,Bologna,ITA-Serie A,2223,"MF,DF",90.1,2
Adrien Silva,2122,Sampdoria,Defensive Anchor,Per Ciljan Skjelbred,Hertha BSC,GER-Bundesliga,1819,MF,89.5,3
Adrien Silva,2122,Sampdoria,Defensive Anchor,Vicente Iborra,Villarreal,ESP-La Liga,2021,MF,88.7,4
Adrien Silva,2122,Sampdoria,Defensive Anchor,Axel Witsel,Dortmund,GER-Bundesliga,2021,MF,87.1,5
Adrien Tameze,1718,Nice,Defensive Anchor,Andre-Frank Zambo Anguissa,Fulham,ENG-Premier League,1819,MF,90.2,1
Adrien Tameze,1718,Nice,Defensive Anchor,Geoffrey Kondogbia,Valencia,ESP-La Liga,1920,MF,89.3,2
Adrien Tameze,1718,Nice,Defensive Anchor,Yves Bissouma,Brighton,ENG-Premier League,2122,MF,88.6,3
Adrien Tameze,1718,Nice,Defensive Anchor,Max Meyer,Schalke 04,GER-Bundesliga,1718,MF,87.8,4
Adrien Tameze,1718,Nice,Defensive Anchor,Otávio,Bordeaux,FRA-Ligue 1,1718,MF,85.0,5
Adrien Tameze,1819,Nice,Defensive Anchor,Kaishu Sano,Mainz 05,GER-Bundesliga,2425,MF,89.9,1
Adrien Tameze,1819,Nice,Defensive Anchor,Mahdi Camara,Saint-Étienne,FRA-Ligue 1,2122,"MF,DF",85.4,2
Adrien Tameze,1819,Nice,Defensive Anchor,Renato Tapia,Celta Vigo,ESP-La Liga,2021,MF,85.2,3
Adrien Tameze,1819,Nice,Defensive Anchor,Thomas Monconduit,Amiens,FRA-Ligue 1,1718,MF,85.1,4
Adrien Tameze,1819,Nice,Defensive Anchor,Guido Rodríguez,Betis,ESP-La Liga,2021,MF,84.4,5
Adrien Tameze,2021,Hellas Verona,Defensive Anchor,Iddrisu Baba,Mallorca,ESP-La Liga,1920,MF,89.5,1
Adrien Tameze,2021,Hellas Verona,Defensive Anchor,Omar Mascarell,Elche,ESP-La Liga,2122,MF,87.1,2
Adrien Tameze,2021,Hellas Verona,Defensive Anchor,Haris Belkebla,Brest,FRA-Ligue 1,2122,MF,86.9,3
Adrien Tameze,2021,Hellas Verona,Defensive Anchor,Nemanja Radoja,Levante,ESP-La Liga,1920,MF,86.4,4
Adrien Tameze,2021,Hellas Verona,Defensive Anchor,Didier Ibrahim Ndong,Dijon,FRA-Ligue 1,2021,MF,85.1,5
Adrien Tameze,2122,Hellas Verona,Defensive Anchor,Walace,Udinese,ITA-Serie A,2122,MF,80.5,1
Adrien Tameze,2122,Hellas Verona,Defensive Anchor,Salih Özcan,Köln,GER-Bundesliga,2122,MF,79.5,2
Adrien Tameze,2122,Hellas Verona,Defensive Anchor,Milan Badelj,Genoa,ITA-Serie A,2122,MF,79.3,3
Adrien Tameze,2122,Hellas Verona,Defensive Anchor,Jerdy Schouten,Bologna,ITA-Serie A,2021,MF,77.9,4
Adrien Tameze,2122,Hellas Verona,Defensive Anchor,Wataru Endo,Stuttgart,GER-Bundesliga,2021,MF,77.6,5
Adrien Tameze,2223,Hellas Verona,Defensive Anchor,Ylber Ramadani,Lecce,ITA-Serie A,2324,MF,92.8,1
Adrien Tameze,2223,Hellas Verona,Defensive Anchor,Lassana Coulibaly,Lecce,ITA-Serie A,2425,MF,91.2,2
Adrien Tameze,2223,Hellas Verona,Defensive Anchor,Birama Touré,Auxerre,FRA-Ligue 1,2223,MF,90.7,3
Adrien Tameze,2223,Hellas Verona,Defensive Anchor,Walace,Udinese,ITA-Serie A,2324,MF,89.9,4
Adrien Tameze,2223,Hellas Verona,Defensive Anchor,Rani Khedira,Union Berlin,GER-Bundesliga,2223,MF,89.3,5
Adrien Thomasson,1718,Nantes,Ball Progressor,Will Hughes,Watford,ENG-Premier League,1819,MF,82.6,1
Adrien Thomasson,1718,Nantes,Ball Progressor,Marco Benassi,Fiorentina,ITA-Serie A,1718,"MF,FW",78.7,2
Adrien Thomasson,1718,Nantes,Ball Progressor,Karol Linetty,Sampdoria,ITA-Serie A,1718,MF,78.2,3
Adrien Thomasson,1718,Nantes,Ball Progressor,Pierre Lees-Melou,Nice,FRA-Ligue 1,1718,"MF,FW",76.6,4
Adrien Thomasson,1718,Nantes,Ball Progressor,Morgan Sanson,Marseille,FRA-Ligue 1,1920,MF,74.3,5
Adrien Thomasson,1819,Strasbourg,Ball Progressor,Ángel Correa,Atlético Madrid,ESP-La Liga,1718,"MF,FW",77.3,1
Adrien Thomasson,1819,Strasbourg,Ball Progressor,Jorge de Frutos,Levante,ESP-La Liga,2021,MF,76.8,2
Adrien Thomasson,1819,Strasbourg,Ball Progressor,Giacomo Raspadori,Sassuolo,ITA-Serie A,2122,"MF,FW",75.7,3
Adrien Thomasson,1819,Strasbourg,Ball Progressor,Marcos Llorente,Atlético Madrid,ESP-La Liga,2021,"MF,FW",74.3,4
Adrien Thomasson,1819,Strasbourg,Ball Progressor,Daichi Kamada,Eint Frankfurt,GER-Bundesliga,2122,MF,73.8,5
Adrien Thomasson,1920,Strasbourg,Ball Progressor,Óscar Rodríguez Arnaiz,Leganés,ESP-La Liga,1920,"MF,FW",83.3,1
Adrien Thomasson,1920,Strasbourg,Ball Progressor,Emile Smith Rowe,Arsenal,ENG-Premier League,2122,"MF,FW",83.0,2
Adrien Thomasson,1920,Strasbourg,Ball Progressor,Enis Bardhi,Levante,ESP-La Liga,1920,MF,82.6,3
Adrien Thomasson,1920,Strasbourg,Ball Progressor,Daichi Kamada,Eint Frankfurt,GER-Bundesliga,2122,MF,82.5,4
Adrien Thomasson,1920,Strasbourg,Ball Progressor,Hamed Junior Traorè,Auxerre,FRA-Ligue 1,2425,MF,81.1,5
Adrien Thomasson,2021,Strasbourg,Ball Progressor,Ayoze Pérez,Newcastle Utd,ENG-Premier League,1718,"MF,FW",81.1,1
Adrien Thomasson,2021,Strasbourg,Ball Progressor,Matt Ritchie,Newcastle Utd,ENG-Premier League,1718,"MF,FW",78.6,2
Adrien Thomasson,2021,Strasbourg,Ball Progressor,Giacomo Raspadori,Sassuolo,ITA-Serie A,2122,"MF,FW",77.4,3
Adrien Thomasson,2021,Strasbourg,Ball Progressor,Ángel Correa,Atlético Madrid,ESP-La Liga,1920,"MF,FW",77.2,4
Adrien Thomasson,2021,Strasbourg,Ball Progressor,Diego López,Valencia,ESP-La Liga,2425,"MF,FW",77.0,5
Adrien Thomasson,2122,Strasbourg,Ball Progressor,Álex Berenguer,Athletic Club,ESP-La Liga,2021,"MF,FW",77.5,1
Adrien Thomasson,2122,Strasbourg,Ball Progressor,Jean-Paul Boëtius,Mainz 05,GER-Bundesliga,1819,MF,76.4,2
Adrien Thomasson,2122,Strasbourg,Ball Progressor,Nolito,Celta Vigo,ESP-La Liga,2021,"MF,FW",70.5,3
Adrien Thomasson,2122,Strasbourg,Ball Progressor,Ayoze Pérez,Leicester City,ENG-Premier League,1920,"MF,FW",70.3,4
Adrien Thomasson,2122,Strasbourg,Ball Progressor,Paul Nebel,Mainz 05,GER-Bundesliga,2425,MF,68.6,5
Adrien Thomasson,2223,Strasbourg,Ball Progressor,Arne Maier,Augsburg,GER-Bundesliga,2425,MF,78.5,1
Adrien Thomasson,2223,Lens,Ball Progressor,Ayoze Pérez,Leicester City,ENG-Premier League,1920,"MF,FW",82.5,2
Adrien Thomasson,2223,Lens,Ball Progressor,Maximilian Philipp,Wolfsburg,GER-Bundesliga,2021,MF,82.2,3
Adrien Thomasson,2223,Strasbourg,Ball Progressor,Óliver Torres,Sevilla,ESP-La Liga,2324,MF,70.3,4
Adrien Thomasson,2223,Strasbourg,Ball Progressor,Adrian Beck,Heidenheim,GER-Bundesliga,2425,"MF,FW",66.4,5
Adrien Thomasson,2324,Lens,Creative Playmaker,Daniel Didavi,Stuttgart,GER-Bundesliga,1819,"MF,FW",87.0,1
Adrien Thomasson,2324,Lens,Creative Playmaker,Angelo Fulgini,Lens,FRA-Ligue 1,2324,MF,84.1,2
Adrien Thomasson,2324,Lens,Creative Playmaker,Fabián Orellana,Eibar,ESP-La Liga,1718,"MF,FW",81.0,3
Adrien Thomasson,2324,Lens,Creative Playmaker,Nicolas Benezet,Guingamp,FRA-Ligue 1,1819,"MF,FW",80.4,4
Adrien Thomasson,2324,Lens,Creative Playmaker,Cristian Buonaiuto,Cremonese,ITA-Serie A,2223,"MF,FW",80.1,5
Adrien Thomasson,2425,Lens,Ball Progressor,Matúš Bero,Bochum,GER-Bundesliga,2425,MF,78.3,1
Adrien Thomasson,2425,Lens,Ball Progressor,Nolito,Celta Vigo,ESP-La Liga,2021,"MF,FW",72.1,2
Adrien Thomasson,2425,Lens,Ball Progressor,Óscar Trejo,Rayo Vallecano,ESP-La Liga,2223,"MF,FW",70.3,3
Adrien Thomasson,2425,Lens,Ball Progressor,Vladimír Darida,Hertha BSC,GER-Bundesliga,1920,MF,69.6,4
Adrien Thomasson,2425,Lens,Ball Progressor,Mario Götze,Eint Frankfurt,GER-Bundesliga,2324,MF,69.2,5
Adrián González,1718,Málaga,Defensive Anchor,Tomás Pina Isla,Alavés,ESP-La Liga,2021,MF,89.5,1
Adrián González,1718,Málaga,Defensive Anchor,Dani García,Athletic Club,ESP-La Liga,1920,MF,86.0,2
Adrián González,1718,Málaga,Defensive Anchor,Papakouli Diop,Eibar,ESP-La Liga,2021,MF,85.9,3
Adrián González,1718,Málaga,Defensive Anchor,Vicente Iborra,Villarreal,ESP-La Liga,1920,MF,85.8,4
Adrián González,1718,Málaga,Defensive Anchor,Jack Cork,Burnley,ENG-Premier League,1920,MF,85.2,5
Afriyie Acquah,1718,Torino,Defensive Anchor,Mehdi Abeid,Dijon,FRA-Ligue 1,1718,MF,83.1,1
Afriyie Acquah,1718,Torino,Defensive Anchor,Jean-Victor Makengo,Lorient,FRA-Ligue 1,2223,MF,82.8,2
Afriyie Acquah,1718,Torino,Defensive Anchor,Jean-Eudes Aholou,Monaco,FRA-Ligue 1,1819,MF,82.6,3
Afriyie Acquah,1718,Torino,Defensive Anchor,Álvaro Medrán,Alavés,ESP-La Liga,1718,MF,78.4,4
Afriyie Acquah,1718,Torino,Defensive Anchor,Victorien Angban,Metz,FRA-Ligue 1,1920,MF,77.4,5
Afriyie Acquah,1819,Empoli,Ball Progressor,Víctor Camarasa,Betis,ESP-La Liga,1718,MF,72.2,1
Afriyie Acquah,1819,Empoli,Ball Progressor,Giannelli Imbula,Rayo Vallecano,ESP-La Liga,1819,MF,68.2,2
Afriyie Acquah,1819,Empoli,Ball Progressor,Filip Đuričić,Benevento,ITA-Serie A,1718,"MF,FW",65.1,3
Afriyie Acquah,1819,Empoli,Ball Progressor,Ruben Loftus-Cheek,Chelsea,ENG-Premier League,2223,"MF,DF",64.1,4
Afriyie Acquah,1819,Empoli,Ball Progressor,Jean-Victor Makengo,Nice,FRA-Ligue 1,1819,"MF,FW",63.7,5
Ahmad Benali,2021,Crotone,Defensive Anchor,Bryan Dabo,Benevento,ITA-Serie A,2021,MF,75.2,1
Ahmad Benali,2021,Crotone,Defensive Anchor,Harry Winks,Leicester City,ENG-Premier League,2425,MF,72.6,2
Ahmad Benali,2021,Crotone,Defensive Anchor,Harry Arter,Bournemouth,ENG-Premier League,1718,MF,71.3,3
Ahmad Benali,2021,Crotone,Defensive Anchor,André Gomes,Everton,ENG-Premier League,2021,MF,70.6,4
Ahmad Benali,2021,Crotone,Defensive Anchor,Andrew Surman,Bournemouth,ENG-Premier League,1819,MF,67.5,5
Aimar Oroz,2223,Osasuna,Ball Progressor,Jonathan Ikone,Lille,FRA-Ligue 1,1920,"MF,FW",81.5,1
Aimar Oroz,2223,Osasuna,Ball Progressor,Timothy Weah,Lille,FRA-Ligue 1,2122,"MF,FW",81.1,2
Aimar Oroz,2223,Osasuna,Ball Progressor,Valentino Lazaro,Hertha BSC,GER-Bundesliga,1718,"MF,FW",80.8,3
Aimar Oroz,2223,Osasuna,Ball Progressor,Fabio Miretti,Genoa,ITA-Serie A,2425,"MF,FW",80.1,4
Aimar Oroz,2223,Osasuna,Ball Progressor,Jakub Jankto,Sampdoria,ITA-Serie A,1920,"MF,FW",78.7,5
Aimar Oroz,2324,Osasuna,Ball Progressor,Omari Hutchinson,Ipswich Town,ENG-Premier League,2425,"MF,FW",85.8,1
Aimar Oroz,2324,Osasuna,Ball Progressor,Habib Diarra,Strasbourg,FRA-Ligue 1,2324,"MF,FW",84.4,2
Aimar Oroz,2324,Osasuna,Ball Progressor,Carlos Soler,Valencia,ESP-La Liga,1718,MF,82.6,3
Aimar Oroz,2324,Osasuna,Ball Progressor,Amath,Getafe,ESP-La Liga,1718,"MF,FW",81.2,4
Aimar Oroz,2324,Osasuna,Ball Progressor,Francisco Perez,Valencia,ESP-La Liga,2324,"MF,FW",80.2,5
Aimar Oroz,2425,Osasuna,Ball Progressor,Morgan Gibbs-White,Nott'ham Forest,ENG-Premier League,2223,"MF,FW",86.5,1
Aimar Oroz,2425,Osasuna,Ball Progressor,Angelo Fulgini,Angers,FRA-Ligue 1,2122,"MF,FW",85.9,2
Aimar Oroz,2425,Osasuna,Ball Progressor,Antonín Barák,Udinese,ITA-Serie A,1718,MF,82.6,3
Aimar Oroz,2425,Osasuna,Ball Progressor,Nikola Vlašić,Torino,ITA-Serie A,2324,"MF,FW",82.3,4
Aimar Oroz,2425,Osasuna,Ball Progressor,Diego López,Valencia,ESP-La Liga,2324,"MF,FW",82.1,5
Aimen Moueffek,2425,Saint-Étienne,Ball Progressor,Mattias Svanberg,Bologna,ITA-Serie A,1819,MF,83.9,1
