player,season,team,role,similar_player,similar_team,similar_league,similar_season,similar_pos,similarity_score,rank
Wakaso,1920,Alavés,Defensive Anchor,Marvelous Nakamba,Aston Villa,ENG-Premier League,2122,MF,90.9,4
Wakaso,1920,Alavés,Defensive Anchor,James McCarthy,Crystal Palace,ENG-Premier League,1920,MF,90.4,5
Walace,1718,Hamburger SV,Defensive Anchor,Tom Krauß,Mainz 05,GER-Bundesliga,2324,MF,87.8,1
Walace,1718,Hamburger SV,Defensive Anchor,Dion Lopy,Reims,FRA-Ligue 1,2223,MF,87.3,2
Walace,1718,Hamburger SV,Defensive Anchor,Pape Gueye,Sevilla,ESP-La Liga,2223,MF,85.0,3
Walace,1718,Hamburger SV,Defensive Anchor,Yangel Herrera,Espanyol,ESP-La Liga,2122,MF,84.9,4
Walace,1718,Hamburger SV,Defensive Anchor,Boubacar Kamara,Aston Villa,ENG-Premier League,2223,MF,84.5,5
Walace,1819,Hannover 96,Defensive Anchor,Okay Yokuşlu,Celta Vigo,ESP-La Liga,1819,MF,91.1,1
Walace,1819,Hannover 96,Defensive Anchor,Salih Özcan,Köln,GER-Bundesliga,2122,MF,90.2,2
Walace,1819,Hannover 96,Defensive Anchor,Pierre Højbjerg,Southampton,ENG-Premier League,1718,MF,90.1,3
Walace,1819,Hannover 96,Defensive Anchor,Djibril Sow,Eint Frankfurt,GER-Bundesliga,2021,MF,89.8,4
Walace,1819,Hannover 96,Defensive Anchor,Jefferson Lerma,Bournemouth,ENG-Premier League,1819,MF,89.6,5
Walace,1920,Udinese,Defensive Anchor,Max Meyer,Schalke 04,GER-Bundesliga,1718,MF,88.3,1
Walace,1920,Udinese,Defensive Anchor,Grzegorz Krychowiak,West Brom,ENG-Premier League,1718,MF,88.0,2
Walace,1920,Udinese,Defensive Anchor,Oghenekaro Etebo,Las Palmas,ESP-La Liga,1718,MF,87.8,3
Walace,1920,Udinese,Defensive Anchor,Francis Coquelin,Valencia,ESP-La Liga,1819,MF,87.7,4
Walace,1920,Udinese,Defensive Anchor,Edimilson Fernandes,Mainz 05,GER-Bundesliga,1920,"MF,DF",86.5,5
Walace,2021,Udinese,Defensive Anchor,Bongani Zungu,Amiens,FRA-Ligue 1,1718,MF,96.4,1
Walace,2021,Udinese,Defensive Anchor,Mickael Malsa,Levante,ESP-La Liga,2021,MF,94.5,2
Walace,2021,Udinese,Defensive Anchor,Renato Tapia,Celta Vigo,ESP-La Liga,2021,MF,90.7,3
Walace,2021,Udinese,Defensive Anchor,Atakan Karazor,Stuttgart,GER-Bundesliga,2223,MF,90.6,4
Walace,2021,Udinese,Defensive Anchor,Wilfred Ndidi,Leicester City,ENG-Premier League,2223,MF,90.3,5
Walace,2122,Udinese,Defensive Anchor,Dale Stephens,Brighton,ENG-Premier League,1718,MF,93.6,1
Walace,2122,Udinese,Defensive Anchor,Stijn Spierings,Toulouse,FRA-Ligue 1,2223,MF,90.8,2
Walace,2122,Udinese,Defensive Anchor,Idrissa Gana Gueye,Everton,ENG-Premier League,1718,MF,89.9,3
Walace,2122,Udinese,Defensive Anchor,Wataru Endo,Stuttgart,GER-Bundesliga,2021,MF,89.8,4
Walace,2122,Udinese,Defensive Anchor,Rubén Alcaraz,Valladolid,ESP-La Liga,1819,MF,89.3,5
Walace,2223,Udinese,Defensive Anchor,Stijn Spierings,Toulouse,FRA-Ligue 1,2223,MF,92.2,1
Walace,2223,Udinese,Defensive Anchor,Birama Touré,Auxerre,FRA-Ligue 1,2223,MF,86.7,2
Walace,2223,Udinese,Defensive Anchor,Haris Belkebla,Brest,FRA-Ligue 1,2223,MF,86.3,3
Walace,2223,Udinese,Defensive Anchor,Jerdy Schouten,Bologna,ITA-Serie A,2223,MF,86.3,4
Walace,2223,Udinese,Defensive Anchor,Ylber Ramadani,Lecce,ITA-Serie A,2324,MF,85.0,5
Walace,2324,Udinese,Defensive Anchor,Ylber Ramadani,Lecce,ITA-Serie A,2324,MF,91.4,1
Walace,2324,Udinese,Defensive Anchor,Birama Touré,Auxerre,FRA-Ligue 1,2223,MF,90.9,2
Walace,2324,Udinese,Defensive Anchor,Adrien Tameze,Hellas Verona,ITA-Serie A,2223,MF,89.9,3
Walace,2324,Udinese,Defensive Anchor,Jefferson Lerma,Bournemouth,ENG-Premier League,2223,MF,89.1,4
Walace,2324,Udinese,Defensive Anchor,Soualiho Meïté,Cremonese,ITA-Serie A,2223,MF,87.8,5
Warren Bondo,2324,Monza,Defensive Anchor,Cesare Casadei,Torino,ITA-Serie A,2425,MF,86.5,1
Warren Bondo,2324,Monza,Defensive Anchor,Junior Mwanga,Strasbourg,FRA-Ligue 1,2324,"MF,FW",83.4,2
Warren Bondo,2324,Monza,Defensive Anchor,John Donald,Elche,ESP-La Liga,2223,"MF,DF",82.6,3
Warren Bondo,2324,Monza,Defensive Anchor,Lesley Ugochukwu,Southampton,ENG-Premier League,2425,MF,81.8,4
Warren Bondo,2324,Monza,Defensive Anchor,Joris Chotard,Montpellier,FRA-Ligue 1,2021,MF,81.7,5
Warren Bondo,2425,Monza,Defensive Anchor,Beñat Turrientes,Real Sociedad,ESP-La Liga,2324,MF,96.2,1
Warren Bondo,2425,Milan,Defensive Anchor,Pape Cheikh Diop,Dijon,FRA-Ligue 1,2021,MF,84.2,2
Warren Bondo,2425,Milan,Defensive Anchor,Gerard Gumbau,Leganés,ESP-La Liga,1718,MF,84.0,3
Warren Bondo,2425,Monza,Defensive Anchor,Mateusz Łęgowski,Salernitana,ITA-Serie A,2324,MF,90.6,4
Warren Bondo,2425,Monza,Defensive Anchor,Reda Belahyane,Hellas Verona,ITA-Serie A,2425,MF,86.3,5
Warren Zaïre-Emery,2223,Paris S-G,Ball Progressor,Nico Ribaudo,Espanyol,ESP-La Liga,2122,"MF,FW",76.6,1
Warren Zaïre-Emery,2223,Paris S-G,Ball Progressor,Elif Elmas,Napoli,ITA-Serie A,1920,MF,75.7,2
Warren Zaïre-Emery,2223,Paris S-G,Ball Progressor,Désiré Doué,Rennes,FRA-Ligue 1,2223,"MF,FW",73.8,3
Warren Zaïre-Emery,2223,Paris S-G,Ball Progressor,Saša Lukić,Torino,ITA-Serie A,1819,MF,73.1,4
Warren Zaïre-Emery,2223,Paris S-G,Ball Progressor,Valentin Carboni,Monza,ITA-Serie A,2324,"MF,FW",72.9,5
Warren Zaïre-Emery,2324,Paris S-G,Box-to-Box Engine,Pedri,Barcelona,ESP-La Liga,2021,MF,72.0,1
Warren Zaïre-Emery,2324,Paris S-G,Box-to-Box Engine,Hamed Junior Traorè,Empoli,ITA-Serie A,1819,MF,67.7,2
Warren Zaïre-Emery,2324,Paris S-G,Box-to-Box Engine,Gavi,Barcelona,ESP-La Liga,2425,"MF,FW",67.5,3
Warren Zaïre-Emery,2324,Paris S-G,Box-to-Box Engine,Azzedine Ounahi,Angers,FRA-Ligue 1,2122,MF,66.1,4
Warren Zaïre-Emery,2324,Paris S-G,Box-to-Box Engine,Eduardo Camavinga,Rennes,FRA-Ligue 1,2021,MF,66.0,5
Warren Zaïre-Emery,2425,Paris S-G,Box-to-Box Engine,Eduardo Camavinga,Rennes,FRA-Ligue 1,2021,MF,83.4,1
Warren Zaïre-Emery,2425,Paris S-G,Box-to-Box Engine,Mattéo Guendouzi,Arsenal,ENG-Premier League,1819,MF,77.0,2
Warren Zaïre-Emery,2425,Paris S-G,Box-to-Box Engine,Hicham Boudaoui,Nice,FRA-Ligue 1,2223,MF,70.5,3
Warren Zaïre-Emery,2425,Paris S-G,Box-to-Box Engine,Pape Matar Sarr,Metz,FRA-Ligue 1,2021,MF,69.3,4
Warren Zaïre-Emery,2425,Paris S-G,Box-to-Box Engine,Azzedine Ounahi,Angers,FRA-Ligue 1,2122,MF,69.2,5
Wataru Endo,2021,Stuttgart,Defensive Anchor,Casemiro,Real Madrid,ESP-La Liga,1920,MF,94.1,1
Wataru Endo,2021,Stuttgart,Defensive Anchor,Marten de Roon,Atalanta,ITA-Serie A,2021,MF,92.2,2
Wataru Endo,2021,Stuttgart,Defensive Anchor,Oriol Romeu,Southampton,ENG-Premier League,2122,MF,90.9,3
Wataru Endo,2021,Stuttgart,Defensive Anchor,Dale Stephens,Brighton,ENG-Premier League,1718,MF,90.2,4
Wataru Endo,2021,Stuttgart,Defensive Anchor,Walace,Udinese,ITA-Serie A,2122,MF,89.8,5
Wataru Endo,2122,Stuttgart,Defensive Anchor,Steven Nzonzi,Roma,ITA-Serie A,1819,MF,85.9,1
Wataru Endo,2122,Stuttgart,Defensive Anchor,Mikel Vesga,Athletic Club,ESP-La Liga,2223,MF,85.0,2
Wataru Endo,2122,Stuttgart,Defensive Anchor,Bryan Cristante,Roma,ITA-Serie A,2223,"MF,DF",83.0,3
Wataru Endo,2122,Stuttgart,Defensive Anchor,Jefferson Lerma,Bournemouth,ENG-Premier League,2223,MF,82.6,4
Wataru Endo,2122,Stuttgart,Defensive Anchor,Lucas Torró,Osasuna,ESP-La Liga,2425,MF,82.5,5
Wataru Endo,2223,Stuttgart,Box-to-Box Engine,Maximilian Arnold,Wolfsburg,GER-Bundesliga,2223,MF,87.9,1
Wataru Endo,2223,Stuttgart,Box-to-Box Engine,Daniel Parejo,Villarreal,ESP-La Liga,2223,MF,78.9,2
Wataru Endo,2223,Stuttgart,Box-to-Box Engine,Abdoulaye Doucouré,Watford,ENG-Premier League,1920,MF,77.9,3
Wataru Endo,2223,Stuttgart,Box-to-Box Engine,Fayçal Fajr,Caen,FRA-Ligue 1,1819,MF,76.5,4
Wataru Endo,2223,Stuttgart,Box-to-Box Engine,Mikel Merino,Real Sociedad,ESP-La Liga,2122,MF,74.8,5
Wataru Endo,2324,Liverpool,Defensive Anchor,Étienne Didot,Guingamp,FRA-Ligue 1,1718,MF,84.2,1
Wataru Endo,2324,Liverpool,Defensive Anchor,Alberto Aquilani,Las Palmas,ESP-La Liga,1718,MF,83.8,2
Wataru Endo,2324,Liverpool,Defensive Anchor,Lucas Leiva,Lazio,ITA-Serie A,2122,MF,82.7,3
Wataru Endo,2324,Liverpool,Defensive Anchor,Francesco Magnanelli,Sassuolo,ITA-Serie A,1819,MF,80.5,4
Wataru Endo,2324,Liverpool,Defensive Anchor,Fabien Lemoine,Lorient,FRA-Ligue 1,2122,MF,79.6,5
Wayne Rooney,1718,Everton,Ball Progressor,Mario Pašalić,Atalanta,ITA-Serie A,2324,MF,79.9,1
Wayne Rooney,1718,Everton,Ball Progressor,Marco Mancosu,Lecce,ITA-Serie A,1920,"MF,FW",79.3,2
Wayne Rooney,1718,Everton,Ball Progressor,Roberto Torres,Osasuna,ESP-La Liga,2021,"MF,FW",78.9,3
Wayne Rooney,1718,Everton,Ball Progressor,José Luis Morales,Levante,ESP-La Liga,2021,"MF,FW",76.5,4
Wayne Rooney,1718,Everton,Ball Progressor,Antonín Barák,Hellas Verona,ITA-Serie A,2122,"MF,FW",75.6,5
Wesley Lautoa,1920,Dijon,Defensive Anchor,Paul Lasne,Brest,FRA-Ligue 1,2021,MF,94.3,1
Wesley Lautoa,1920,Dijon,Defensive Anchor,Pathé Ciss,Rayo Vallecano,ESP-La Liga,2324,MF,93.4,2
Wesley Lautoa,1920,Dijon,Defensive Anchor,Gary Medel,Bologna,ITA-Serie A,1920,MF,92.5,3
Wesley Lautoa,1920,Dijon,Defensive Anchor,Omar Mascarell,Mallorca,ESP-La Liga,2324,MF,92.0,4
Wesley Lautoa,1920,Dijon,Defensive Anchor,Rubén Alcaraz,Valladolid,ESP-La Liga,2021,MF,91.9,5
Wesley Lautoa,2021,Dijon,Defensive Anchor,Javi Fuego,Espanyol,ESP-La Liga,1718,MF,95.4,1
Wesley Lautoa,2021,Dijon,Defensive Anchor,Fernando,Sevilla,ESP-La Liga,2223,"MF,DF",93.8,2
Wesley Lautoa,2021,Dijon,Defensive Anchor,Adam Bodzek,Düsseldorf,GER-Bundesliga,1819,"MF,DF",92.0,3
Wesley Lautoa,2021,Dijon,Defensive Anchor,Yannick Cahuzac,Toulouse,FRA-Ligue 1,1819,"MF,DF",91.7,4
Wesley Lautoa,2021,Dijon,Defensive Anchor,Tomás Pina Isla,Alavés,ESP-La Liga,2122,MF,91.4,5
Wesley Saïd,1920,Toulouse,Ball Progressor,Roland Sallai,Freiburg,GER-Bundesliga,1920,"MF,FW",85.2,1
Wesley Saïd,1920,Toulouse,Ball Progressor,Marko Pjaca,Torino,ITA-Serie A,2122,MF,79.7,2
Wesley Saïd,1920,Toulouse,Ball Progressor,Gaëtan Perrin,Auxerre,FRA-Ligue 1,2223,"MF,FW",78.1,3
Wesley Saïd,1920,Toulouse,Ball Progressor,Philipp Förster,Stuttgart,GER-Bundesliga,2122,"MF,FW",77.8,4
Wesley Saïd,1920,Toulouse,Ball Progressor,Jeong Woo-yeong,Union Berlin,GER-Bundesliga,2425,"MF,FW",76.9,5
Weston McKennie,1718,Schalke 04,Defensive Anchor,Joris Chotard,Montpellier,FRA-Ligue 1,1920,MF,94.8,1
Weston McKennie,1718,Schalke 04,Defensive Anchor,Edoardo Bove,Roma,ITA-Serie A,2223,MF,90.8,2
Weston McKennie,1718,Schalke 04,Defensive Anchor,Salih Özcan,Köln,GER-Bundesliga,1718,MF,87.9,3
Weston McKennie,1718,Schalke 04,Defensive Anchor,Yangel Herrera,Huesca,ESP-La Liga,1819,"MF,DF",87.3,4
Weston McKennie,1718,Schalke 04,Defensive Anchor,Fabian Kunze,Arminia,GER-Bundesliga,2021,MF,87.2,5
Weston McKennie,1819,Schalke 04,Defensive Anchor,Felix Nmecha,Wolfsburg,GER-Bundesliga,2223,MF,76.5,1
Weston McKennie,1819,Schalke 04,Defensive Anchor,Rolando Mandragora,Udinese,ITA-Serie A,2021,MF,70.1,2
Weston McKennie,1819,Schalke 04,Defensive Anchor,Junior Mwanga,Strasbourg,FRA-Ligue 1,2324,"MF,FW",69.5,3
Weston McKennie,1819,Schalke 04,Defensive Anchor,Danilo,Nott'ham Forest,ENG-Premier League,2324,MF,69.1,4
Weston McKennie,1819,Schalke 04,Defensive Anchor,Lesley Ugochukwu,Rennes,FRA-Ligue 1,2223,MF,67.7,5
Weston McKennie,1920,Schalke 04,Defensive Anchor,Salih Özcan,Köln,GER-Bundesliga,2122,MF,85.3,1
Weston McKennie,1920,Schalke 04,Defensive Anchor,Lucien Agoume,Brest,FRA-Ligue 1,2122,MF,81.7,2
Weston McKennie,1920,Schalke 04,Defensive Anchor,Scott McTominay,Manchester Utd,ENG-Premier League,1920,MF,80.5,3
Weston McKennie,1920,Schalke 04,Defensive Anchor,Nabil Bentaleb,Schalke 04,GER-Bundesliga,1819,MF,79.9,4
Weston McKennie,1920,Schalke 04,Defensive Anchor,Walace,Hannover 96,GER-Bundesliga,1819,MF,79.9,5
Weston McKennie,2021,Juventus,Ball Progressor,Hamed Junior Traorè,Sassuolo,ITA-Serie A,2021,"MF,FW",72.6,1
Weston McKennie,2021,Juventus,Ball Progressor,Daniel Bessa,Genoa,ITA-Serie A,1718,MF,71.6,2
Weston McKennie,2021,Juventus,Ball Progressor,Ruben Vargas,Augsburg,GER-Bundesliga,2021,"MF,FW",68.2,3
Weston McKennie,2021,Juventus,Ball Progressor,Christoph Baumgartner,Hoffenheim,GER-Bundesliga,1920,"MF,FW",68.0,4
Weston McKennie,2021,Juventus,Ball Progressor,Sofiane Diop,Monaco,FRA-Ligue 1,2021,"MF,FW",65.5,5
Weston McKennie,2122,Juventus,Ball Progressor,Yunus Musah,Valencia,ESP-La Liga,2021,MF,69.1,1
Weston McKennie,2122,Juventus,Ball Progressor,Tyler Roberts,Leeds United,ENG-Premier League,2021,"MF,FW",68.4,2
Weston McKennie,2122,Juventus,Ball Progressor,Saîf-Eddine Khaoui,Caen,FRA-Ligue 1,1819,"MF,FW",64.7,3
Weston McKennie,2122,Juventus,Ball Progressor,Jaromír Zmrhal,Brescia,ITA-Serie A,1920,MF,64.3,4
Weston McKennie,2122,Juventus,Ball Progressor,Kristian Thorstvedt,Sassuolo,ITA-Serie A,2223,MF,63.8,5
Weston McKennie,2223,Leeds United,Defensive Anchor,Mickaël Cuisance,Venezia,ITA-Serie A,2122,MF,86.7,1
Weston McKennie,2223,Juventus,Ball Progressor,Tonny Vilhena,Espanyol,ESP-La Liga,2122,"MF,FW",88.2,2
Weston McKennie,2223,Leeds United,Defensive Anchor,Jerdy Schouten,Bologna,ITA-Serie A,1920,MF,85.2,3
Weston McKennie,2223,Leeds United,Defensive Anchor,Kalidou Sidibé,Toulouse,FRA-Ligue 1,1819,MF,84.3,4
Weston McKennie,2223,Juventus,Ball Progressor,Masaya Okugawa,Arminia,GER-Bundesliga,2021,MF,85.9,5
Weston McKennie,2324,Juventus,Ball Progressor,Diego López,Valencia,ESP-La Liga,2324,"MF,FW",86.5,1
Weston McKennie,2324,Juventus,Ball Progressor,Gianluca Busio,Venezia,ITA-Serie A,2425,MF,81.2,2
Weston McKennie,2324,Juventus,Ball Progressor,Angelo Fulgini,Angers,FRA-Ligue 1,2122,"MF,FW",80.1,3
Weston McKennie,2324,Juventus,Ball Progressor,Yannick Gerhardt,Wolfsburg,GER-Bundesliga,1819,MF,79.0,4
Weston McKennie,2324,Juventus,Ball Progressor,Nahitan Nández,Cagliari,ITA-Serie A,2021,"MF,DF",77.3,5
Weston McKennie,2425,Juventus,Ball Progressor,Tete Morente,Elche,ESP-La Liga,2021,"MF,FW",72.6,1
Weston McKennie,2425,Juventus,Ball Progressor,Rubén García,Osasuna,ESP-La Liga,2021,"MF,FW",72.5,2
Weston McKennie,2425,Juventus,Ball Progressor,Teun Koopmeiners,Juventus,ITA-Serie A,2425,"MF,FW",71.7,3
Weston McKennie,2425,Juventus,Ball Progressor,Liam Henderson,Empoli,ITA-Serie A,2122,MF,71.4,4
Weston McKennie,2425,Juventus,Ball Progressor,Carlos Soler,Valencia,ESP-La Liga,1920,MF,70.5,5
Wilfred Ndidi,1718,Leicester City,Defensive Anchor,Declan Rice,West Ham,ENG-Premier League,1819,MF,92.2,1
Wilfred Ndidi,1718,Leicester City,Defensive Anchor,Ellyes Skhiri,Montpellier,FRA-Ligue 1,1819,MF,90.2,2
Wilfred Ndidi,1718,Leicester City,Defensive Anchor,Santiago Ascacíbar,Stuttgart,GER-Bundesliga,1819,MF,89.4,3
Wilfred Ndidi,1718,Leicester City,Defensive Anchor,Renato Tapia,Celta Vigo,ESP-La Liga,2021,MF,89.3,4
Wilfred Ndidi,1718,Leicester City,Defensive Anchor,Santi Comesaña,Rayo Vallecano,ESP-La Liga,2122,MF,88.8,5
Wilfred Ndidi,1819,Leicester City,Defensive Anchor,Ellyes Skhiri,Montpellier,FRA-Ligue 1,1819,MF,92.0,1
Wilfred Ndidi,1819,Leicester City,Defensive Anchor,Aurélien Tchouaméni,Monaco,FRA-Ligue 1,2021,MF,91.1,2
Wilfred Ndidi,1819,Leicester City,Defensive Anchor,Declan Rice,West Ham,ENG-Premier League,1920,MF,90.7,3
Wilfred Ndidi,1819,Leicester City,Defensive Anchor,Yves Bissouma,Brighton,ENG-Premier League,2021,MF,90.4,4
Wilfred Ndidi,1819,Leicester City,Defensive Anchor,Saúl Ñíguez,Atlético Madrid,ESP-La Liga,1718,MF,90.2,5
Wilfred Ndidi,1920,Leicester City,Defensive Anchor,Idrissa Gana Gueye,Everton,ENG-Premier League,1718,MF,92.2,1
Wilfred Ndidi,1920,Leicester City,Defensive Anchor,Guido Rodríguez,Betis,ESP-La Liga,2021,MF,90.9,2
Wilfred Ndidi,1920,Leicester City,Defensive Anchor,Calum Chambers,Fulham,ENG-Premier League,1819,"MF,DF",90.4,3
Wilfred Ndidi,1920,Leicester City,Defensive Anchor,Renato Tapia,Celta Vigo,ESP-La Liga,2021,MF,90.3,4
Wilfred Ndidi,1920,Leicester City,Defensive Anchor,Jonathan Hogg,Huddersfield,ENG-Premier League,1718,MF,89.6,5
Wilfred Ndidi,2021,Leicester City,Defensive Anchor,Manuel Ugarte,Paris S-G,FRA-Ligue 1,2324,MF,92.5,1
Wilfred Ndidi,2021,Leicester City,Defensive Anchor,Casemiro,Real Madrid,ESP-La Liga,1718,MF,87.6,2
Wilfred Ndidi,2021,Leicester City,Defensive Anchor,Djibril Sow,Eint Frankfurt,GER-Bundesliga,2021,MF,87.1,3
Wilfred Ndidi,2021,Leicester City,Defensive Anchor,Yves Bissouma,Brighton,ENG-Premier League,2122,MF,86.5,4
Wilfred Ndidi,2021,Leicester City,Defensive Anchor,Benjamin André,Lille,FRA-Ligue 1,1920,MF,85.6,5
Wilfred Ndidi,2122,Leicester City,Defensive Anchor,Antonio Sánchez,Mallorca,ESP-La Liga,2122,"MF,FW",91.8,1
Wilfred Ndidi,2122,Leicester City,Defensive Anchor,Marvelous Nakamba,Aston Villa,ENG-Premier League,1920,MF,90.8,2
Wilfred Ndidi,2122,Leicester City,Defensive Anchor,Gonzalo Escalante,Lazio,ITA-Serie A,2122,MF,90.5,3
Wilfred Ndidi,2122,Leicester City,Defensive Anchor,Nabil Bentaleb,Angers,FRA-Ligue 1,2122,MF,90.4,4
Wilfred Ndidi,2122,Leicester City,Defensive Anchor,Oriol Romeu,Southampton,ENG-Premier League,1819,MF,90.1,5
Wilfred Ndidi,2223,Leicester City,Defensive Anchor,Marvelous Nakamba,Aston Villa,ENG-Premier League,1920,MF,93.0,1
Wilfred Ndidi,2223,Leicester City,Defensive Anchor,Nabil Bentaleb,Angers,FRA-Ligue 1,2122,MF,91.9,2
Wilfred Ndidi,2223,Leicester City,Defensive Anchor,Otávio,Bordeaux,FRA-Ligue 1,2021,MF,91.6,3
Wilfred Ndidi,2223,Leicester City,Defensive Anchor,Lassana Coulibaly,Angers,FRA-Ligue 1,2021,MF,90.5,4
Wilfred Ndidi,2223,Leicester City,Defensive Anchor,Walace,Udinese,ITA-Serie A,2021,MF,90.3,5
Wilfred Ndidi,2425,Leicester City,Defensive Anchor,Nicolás Domínguez,Nott'ham Forest,ENG-Premier League,2425,"MF,FW",91.2,1
Wilfred Ndidi,2425,Leicester City,Defensive Anchor,Ryan Yates,Nott'ham Forest,ENG-Premier League,2324,MF,90.8,2
Wilfred Ndidi,2425,Leicester City,Defensive Anchor,Vinicius Souza,Sheffield Utd,ENG-Premier League,2324,MF,88.8,3
Wilfred Ndidi,2425,Leicester City,Defensive Anchor,Alexis Blin,Lecce,ITA-Serie A,2223,MF,87.7,4
Wilfred Ndidi,2425,Leicester City,Defensive Anchor,João Palhinha,Fulham,ENG-Premier League,2324,MF,86.4,5
Will Hughes,1718,Watford,Ball Progressor,Maxence Caqueret,Como,ITA-Serie A,2425,MF,75.8,1
Will Hughes,1718,Watford,Ball Progressor,Kamory Doumbia,Brest,FRA-Ligue 1,2425,"MF,FW",71.1,2
Will Hughes,1718,Watford,Ball Progressor,Guilherme,Benevento,ITA-Serie A,1718,"MF,FW",70.3,3
Will Hughes,1718,Watford,Ball Progressor,Moussa Djenepo,Southampton,ENG-Premier League,1920,"MF,DF",69.7,4
Will Hughes,1718,Watford,Ball Progressor,Alexis Flips,Reims,FRA-Ligue 1,2122,"MF,DF",68.9,5
Will Hughes,1819,Watford,Ball Progressor,Adrien Thomasson,Nantes,FRA-Ligue 1,1718,"MF,FW",82.6,1
Will Hughes,1819,Watford,Ball Progressor,Dimitri Bisoli,Brescia,ITA-Serie A,1920,MF,81.6,2
Will Hughes,1819,Watford,Ball Progressor,Karol Linetty,Sampdoria,ITA-Serie A,1718,MF,75.0,3
Will Hughes,1819,Watford,Ball Progressor,Dwight McNeil,Burnley,ENG-Premier League,2122,MF,73.9,4
Will Hughes,1819,Watford,Ball Progressor,Marco Benassi,Fiorentina,ITA-Serie A,1718,"MF,FW",72.8,5
Will Hughes,1920,Watford,Defensive Anchor,Philip Billing,Bournemouth,ENG-Premier League,1920,MF,80.2,1
Will Hughes,1920,Watford,Defensive Anchor,Éderson,Atalanta,ITA-Serie A,2223,MF,79.6,2
Will Hughes,1920,Watford,Defensive Anchor,Santiago Ascacíbar,Stuttgart,GER-Bundesliga,1819,MF,78.7,3
Will Hughes,1920,Watford,Defensive Anchor,Isaac Hayden,Newcastle Utd,ENG-Premier League,1819,MF,78.3,4
Will Hughes,1920,Watford,Defensive Anchor,Morten Frendrup,Genoa,ITA-Serie A,2324,MF,77.6,5
Will Hughes,2122,Crystal Palace,Defensive Anchor,Carlos Gruezo,Augsburg,GER-Bundesliga,2223,MF,89.2,1
Will Hughes,2122,Crystal Palace,Defensive Anchor,Bongani Zungu,Amiens,FRA-Ligue 1,1920,MF,86.0,2
Will Hughes,2122,Crystal Palace,Defensive Anchor,Marvelous Nakamba,Aston Villa,ENG-Premier League,2122,MF,84.4,3
Will Hughes,2122,Crystal Palace,Defensive Anchor,Tristan Dingomé,Troyes,FRA-Ligue 1,1718,MF,83.6,4
Will Hughes,2122,Crystal Palace,Defensive Anchor,Niklas Dorsch,Augsburg,GER-Bundesliga,2324,MF,83.5,5
Will Hughes,2324,Crystal Palace,Defensive Anchor,Óscar Valentín,Rayo Vallecano,ESP-La Liga,2425,MF,89.2,1
Will Hughes,2324,Crystal Palace,Defensive Anchor,Suat Serdar,Hellas Verona,ITA-Serie A,2324,MF,85.7,2
Will Hughes,2324,Crystal Palace,Defensive Anchor,Maxime Gonalons,Granada,ESP-La Liga,1920,MF,85.2,3
Will Hughes,2324,Crystal Palace,Defensive Anchor,Harry Arter,Cardiff City,ENG-Premier League,1819,MF,85.0,4
Will Hughes,2324,Crystal Palace,Defensive Anchor,Mohamed Diamé,Newcastle Utd,ENG-Premier League,1819,MF,84.5,5
Will Hughes,2425,Crystal Palace,Defensive Anchor,Óscar Valentín,Rayo Vallecano,ESP-La Liga,2425,MF,78.1,1
Will Hughes,2425,Crystal Palace,Defensive Anchor,Antonino Barillà,Parma,ITA-Serie A,1920,MF,75.7,2
Will Hughes,2425,Crystal Palace,Defensive Anchor,Tyler Adams,Bournemouth,ENG-Premier League,2425,MF,75.1,3
Will Hughes,2425,Crystal Palace,Defensive Anchor,Jackson Irvine,St. Pauli,GER-Bundesliga,2425,MF,74.7,4
Will Hughes,2425,Crystal Palace,Defensive Anchor,Idrissa Gana Gueye,Everton,ENG-Premier League,2425,MF,74.6,5
William Carvalho,1819,Betis,Box-to-Box Engine,Rodri,Manchester City,ENG-Premier League,2021,MF,82.6,1
William Carvalho,1819,Betis,Box-to-Box Engine,Davy Pröpper,Brighton,ENG-Premier League,1920,MF,78.0,2
William Carvalho,1819,Betis,Box-to-Box Engine,Thomas Partey,Arsenal,ENG-Premier League,2223,MF,78.0,3
William Carvalho,1819,Betis,Box-to-Box Engine,Granit Xhaka,Arsenal,ENG-Premier League,2021,"MF,DF",77.8,4
William Carvalho,1819,Betis,Box-to-Box Engine,Steven Nzonzi,Sevilla,ESP-La Liga,1718,MF,76.4,5
William Carvalho,2021,Betis,Box-to-Box Engine,Fabian Delph,Everton,ENG-Premier League,1920,MF,84.0,1
William Carvalho,2021,Betis,Box-to-Box Engine,André Gomes,Lille,FRA-Ligue 1,2223,MF,81.8,2
William Carvalho,2021,Betis,Box-to-Box Engine,Thomas Monconduit,Lorient,FRA-Ligue 1,2021,MF,77.5,3
William Carvalho,2021,Betis,Box-to-Box Engine,Fran Mérida,Osasuna,ESP-La Liga,1920,MF,73.6,4
William Carvalho,2021,Betis,Box-to-Box Engine,Fernandinho,Manchester City,ENG-Premier League,2122,"MF,DF",73.5,5
William Carvalho,2122,Betis,Box-to-Box Engine,André Gomes,Lille,FRA-Ligue 1,2223,MF,84.0,1
William Carvalho,2122,Betis,Box-to-Box Engine,Thiago Alcántara,Liverpool,ENG-Premier League,2122,MF,82.3,2
William Carvalho,2122,Betis,Box-to-Box Engine,Fernandinho,Manchester City,ENG-Premier League,2122,"MF,DF",82.2,3
