player,season,team,league,pos_,age_,Playing Time_Min,role_cluster,primary_role,role_confidence_pct,role_similarity_score,distance_to_centroid
Maximilian Philipp,2021,Wolfsburg,GER-Bundesliga,MF,26.0,1111,1,Ball Progressor,0.0,0.0,5.0050754717114145
Xaver Schlager,2021,Wolfsburg,GER-Bundesliga,MF,22.0,2626,0,Defensive Anchor,52.3,52.3,2.9157523003950887
Yannick Gerhardt,2021,Wolfsburg,GER-Bundesliga,"MF,FW",26.0,1936,1,Ball Progressor,100.0,100.0,1.9610107754860708
Alessandro Schöpf,2122,Arminia,GER-Bundesliga,MF,27.0,2397,1,Ball Progressor,66.8,66.8,2.9143678227934573
Fabian Kunze,2122,Arminia,GER-Bundesliga,MF,23.0,1260,0,Defensive Anchor,86.4,86.4,2.12255538488375
Manuel Prietl,2122,Arminia,GER-Bundesliga,MF,29.0,2123,0,Defensive Anchor,63.1,63.1,2.664164728004245
Masaya Okugawa,2122,Arminia,GER-Bundesliga,"MF,FW",25.0,2531,1,Ball Progressor,45.9,45.9,3.427542184250846
Sebastian Vasiliadis,2122,Arminia,GER-Bundesliga,MF,23.0,1193,0,Defensive Anchor,81.9,81.9,2.228803484438611
André Hahn,2122,Augsburg,GER-Bundesliga,"MF,FW",30.0,2101,1,Ball Progressor,39.0,39.0,3.5961913042014872
Arne Maier,2122,Augsburg,GER-Bundesliga,MF,22.0,1864,1,Ball Progressor,75.5,75.5,2.702881017605017
Carlos Gruezo,2122,Augsburg,GER-Bundesliga,MF,26.0,970,0,Defensive Anchor,28.1,28.1,3.4775299479155946
Mads Pedersen,2122,Augsburg,GER-Bundesliga,"MF,DF",24.0,1391,1,Ball Progressor,88.3,88.3,2.3873705228971036
Niklas Dorsch,2122,Augsburg,GER-Bundesliga,MF,23.0,2324,0,Defensive Anchor,65.8,65.8,2.6020978939489914
Ruben Vargas,2122,Augsburg,GER-Bundesliga,"MF,FW",22.0,1984,1,Ball Progressor,67.8,67.8,2.8899731963240534
Jamal Musiala,2122,Bayern Munich,GER-Bundesliga,"MF,FW",18.0,1465,2,Creative Playmaker,74.3,74.3,3.390088498249035
Joshua Kimmich,2122,Bayern Munich,GER-Bundesliga,MF,26.0,2474,3,Box-to-Box Engine,0.0,0.0,6.437491169387387
Leon Goretzka,2122,Bayern Munich,GER-Bundesliga,MF,26.0,1396,2,Creative Playmaker,56.9,56.9,4.015774276142875
Marcel Sabitzer,2122,Bayern Munich,GER-Bundesliga,"MF,DF",27.0,905,3,Box-to-Box Engine,57.3,57.3,3.3317364097480646
Mickaël Cuisance,2122,Bayern Munich,GER-Bundesliga,MF,21.0,918,3,Box-to-Box Engine,0.0,0.0,8.915602757598512
Thomas Müller,2122,Bayern Munich,GER-Bundesliga,MF,31.0,2558,2,Creative Playmaker,34.9,34.9,4.810513090822998
Anthony Losilla,2122,Bochum,GER-Bundesliga,MF,35.0,2935,0,Defensive Anchor,66.7,66.7,2.5813915420090057
Eduard Löwen,2122,Bochum,GER-Bundesliga,MF,24.0,1416,1,Ball Progressor,45.5,45.5,3.4374506298465306
Elvis Rexhbeçaj,2122,Bochum,GER-Bundesliga,MF,23.0,2542,0,Defensive Anchor,72.4,72.4,2.449682397684555
Miloš Pantović,2122,Bochum,GER-Bundesliga,"MF,FW",25.0,1533,1,Ball Progressor,23.6,23.6,3.9730772530736758
Axel Witsel,2122,Dortmund,GER-Bundesliga,"MF,DF",32.0,1941,0,Defensive Anchor,79.0,79.0,2.2957541824141354
Jude Bellingham,2122,Dortmund,GER-Bundesliga,MF,18.0,2790,1,Ball Progressor,67.3,67.3,2.9017559364145544
Julian Brandt,2122,Dortmund,GER-Bundesliga,"MF,FW",25.0,2078,2,Creative Playmaker,90.3,90.3,2.8125752826068005
Mahmoud Dahoud,2122,Dortmund,GER-Bundesliga,MF,25.0,1658,3,Box-to-Box Engine,100.0,100.0,1.7536692056192282
Marco Reus,2122,Dortmund,GER-Bundesliga,"MF,FW",32.0,2503,2,Creative Playmaker,67.5,67.5,3.6338651099280925
Thomas Delaney,2122,Dortmund,GER-Bundesliga,MF,29.0,1549,0,Defensive Anchor,0.0,0.0,7.072199533483748
Ajdin Hrustic,2122,Eint Frankfurt,GER-Bundesliga,MF,25.0,964,3,Box-to-Box Engine,48.6,48.6,3.5728496863624573
Daichi Kamada,2122,Eint Frankfurt,GER-Bundesliga,MF,24.0,2139,1,Ball Progressor,100.0,100.0,1.9169050732579946
Djibril Sow,2122,Eint Frankfurt,GER-Bundesliga,MF,24.0,2415,0,Defensive Anchor,98.9,98.9,1.833619312220488
Jens Petter Hauge,2122,Eint Frankfurt,GER-Bundesliga,"MF,FW",21.0,1040,1,Ball Progressor,90.8,90.8,2.3272574351332254
Jesper Lindstrøm,2122,Eint Frankfurt,GER-Bundesliga,"MF,FW",21.0,1976,2,Creative Playmaker,54.5,54.5,4.103811115708458
Kristijan Jakić,2122,Eint Frankfurt,GER-Bundesliga,MF,24.0,1879,0,Defensive Anchor,92.6,92.6,1.97951511137204
Baptiste Santamaria,2122,Freiburg,GER-Bundesliga,MF,26.0,2518,1,Ball Progressor,0.0,0.0,7.886826840489466
Maximilian Eggestein,2122,Freiburg,GER-Bundesliga,MF,24.0,2194,0,Defensive Anchor,88.0,88.0,2.087008012598448
Nicolas Höfler,2122,Freiburg,GER-Bundesliga,MF,31.0,2600,0,Defensive Anchor,87.2,87.2,2.104749863217781
Roland Sallai,2122,Freiburg,GER-Bundesliga,"MF,FW",24.0,1551,1,Ball Progressor,26.1,26.1,3.9108859786927463
Vincenzo Grifo,2122,Freiburg,GER-Bundesliga,"MF,FW",28.0,2775,2,Creative Playmaker,82.5,82.5,3.092781538231993
Alassane Pléa,2122,Gladbach,GER-Bundesliga,"MF,FW",28.0,2070,2,Creative Playmaker,61.3,61.3,3.855921056527536
Denis Zakaria,2122,Gladbach,GER-Bundesliga,"MF,DF",24.0,1395,3,Box-to-Box Engine,61.3,61.3,3.2200052032006132
Florian Neuhaus,2122,Gladbach,GER-Bundesliga,MF,24.0,2121,3,Box-to-Box Engine,76.9,76.9,2.7856081960186594
Jonas Hofmann,2122,Gladbach,GER-Bundesliga,"MF,FW",29.0,2078,2,Creative Playmaker,59.9,59.9,3.907273399701891
Lars Stindl,2122,Gladbach,GER-Bundesliga,"MF,FW",32.0,1629,1,Ball Progressor,44.4,44.4,3.4627901446650795
Manu Koné,2122,Gladbach,GER-Bundesliga,MF,20.0,2183,0,Defensive Anchor,100.0,100.0,1.4886914296699925
Håvard Nielsen,2122,Greuther Fürth,GER-Bundesliga,"MF,FW",28.0,1367,1,Ball Progressor,44.9,44.9,3.451122534771927
Jeremy Dudziak,2122,Greuther Fürth,GER-Bundesliga,"MF,FW",25.0,1134,1,Ball Progressor,97.7,97.7,2.1578033868513207
Julian Green,2122,Greuther Fürth,GER-Bundesliga,MF,26.0,1054,1,Ball Progressor,64.2,64.2,2.978538404097082
Max Christiansen,2122,Greuther Fürth,GER-Bundesliga,MF,24.0,2054,0,Defensive Anchor,7.8,7.8,3.949635930215696
Paul Seguin,2122,Greuther Fürth,GER-Bundesliga,MF,26.0,2108,0,Defensive Anchor,81.6,81.6,2.2350801944941003
Timmy Tillman,2122,Greuther Fürth,GER-Bundesliga,MF,22.0,2004,1,Ball Progressor,87.1,87.1,2.416717404895033
Lucas Tousart,2122,Hertha BSC,GER-Bundesliga,MF,24.0,1962,0,Defensive Anchor,100.0,100.0,1.432195504675544
Santiago Ascacíbar,2122,Hertha BSC,GER-Bundesliga,MF,24.0,2375,0,Defensive Anchor,69.6,69.6,2.514079007955578
Suat Serdar,2122,Hertha BSC,GER-Bundesliga,"MF,FW",24.0,2218,0,Defensive Anchor,73.7,73.7,2.4191641313525434
Vladimír Darida,2122,Hertha BSC,GER-Bundesliga,MF,30.0,1786,1,Ball Progressor,73.1,73.1,2.7611609238369788
Angelo Stiller,2122,Hoffenheim,GER-Bundesliga,MF,20.0,1693,0,Defensive Anchor,51.7,51.7,2.9302157920221323
Christoph Baumgartner,2122,Hoffenheim,GER-Bundesliga,"MF,FW",21.0,1888,1,Ball Progressor,72.8,72.8,2.768700610752029
Dennis Geiger,2122,Hoffenheim,GER-Bundesliga,MF,23.0,1377,3,Box-to-Box Engine,41.5,41.5,3.7727526793953494
Diadie Samassékou,2122,Hoffenheim,GER-Bundesliga,MF,25.0,1655,0,Defensive Anchor,97.6,97.6,1.8625072770748399
Dejan Ljubicic,2122,Köln,GER-Bundesliga,"MF,FW",23.0,1969,1,Ball Progressor,80.4,80.4,2.5826345033275064
Ellyes Skhiri,2122,Köln,GER-Bundesliga,MF,26.0,1820,0,Defensive Anchor,43.3,43.3,3.1249124667869976
Florian Kainz,2122,Köln,GER-Bundesliga,"MF,FW",28.0,2320,2,Creative Playmaker,87.9,87.9,2.897555328736284
Jan Thielmann,2122,Köln,GER-Bundesliga,"MF,FW",19.0,1192,1,Ball Progressor,33.4,33.4,3.7320489799652563
Mark Uth,2122,Köln,GER-Bundesliga,"MF,FW",29.0,2025,2,Creative Playmaker,77.5,77.5,3.27164717207187
Ondrej Duda,2122,Köln,GER-Bundesliga,"MF,FW",26.0,1611,1,Ball Progressor,80.2,80.2,2.5862721812793428
Salih Özcan,2122,Köln,GER-Bundesliga,MF,23.0,2312,0,Defensive Anchor,62.5,62.5,2.6789167241634906
Charles Aránguiz,2122,Leverkusen,GER-Bundesliga,MF,32.0,1578,0,Defensive Anchor,40.6,40.6,3.187355039258737
Exequiel Palacios,2122,Leverkusen,GER-Bundesliga,MF,22.0,1097,3,Box-to-Box Engine,47.5,47.5,3.6051666995253266
Florian Wirtz,2122,Leverkusen,GER-Bundesliga,"MF,FW",18.0,1851,2,Creative Playmaker,66.2,66.2,3.6809280864486333
Kerem Demirbay,2122,Leverkusen,GER-Bundesliga,MF,28.0,2049,3,Box-to-Box Engine,92.0,92.0,2.366255407892657
Robert Andrich,2122,Leverkusen,GER-Bundesliga,MF,26.0,1817,0,Defensive Anchor,45.0,45.0,3.084599235938896
Anton Stach,2122,Mainz 05,GER-Bundesliga,MF,22.0,1861,3,Box-to-Box Engine,27.2,27.2,4.169244622318086
Dominik Kohr,2122,Mainz 05,GER-Bundesliga,MF,27.0,1614,0,Defensive Anchor,36.3,36.3,3.286682798479907
Jean-Paul Boëtius,2122,Mainz 05,GER-Bundesliga,MF,27.0,1800,3,Box-to-Box Engine,49.4,49.4,3.5519283891444062
Leandro Barreiro Martins,2122,Mainz 05,GER-Bundesliga,MF,21.0,1789,0,Defensive Anchor,54.6,54.6,2.862791098317715
Lee Jae-sung,2122,Mainz 05,GER-Bundesliga,"MF,FW",28.0,1436,1,Ball Progressor,87.8,87.8,2.4005624435464727
Amadou Haidara,2122,RB Leipzig,GER-Bundesliga,MF,23.0,1326,3,Box-to-Box Engine,77.1,77.1,2.7809235309474563
Dominik Szoboszlai,2122,RB Leipzig,GER-Bundesliga,"MF,FW",20.0,1543,2,Creative Playmaker,62.6,62.6,3.8090201688961955
Emil Forsberg,2122,RB Leipzig,GER-Bundesliga,MF,29.0,1706,2,Creative Playmaker,54.3,54.3,4.111190750574773
Kevin Kampl,2122,RB Leipzig,GER-Bundesliga,MF,30.0,1899,3,Box-to-Box Engine,100.0,100.0,2.1249979916060138
Konrad Laimer,2122,RB Leipzig,GER-Bundesliga,MF,24.0,1240,3,Box-to-Box Engine,28.6,28.6,4.1295029032618125
Marcel Sabitzer,2122,RB Leipzig,GER-Bundesliga,"MF,FW",27.0,905,3,Box-to-Box Engine,0.0,0.0,7.169945342885791
Tyler Adams,2122,RB Leipzig,GER-Bundesliga,MF,22.0,1351,0,Defensive Anchor,58.6,58.6,2.7686534317056033
Atakan Karazor,2122,Stuttgart,GER-Bundesliga,MF,24.0,1898,0,Defensive Anchor,88.6,88.6,2.071538117152223
Orel Mangala,2122,Stuttgart,GER-Bundesliga,MF,23.0,1853,1,Ball Progressor,71.5,71.5,2.799246818853345
Philipp Förster,2122,Stuttgart,GER-Bundesliga,"MF,FW",26.0,967,1,Ball Progressor,88.4,88.4,2.386381673832365
Wataru Endo,2122,Stuttgart,GER-Bundesliga,MF,28.0,2899,0,Defensive Anchor,87.2,87.2,2.105862336743362
Genki Haraguchi,2122,Union Berlin,GER-Bundesliga,MF,30.0,1755,0,Defensive Anchor,65.8,65.8,2.6023889506137965
Grischa Prömel,2122,Union Berlin,GER-Bundesliga,MF,26.0,2422,1,Ball Progressor,33.6,33.6,3.727436137789527
Rani Khedira,2122,Union Berlin,GER-Bundesliga,MF,27.0,2757,0,Defensive Anchor,68.5,68.5,2.5381365125903295
Sebastian Griesbeck,2122,Union Berlin,GER-Bundesliga,MF,30.0,2439,0,Defensive Anchor,0.0,0.0,6.752700459137697
Aster Vranckx,2122,Wolfsburg,GER-Bundesliga,MF,18.0,1141,0,Defensive Anchor,61.5,61.5,2.7027266470878795
Josuha Guilavogui,2122,Wolfsburg,GER-Bundesliga,"MF,DF",30.0,1331,0,Defensive Anchor,7.9,7.9,3.945941205456945
Josuha Guilavogui,2122,Wolfsburg,GER-Bundesliga,"MF,DF",30.0,942,0,Defensive Anchor,7.9,7.9,3.945941205456945
Max Kruse,2122,Wolfsburg,GER-Bundesliga,"MF,FW",33.0,1270,2,Creative Playmaker,18.4,18.4,5.406312324412012
Max Kruse,2122,Wolfsburg,GER-Bundesliga,"MF,FW",33.0,1128,2,Creative Playmaker,18.4,18.4,5.406312324412012
Maximilian Arnold,2122,Wolfsburg,GER-Bundesliga,MF,27.0,2994,3,Box-to-Box Engine,48.5,48.5,3.577230071490304
Maximilian Philipp,2122,Wolfsburg,GER-Bundesliga,MF,27.0,963,1,Ball Progressor,75.3,75.3,2.706969008078366
Xaver Schlager,2122,Wolfsburg,GER-Bundesliga,MF,23.0,1040,0,Defensive Anchor,6.5,6.5,3.9797642215134523
Yannick Gerhardt,2122,Wolfsburg,GER-Bundesliga,"MF,DF",27.0,1574,3,Box-to-Box Engine,77.2,77.2,2.7777426742286715
Arne Engels,2223,Augsburg,GER-Bundesliga,MF,18.0,1440,1,Ball Progressor,46.9,46.9,3.4031415613534928
Arne Maier,2223,Augsburg,GER-Bundesliga,MF,23.0,1960,1,Ball Progressor,94.9,94.9,2.226447505308621
Carlos Gruezo,2223,Augsburg,GER-Bundesliga,MF,27.0,961,0,Defensive Anchor,47.9,47.9,3.0171463019438276
Elvis Rexhbeçaj,2223,Augsburg,GER-Bundesliga,MF,24.0,2524,0,Defensive Anchor,43.1,43.1,3.1300731269198745
Ruben Vargas,2223,Augsburg,GER-Bundesliga,"MF,FW",23.0,1130,1,Ball Progressor,99.0,99.0,2.126884532036175
Jamal Musiala,2223,Bayern Munich,GER-Bundesliga,"MF,FW",19.0,2198,2,Creative Playmaker,73.0,73.0,3.4344422303366327
Joshua Kimmich,2223,Bayern Munich,GER-Bundesliga,MF,27.0,2809,3,Box-to-Box Engine,0.0,0.0,5.032923488581439
Leon Goretzka,2223,Bayern Munich,GER-Bundesliga,MF,27.0,1728,3,Box-to-Box Engine,51.2,51.2,3.5027652589818596
Leroy Sané,2223,Bayern Munich,GER-Bundesliga,"MF,FW",26.0,2010,2,Creative Playmaker,86.0,86.0,2.967170874138412
Anthony Losilla,2223,Bochum,GER-Bundesliga,MF,36.0,2720,0,Defensive Anchor,82.6,82.6,2.2124687310820623
Kevin Stöger,2223,Bochum,GER-Bundesliga,MF,28.0,2599,2,Creative Playmaker,49.6,49.6,4.279937264840813
Patrick Osterhage,2223,Bochum,GER-Bundesliga,MF,22.0,1029,0,Defensive Anchor,37.2,37.2,3.266618071530629
Philipp Förster,2223,Bochum,GER-Bundesliga,MF,27.0,1309,1,Ball Progressor,48.2,48.2,3.3699236689310026
Emre Can,2223,Dortmund,GER-Bundesliga,MF,28.0,1900,0,Defensive Anchor,45.9,45.9,3.0636158699734533
Jude Bellingham,2223,Dortmund,GER-Bundesliga,MF,19.0,2691,3,Box-to-Box Engine,33.7,33.7,3.987937546945272
Julian Brandt,2223,Dortmund,GER-Bundesliga,"MF,FW",26.0,2397,2,Creative Playmaker,93.2,93.2,2.7053676995270863
Marco Reus,2223,Dortmund,GER-Bundesliga,"MF,FW",33.0,1353,1,Ball Progressor,40.1,40.1,3.5692182462056734
Salih Özcan,2223,Dortmund,GER-Bundesliga,MF,24.0,1576,0,Defensive Anchor,99.0,99.0,1.831525897064722
Daichi Kamada,2223,Eint Frankfurt,GER-Bundesliga,MF,25.0,2265,2,Creative Playmaker,57.0,57.0,4.011085259859172
Djibril Sow,2223,Eint Frankfurt,GER-Bundesliga,MF,25.0,2646,0,Defensive Anchor,64.5,64.5,2.6316316823853603
Jesper Lindstrøm,2223,Eint Frankfurt,GER-Bundesliga,"MF,FW",22.0,1679,1,Ball Progressor,17.9,17.9,4.111298053554674
Mario Götze,2223,Eint Frankfurt,GER-Bundesliga,MF,30.0,2740,1,Ball Progressor,37.6,37.6,3.6289201647576355
Rafael Borré,2223,Eint Frankfurt,GER-Bundesliga,"MF,FW",26.0,1078,1,Ball Progressor,47.8,47.8,3.379822085644394
Sebastian Rode,2223,Eint Frankfurt,GER-Bundesliga,MF,31.0,1414,3,Box-to-Box Engine,80.3,80.3,2.690159621386528
Maximilian Eggestein,2223,Freiburg,GER-Bundesliga,MF,25.0,2451,0,Defensive Anchor,95.1,95.1,1.921419174021646
Nicolas Höfler,2223,Freiburg,GER-Bundesliga,MF,32.0,2816,0,Defensive Anchor,92.7,92.7,1.9762473583419629
Ritsu Doan,2223,Freiburg,GER-Bundesliga,"MF,FW",24.0,2424,1,Ball Progressor,70.6,70.6,2.8218613326202937
Roland Sallai,2223,Freiburg,GER-Bundesliga,"MF,FW",25.0,1002,1,Ball Progressor,58.4,58.4,3.1204674009101065
Vincenzo Grifo,2223,Freiburg,GER-Bundesliga,"MF,FW",29.0,2408,2,Creative Playmaker,62.5,62.5,3.8128771027845256
Christoph Kramer,2223,Gladbach,GER-Bundesliga,MF,31.0,2222,0,Defensive Anchor,70.1,70.1,2.502249493064217
Florian Neuhaus,2223,Gladbach,GER-Bundesliga,MF,25.0,1405,1,Ball Progressor,98.2,98.2,2.1464841201643754
Julian Weigl,2223,Gladbach,GER-Bundesliga,MF,26.0,1894,0,Defensive Anchor,93.5,93.5,1.9590969930439106
Manu Koné,2223,Gladbach,GER-Bundesliga,MF,21.0,2608,0,Defensive Anchor,64.3,64.3,2.6369092102178135
Ivan Šunjić,2223,Hertha BSC,GER-Bundesliga,MF,25.0,993,0,Defensive Anchor,0.0,0.0,4.7415202398951
Jean-Paul Boëtius,2223,Hertha BSC,GER-Bundesliga,MF,28.0,1050,0,Defensive Anchor,21.9,21.9,3.62005066657043
Lucas Tousart,2223,Hertha BSC,GER-Bundesliga,MF,25.0,2944,0,Defensive Anchor,75.5,75.5,2.3768218498925933
Marco Richter,2223,Hertha BSC,GER-Bundesliga,"MF,FW",24.0,1836,1,Ball Progressor,48.9,48.9,3.3527902270681214
Suat Serdar,2223,Hertha BSC,GER-Bundesliga,MF,25.0,2021,0,Defensive Anchor,55.6,55.6,2.8390619133768236
Andrej Kramarić,2223,Hoffenheim,GER-Bundesliga,"MF,FW",31.0,2386,2,Creative Playmaker,22.5,22.5,5.258066878220361
Christoph Baumgartner,2223,Hoffenheim,GER-Bundesliga,"MF,FW",22.0,2567,1,Ball Progressor,62.0,62.0,3.0327329892501225
Dennis Geiger,2223,Hoffenheim,GER-Bundesliga,MF,24.0,1952,0,Defensive Anchor,44.9,44.9,3.0861586312615525
Grischa Prömel,2223,Hoffenheim,GER-Bundesliga,MF,27.0,1454,0,Defensive Anchor,31.6,31.6,3.3948209569107526
Dejan Ljubicic,2223,Köln,GER-Bundesliga,"MF,FW",24.0,1710,1,Ball Progressor,100.0,100.0,1.89700125178746
Ellyes Skhiri,2223,Köln,GER-Bundesliga,MF,27.0,2856,0,Defensive Anchor,37.9,37.9,3.2486562700817156
Eric Martel,2223,Köln,GER-Bundesliga,MF,20.0,2019,0,Defensive Anchor,100.0,100.0,1.7602791458096956
Florian Kainz,2223,Köln,GER-Bundesliga,"MF,FW",29.0,2344,2,Creative Playmaker,76.5,76.5,3.309328835791227
Ondrej Duda,2223,Köln,GER-Bundesliga,MF,27.0,1061,1,Ball Progressor,89.0,89.0,2.371554419805899
Exequiel Palacios,2223,Leverkusen,GER-Bundesliga,MF,23.0,1654,3,Box-to-Box Engine,49.1,49.1,3.559515579449664
Kerem Demirbay,2223,Leverkusen,GER-Bundesliga,MF,29.0,1544,3,Box-to-Box Engine,52.7,52.7,3.461104727204554
Nadiem Amiri,2223,Leverkusen,GER-Bundesliga,"MF,FW",25.0,977,1,Ball Progressor,31.5,31.5,3.779933650347716
Robert Andrich,2223,Leverkusen,GER-Bundesliga,MF,27.0,2406,0,Defensive Anchor,100.0,100.0,1.5598868915660566
Anton Stach,2223,Mainz 05,GER-Bundesliga,MF,23.0,2070,0,Defensive Anchor,17.0,17.0,3.7345067883474363
Dominik Kohr,2223,Mainz 05,GER-Bundesliga,MF,28.0,2292,0,Defensive Anchor,71.6,71.6,2.4661714815406155
Leandro Barreiro Martins,2223,Mainz 05,GER-Bundesliga,MF,22.0,2141,0,Defensive Anchor,15.7,15.7,3.7650589493334876
Lee Jae-sung,2223,Mainz 05,GER-Bundesliga,MF,29.0,1894,1,Ball Progressor,60.8,60.8,3.060943916155286
Amadou Haidara,2223,RB Leipzig,GER-Bundesliga,MF,24.0,1430,0,Defensive Anchor,46.0,46.0,3.061157454938285
Dani Olmo,2223,RB Leipzig,GER-Bundesliga,"MF,FW",24.0,1282,2,Creative Playmaker,85.3,85.3,2.9900678551671613
Dominik Szoboszlai,2223,RB Leipzig,GER-Bundesliga,"MF,FW",21.0,2444,2,Creative Playmaker,89.9,89.9,2.8257415639137258
Emil Forsberg,2223,RB Leipzig,GER-Bundesliga,"MF,FW",30.0,1482,1,Ball Progressor,41.7,41.7,3.5301386680976417
Kevin Kampl,2223,RB Leipzig,GER-Bundesliga,MF,31.0,1372,3,Box-to-Box Engine,67.3,67.3,3.054776556189038
Konrad Laimer,2223,RB Leipzig,GER-Bundesliga,MF,25.0,1468,3,Box-to-Box Engine,27.8,27.8,4.151797681529468
Xaver Schlager,2223,RB Leipzig,GER-Bundesliga,MF,24.0,1506,0,Defensive Anchor,62.0,62.0,2.6911904793372723
Alex Král,2223,Schalke 04,GER-Bundesliga,MF,24.0,2357,0,Defensive Anchor,63.9,63.9,2.646927280116961
Dominick Drexler,2223,Schalke 04,GER-Bundesliga,"MF,FW",32.0,1366,1,Ball Progressor,100.0,100.0,2.060533004635675
Florent Mollet,2223,Schalke 04,GER-Bundesliga,MF,30.0,1089,1,Ball Progressor,41.4,41.4,3.5373816952896053
Rodrigo Zalazar,2223,Schalke 04,GER-Bundesliga,"MF,FW",22.0,1321,1,Ball Progressor,2.2,2.2,4.496166881080701
Tom Krauß,2223,Schalke 04,GER-Bundesliga,MF,21.0,2514,0,Defensive Anchor,53.7,53.7,2.882326359329883
Atakan Karazor,2223,Stuttgart,GER-Bundesliga,MF,25.0,1962,0,Defensive Anchor,75.8,75.8,2.3690632127083004
Naouirou Ahamada,2223,Stuttgart,GER-Bundesliga,MF,20.0,1398,1,Ball Progressor,84.9,84.9,2.471671329631531
Wataru Endo,2223,Stuttgart,GER-Bundesliga,MF,29.0,2922,3,Box-to-Box Engine,81.6,81.6,2.655042873777762
Janik Haberer,2223,Union Berlin,GER-Bundesliga,MF,28.0,2187,1,Ball Progressor,71.2,71.2,2.807813147450858
Rani Khedira,2223,Union Berlin,GER-Bundesliga,MF,28.0,2882,0,Defensive Anchor,71.2,71.2,2.4768868730759244
Christian Groß,2223,Werder Bremen,GER-Bundesliga,MF,33.0,1886,0,Defensive Anchor,92.3,92.3,1.9874465370617367
Ilia Gruev,2223,Werder Bremen,GER-Bundesliga,MF,22.0,1584,0,Defensive Anchor,100.0,100.0,1.4415724560752552
Jens Stage,2223,Werder Bremen,GER-Bundesliga,MF,25.0,1855,1,Ball Progressor,58.2,58.2,3.1265627556278623
Leonardo Bittencourt,2223,Werder Bremen,GER-Bundesliga,"MF,DF",28.0,1629,1,Ball Progressor,64.9,64.9,2.960403233768878
Niklas Schmidt,2223,Werder Bremen,GER-Bundesliga,MF,24.0,1087,3,Box-to-Box Engine,40.6,40.6,3.7957163880293048
Romano Schmid,2223,Werder Bremen,GER-Bundesliga,"MF,FW",22.0,1520,1,Ball Progressor,100.0,100.0,1.9420468217320939
Felix Nmecha,2223,Wolfsburg,GER-Bundesliga,MF,21.0,1836,0,Defensive Anchor,83.6,83.6,2.189008436545855
Jérôme Roussillon,2223,Wolfsburg,GER-Bundesliga,"MF,DF",29.0,957,1,Ball Progressor,0.0,0.0,8.57409737695766
Mattias Svanberg,2223,Wolfsburg,GER-Bundesliga,"MF,FW",23.0,1835,1,Ball Progressor,79.6,79.6,2.600668089620323
Maximilian Arnold,2223,Wolfsburg,GER-Bundesliga,MF,28.0,2767,3,Box-to-Box Engine,74.6,74.6,2.85076482134049
Yannick Gerhardt,2223,Wolfsburg,GER-Bundesliga,MF,28.0,1866,1,Ball Progressor,50.8,50.8,3.3058588178772994
Arne Engels,2324,Augsburg,GER-Bundesliga,"MF,DF",19.0,1405,1,Ball Progressor,93.2,93.2,2.2686562462511857
Arne Maier,2324,Augsburg,GER-Bundesliga,MF,24.0,1003,2,Creative Playmaker,52.2,52.2,4.18572903391518
Elvis Rexhbeçaj,2324,Augsburg,GER-Bundesliga,MF,25.0,1985,0,Defensive Anchor,57.9,57.9,2.785083549038514
Fredrik Jensen,2324,Augsburg,GER-Bundesliga,"MF,FW",25.0,1338,1,Ball Progressor,0.0,0.0,5.109705121503528
Kristijan Jakić,2324,Augsburg,GER-Bundesliga,MF,26.0,1051,0,Defensive Anchor,100.0,100.0,1.7173648803092592
Niklas Dorsch,2324,Augsburg,GER-Bundesliga,MF,25.0,1386,0,Defensive Anchor,77.9,77.9,2.32084492409459
Ruben Vargas,2324,Augsburg,GER-Bundesliga,"MF,FW",24.0,1962,1,Ball Progressor,91.8,91.8,2.303255384645836
Aleksandar Pavlovic,2324,Bayern Munich,GER-Bundesliga,MF,19.0,1227,3,Box-to-Box Engine,93.5,93.5,2.32280908763131
Jamal Musiala,2324,Bayern Munich,GER-Bundesliga,"MF,FW",20.0,1755,2,Creative Playmaker,44.7,44.7,4.454986938298693
Joshua Kimmich,2324,Bayern Munich,GER-Bundesliga,"MF,DF",28.0,2176,2,Creative Playmaker,17.9,17.9,5.421769595183363
Leon Goretzka,2324,Bayern Munich,GER-Bundesliga,MF,28.0,2241,3,Box-to-Box Engine,68.3,68.3,3.024686914891409
Thomas Müller,2324,Bayern Munich,GER-Bundesliga,"MF,FW",33.0,1654,2,Creative Playmaker,44.2,44.2,4.47599889047589
Anthony Losilla,2324,Bochum,GER-Bundesliga,MF,37.0,2576,0,Defensive Anchor,64.6,64.6,2.630746835864047
Kevin Stöger,2324,Bochum,GER-Bundesliga,MF,29.0,2668,2,Creative Playmaker,34.2,34.2,4.834443619920226
Matúš Bero,2324,Bochum,GER-Bundesliga,"MF,FW",27.0,1661,1,Ball Progressor,40.2,40.2,3.5663612415317423
Patrick Osterhage,2324,Bochum,GER-Bundesliga,MF,23.0,1861,0,Defensive Anchor,81.0,81.0,2.2479560158954977
Bartol Franjić,2324,Darmstadt 98,GER-Bundesliga,MF,23.0,1229,0,Defensive Anchor,47.5,47.5,3.027654989526501
Fabian Holland,2324,Darmstadt 98,GER-Bundesliga,"MF,DF",33.0,1835,0,Defensive Anchor,82.4,82.4,2.2171137132853094
Julian Justvan,2324,Darmstadt 98,GER-Bundesliga,"MF,FW",25.0,1023,1,Ball Progressor,6.7,6.7,4.386942715972056
