player,season,team,league,pos_,age_,Playing Time_Min,role_cluster,primary_role,role_confidence_pct,role_similarity_score,distance_to_centroid
Cristian Rivera,1819,Huesca,ESP-La Liga,MF,21.0,1692,0,Defensive Anchor,92.1,92.1,1.9920977830507056
Damián Musto,1819,Huesca,ESP-La Liga,"MF,DF",31.0,1686,0,Defensive Anchor,76.1,76.1,2.362860090884522
David Ferreiro,1819,Huesca,ESP-La Liga,"MF,FW",30.0,2280,2,Creative Playmaker,60.6,60.6,3.883598382032471
Gonzalo Melero,1819,Huesca,ESP-La Liga,MF,24.0,1345,1,Ball Progressor,31.3,31.3,3.7833557825382678
Moi Gómez,1819,Huesca,ESP-La Liga,MF,24.0,3055,3,Box-to-Box Engine,74.6,74.6,2.851412841362414
Yangel Herrera,1819,Huesca,ESP-La Liga,"MF,DF",20.0,1154,0,Defensive Anchor,55.2,55.2,2.847958185627287
Álex Gallar,1819,Huesca,ESP-La Liga,"MF,FW",26.0,1009,2,Creative Playmaker,93.8,93.8,2.685599803792276
Gerard Gumbau,1819,Leganés,ESP-La Liga,MF,23.0,1199,0,Defensive Anchor,27.6,27.6,3.488432135724039
Mikel Vesga,1819,Leganés,ESP-La Liga,MF,25.0,2070,0,Defensive Anchor,83.7,83.7,2.186674591305574
Nabil El Zhar,1819,Leganés,ESP-La Liga,"MF,FW",31.0,966,1,Ball Progressor,29.7,29.7,3.823040919846589
Recio,1819,Leganés,ESP-La Liga,MF,27.0,1285,0,Defensive Anchor,92.5,92.5,1.9822732259087366
Rubén Pérez,1819,Leganés,ESP-La Liga,MF,29.0,2474,0,Defensive Anchor,90.8,90.8,2.020375633087702
Óscar Rodríguez Arnaiz,1819,Leganés,ESP-La Liga,MF,20.0,2504,1,Ball Progressor,100.0,100.0,2.0126114526826306
Enis Bardhi,1819,Levante,ESP-La Liga,MF,23.0,2836,1,Ball Progressor,100.0,100.0,1.9657389359720139
José Campaña,1819,Levante,ESP-La Liga,MF,25.0,3210,3,Box-to-Box Engine,100.0,100.0,1.7735681003107275
Rubén Rochina,1819,Levante,ESP-La Liga,MF,27.0,1800,3,Box-to-Box Engine,77.0,77.0,2.7847416935419576
Sanjin Prcić,1819,Levante,ESP-La Liga,MF,24.0,1053,0,Defensive Anchor,4.4,4.4,4.028593372047605
Adri Embarba,1819,Rayo Vallecano,ESP-La Liga,"MF,FW",26.0,2282,2,Creative Playmaker,65.5,65.5,3.7046051431523668
Giannelli Imbula,1819,Rayo Vallecano,ESP-La Liga,MF,25.0,1732,1,Ball Progressor,6.3,6.3,4.395921978672074
José Pozo,1819,Rayo Vallecano,ESP-La Liga,MF,22.0,1617,2,Creative Playmaker,58.3,58.3,3.9645087692911973
Mario Suárez,1819,Rayo Vallecano,ESP-La Liga,MF,31.0,1026,0,Defensive Anchor,52.7,52.7,2.907172976452174
Santi Comesaña,1819,Rayo Vallecano,ESP-La Liga,MF,21.0,2032,0,Defensive Anchor,100.0,100.0,1.3531034573772602
Álvaro Medrán,1819,Rayo Vallecano,ESP-La Liga,MF,24.0,1149,3,Box-to-Box Engine,57.7,57.7,3.320074322082608
Óscar Trejo,1819,Rayo Vallecano,ESP-La Liga,"MF,FW",30.0,1764,3,Box-to-Box Engine,89.1,89.1,2.446685731015426
Casemiro,1819,Real Madrid,ESP-La Liga,MF,26.0,2312,0,Defensive Anchor,31.8,31.8,3.3907398057292055
Dani Ceballos,1819,Real Madrid,ESP-La Liga,"MF,FW",21.0,1248,3,Box-to-Box Engine,32.1,32.1,4.033988150704019
Isco,1819,Real Madrid,ESP-La Liga,"MF,FW",26.0,1192,2,Creative Playmaker,59.8,59.8,3.9127903205882846
Luka Modrić,1819,Real Madrid,ESP-La Liga,MF,32.0,2608,3,Box-to-Box Engine,69.2,69.2,3.0004960047007896
Toni Kroos,1819,Real Madrid,ESP-La Liga,MF,28.0,2221,3,Box-to-Box Engine,25.5,25.5,4.218301011808519
Asier Illarramendi,1819,Real Sociedad,ESP-La Liga,MF,28.0,1821,3,Box-to-Box Engine,49.6,49.6,3.5462864184364666
David Zurutuza,1819,Real Sociedad,ESP-La Liga,MF,32.0,1222,0,Defensive Anchor,83.3,83.3,2.1954629490358766
Igor Zubeldia,1819,Real Sociedad,ESP-La Liga,MF,21.0,2549,0,Defensive Anchor,69.7,69.7,2.511798548877364
Luca Sangalli,1819,Real Sociedad,ESP-La Liga,"MF,FW",23.0,999,1,Ball Progressor,89.6,89.6,2.3570979523835427
Mikel Merino,1819,Real Sociedad,ESP-La Liga,MF,22.0,2055,3,Box-to-Box Engine,76.9,76.9,2.7854659042032774
Rubén Pardo,1819,Real Sociedad,ESP-La Liga,"MF,FW",25.0,1368,3,Box-to-Box Engine,48.2,48.2,3.58504025070625
Franco Vázquez,1819,Sevilla,ESP-La Liga,MF,29.0,2280,3,Box-to-Box Engine,91.0,91.0,2.3929161304754842
Luis Muriel,1819,Sevilla,ESP-La Liga,"MF,FW",27.0,1441,1,Ball Progressor,0.0,0.0,7.57700812403327
Pablo Sarabia,1819,Sevilla,ESP-La Liga,"MF,FW",26.0,2724,2,Creative Playmaker,64.4,64.4,3.747156522555485
Roque Mesa,1819,Sevilla,ESP-La Liga,MF,29.0,1746,3,Box-to-Box Engine,88.5,88.5,2.4630940255636795
Éver Banega,1819,Sevilla,ESP-La Liga,MF,30.0,2667,3,Box-to-Box Engine,59.9,59.9,3.2596993411887687
Carlos Soler,1819,Valencia,ESP-La Liga,MF,21.0,2460,1,Ball Progressor,91.2,91.2,2.318474877229573
Daniel Parejo,1819,Valencia,ESP-La Liga,MF,29.0,3061,3,Box-to-Box Engine,31.1,31.1,4.060803143959249
Denis Cheryshev,1819,Valencia,ESP-La Liga,MF,27.0,1706,2,Creative Playmaker,50.1,50.1,4.261568996015056
Francis Coquelin,1819,Valencia,ESP-La Liga,MF,27.0,1761,0,Defensive Anchor,32.1,32.1,3.3849673598951893
Geoffrey Kondogbia,1819,Valencia,ESP-La Liga,MF,25.0,1245,0,Defensive Anchor,28.1,28.1,3.477196760803387
Gonçalo Guedes,1819,Valencia,ESP-La Liga,"MF,FW",21.0,1465,2,Creative Playmaker,64.0,64.0,3.759328376656346
Anuar,1819,Valladolid,ESP-La Liga,"MF,FW",23.0,1081,0,Defensive Anchor,43.7,43.7,3.1149590722361085
Keko,1819,Valladolid,ESP-La Liga,"MF,FW",26.0,1533,1,Ball Progressor,66.1,66.1,2.931004447136323
Míchel,1819,Valladolid,ESP-La Liga,MF,30.0,2553,3,Box-to-Box Engine,85.8,85.8,2.538070505227976
Rubén Alcaraz,1819,Valladolid,ESP-La Liga,MF,27.0,2976,0,Defensive Anchor,54.6,54.6,2.8618683037505104
Toni Villa,1819,Valladolid,ESP-La Liga,"MF,FW",23.0,1762,1,Ball Progressor,45.6,45.6,3.433530314725258
Óscar Plano,1819,Valladolid,ESP-La Liga,"MF,FW",27.0,2693,1,Ball Progressor,100.0,100.0,1.9710338756148793
Manu Trigueros,1819,Villarreal,ESP-La Liga,MF,26.0,1547,3,Box-to-Box Engine,86.7,86.7,2.513620538073565
Pablo Fornals,1819,Villarreal,ESP-La Liga,"MF,FW",22.0,2479,1,Ball Progressor,76.1,76.1,2.686306353887344
Samuel Chukwueze,1819,Villarreal,ESP-La Liga,"MF,FW",19.0,1706,2,Creative Playmaker,50.0,50.0,4.265785485867647
Santi Cazorla,1819,Villarreal,ESP-La Liga,"MF,FW",33.0,2647,2,Creative Playmaker,63.7,63.7,3.7693407210624255
Santiago Cáseres,1819,Villarreal,ESP-La Liga,MF,21.0,1588,0,Defensive Anchor,51.6,51.6,2.9310346455994125
Vicente Iborra,1819,Villarreal,ESP-La Liga,MF,30.0,1665,0,Defensive Anchor,67.6,67.6,2.5597739589679835
Aleix Vidal,1920,Alavés,ESP-La Liga,MF,29.0,2165,1,Ball Progressor,84.8,84.8,2.4729683919903733
Luis Rioja,1920,Alavés,ESP-La Liga,MF,25.0,1634,1,Ball Progressor,53.9,53.9,3.229587130461632
Manu García,1920,Alavés,ESP-La Liga,MF,33.0,1967,0,Defensive Anchor,66.9,66.9,2.57689541867868
Oliver Burke,1920,Alavés,ESP-La Liga,"MF,FW",22.0,1429,1,Ball Progressor,31.4,31.4,3.7808874529972805
Pere Pons,1920,Alavés,ESP-La Liga,MF,26.0,1088,0,Defensive Anchor,33.2,33.2,3.3592382926581275
Tomás Pina Isla,1920,Alavés,ESP-La Liga,MF,31.0,1344,0,Defensive Anchor,53.1,53.1,2.8959944652144096
Víctor Camarasa,1920,Alavés,ESP-La Liga,MF,25.0,1293,0,Defensive Anchor,45.2,45.2,3.0795836418654385
Wakaso,1920,Alavés,ESP-La Liga,MF,29.0,1283,0,Defensive Anchor,52.4,52.4,2.913847244410316
Dani García,1920,Athletic Club,ESP-La Liga,MF,29.0,3029,0,Defensive Anchor,82.3,82.3,2.219369455097962
Mikel Vesga,1920,Athletic Club,ESP-La Liga,MF,26.0,1269,0,Defensive Anchor,79.1,79.1,2.2937222058593556
Raúl García,1920,Athletic Club,ESP-La Liga,"MF,FW",33.0,2869,1,Ball Progressor,0.0,0.0,4.766609023977397
Raúl García,1920,Athletic Club,ESP-La Liga,"MF,FW",33.0,1012,1,Ball Progressor,0.0,0.0,4.766609023977397
Unai López,1920,Athletic Club,ESP-La Liga,MF,23.0,1787,3,Box-to-Box Engine,88.8,88.8,2.453723062744836
Héctor Herrera,1920,Atlético Madrid,ESP-La Liga,MF,29.0,1123,3,Box-to-Box Engine,71.5,71.5,2.9376227468464413
Koke,1920,Atlético Madrid,ESP-La Liga,MF,27.0,2698,3,Box-to-Box Engine,79.8,79.8,2.7047343998104
Marcos Llorente,1920,Atlético Madrid,ESP-La Liga,"MF,FW",24.0,1368,1,Ball Progressor,49.0,49.0,3.349738864591114
Saúl Ñíguez,1920,Atlético Madrid,ESP-La Liga,"MF,DF",24.0,3072,0,Defensive Anchor,84.3,84.3,2.1720056099382887
Thomas Lemar,1920,Atlético Madrid,ESP-La Liga,MF,23.0,925,1,Ball Progressor,72.5,72.5,2.77651922406577
Thomas Partey,1920,Atlético Madrid,ESP-La Liga,MF,26.0,2549,0,Defensive Anchor,31.0,31.0,3.4103342111055923
Ángel Correa,1920,Atlético Madrid,ESP-La Liga,"MF,FW",24.0,2061,1,Ball Progressor,70.0,70.0,2.8358559160679992
Arthur Melo,1920,Barcelona,ESP-La Liga,MF,22.0,1182,3,Box-to-Box Engine,17.7,17.7,4.434289317574872
Arturo Vidal,1920,Barcelona,ESP-La Liga,MF,32.0,1671,1,Ball Progressor,0.0,0.0,4.773234304474541
Frenkie de Jong,1920,Barcelona,ESP-La Liga,MF,22.0,2115,3,Box-to-Box Engine,55.8,55.8,3.3743684466678396
Ivan Rakitić,1920,Barcelona,ESP-La Liga,MF,31.0,1589,3,Box-to-Box Engine,98.6,98.6,2.1829487057806154
Sergio Busquets,1920,Barcelona,ESP-La Liga,MF,31.0,2483,3,Box-to-Box Engine,58.0,58.0,3.31315896001525
Andrés Guardado,1920,Betis,ESP-La Liga,MF,32.0,2046,0,Defensive Anchor,43.4,43.4,3.121088629567419
Guido Rodríguez,1920,Betis,ESP-La Liga,MF,25.0,936,0,Defensive Anchor,77.5,77.5,2.3296678044644983
Joaquín,1920,Betis,ESP-La Liga,"MF,FW",38.0,2060,2,Creative Playmaker,90.1,90.1,2.817232674690236
Nabil Fekir,1920,Betis,ESP-La Liga,"MF,FW",26.0,2638,2,Creative Playmaker,92.1,92.1,2.7455837840546247
Sergio Canales,1920,Betis,ESP-La Liga,"MF,FW",28.0,3163,2,Creative Playmaker,74.3,74.3,3.3868907835705397
Brais Méndez,1920,Celta Vigo,ESP-La Liga,"MF,FW",22.0,1477,1,Ball Progressor,100.0,100.0,1.8801323951388795
Denis Suárez,1920,Celta Vigo,ESP-La Liga,"MF,FW",25.0,1630,2,Creative Playmaker,73.5,73.5,3.417654330322703
Fran Beltrán,1920,Celta Vigo,ESP-La Liga,MF,20.0,1830,0,Defensive Anchor,39.2,39.2,3.2189019978922886
Okay Yokuşlu,1920,Celta Vigo,ESP-La Liga,MF,25.0,1973,0,Defensive Anchor,62.6,62.6,2.6754995376755293
Rafinha,1920,Celta Vigo,ESP-La Liga,MF,26.0,2111,3,Box-to-Box Engine,88.8,88.8,2.4536313875745113
Stanislav Lobotka,1920,Celta Vigo,ESP-La Liga,MF,24.0,1383,0,Defensive Anchor,31.6,31.6,3.3968795507732352
Edu Expósito,1920,Eibar,ESP-La Liga,MF,22.0,2316,0,Defensive Anchor,79.2,79.2,2.2914570599183186
Fabián Orellana,1920,Eibar,ESP-La Liga,"MF,FW",33.0,2390,2,Creative Playmaker,92.2,92.2,2.741655009095442
Gonzalo Escalante,1920,Eibar,ESP-La Liga,MF,26.0,1674,0,Defensive Anchor,100.0,100.0,1.6868138930805427
Papakouli Diop,1920,Eibar,ESP-La Liga,MF,33.0,2253,0,Defensive Anchor,48.5,48.5,3.002516256722873
Pedro León,1920,Eibar,ESP-La Liga,"MF,FW",32.0,1896,1,Ball Progressor,36.1,36.1,3.6669448423040665
Sergio Álvarez,1920,Eibar,ESP-La Liga,"MF,DF",27.0,1147,0,Defensive Anchor,48.4,48.4,3.007013841909079
Takashi Inui,1920,Eibar,ESP-La Liga,"MF,FW",31.0,1960,1,Ball Progressor,91.4,91.4,2.3138158187858493
Adri Embarba,1920,Espanyol,ESP-La Liga,"MF,FW",27.0,1371,1,Ball Progressor,44.9,44.9,3.4512892652665546
Marc Roca,1920,Espanyol,ESP-La Liga,MF,22.0,3008,0,Defensive Anchor,59.5,59.5,2.747572687961818
Sergi Darder,1920,Espanyol,ESP-La Liga,MF,25.0,2658,1,Ball Progressor,95.2,95.2,2.2204385585602506
Víctor Sánchez,1920,Espanyol,ESP-La Liga,MF,31.0,1688,0,Defensive Anchor,61.6,61.6,2.6988488823410086
Óscar Melendo,1920,Espanyol,ESP-La Liga,"MF,FW",21.0,1115,1,Ball Progressor,36.6,36.6,3.6535459781459427
David Timor,1920,Getafe,ESP-La Liga,"MF,DF",29.0,943,0,Defensive Anchor,0.0,0.0,4.664444364392892
Jason,1920,Getafe,ESP-La Liga,MF,25.0,1175,1,Ball Progressor,75.4,75.4,2.704141680365536
Marc Cucurella,1920,Getafe,ESP-La Liga,"MF,DF",21.0,3237,1,Ball Progressor,75.0,75.0,2.7137819018416303
Mauro Arambarri,1920,Getafe,ESP-La Liga,MF,23.0,3069,0,Defensive Anchor,99.8,99.8,1.811705617292744
Nemanja Maksimović,1920,Getafe,ESP-La Liga,MF,24.0,2895,0,Defensive Anchor,38.6,38.6,3.234339970574789
Gil Bastião Dias,1920,Granada,ESP-La Liga,"MF,DF",22.0,1057,1,Ball Progressor,0.0,0.0,4.59108045851836
Maxime Gonalons,1920,Granada,ESP-La Liga,MF,30.0,1506,0,Defensive Anchor,58.4,58.4,2.773243979541376
Ramon Azeez,1920,Granada,ESP-La Liga,MF,26.0,1361,0,Defensive Anchor,0.0,0.0,4.153757977354489
Yan Brice Eteki,1920,Granada,ESP-La Liga,MF,21.0,1499,0,Defensive Anchor,72.3,72.3,2.4499285230033303
Yangel Herrera,1920,Granada,ESP-La Liga,MF,21.0,2368,0,Defensive Anchor,71.2,71.2,2.4764438911167885
Ángel Montoro,1920,Granada,ESP-La Liga,MF,31.0,973,3,Box-to-Box Engine,61.2,61.2,3.221916891670342
Recio,1920,Leganés,ESP-La Liga,MF,28.0,1570,0,Defensive Anchor,66.4,66.4,2.5881077127825654
Roque Mesa,1920,Leganés,ESP-La Liga,MF,30.0,2012,3,Box-to-Box Engine,61.9,61.9,3.204131158503969
Rubén Pérez,1920,Leganés,ESP-La Liga,MF,30.0,2194,0,Defensive Anchor,73.5,73.5,2.422584496891066
Óscar Rodríguez Arnaiz,1920,Leganés,ESP-La Liga,"MF,FW",21.0,1914,1,Ball Progressor,62.7,62.7,3.0162952315879044
Enis Bardhi,1920,Levante,ESP-La Liga,MF,24.0,2114,1,Ball Progressor,68.3,68.3,2.87795033198229
Gonzalo Melero,1920,Levante,ESP-La Liga,MF,25.0,1236,0,Defensive Anchor,46.0,46.0,3.0617811427724266
José Campaña,1920,Levante,ESP-La Liga,MF,26.0,3156,3,Box-to-Box Engine,56.3,56.3,3.360853149714039
Nemanja Radoja,1920,Levante,ESP-La Liga,MF,26.0,1993,0,Defensive Anchor,89.0,89.0,2.0638775725437943
Nikola Vukčević,1920,Levante,ESP-La Liga,MF,27.0,1569,0,Defensive Anchor,30.1,30.1,3.431466093530888
Rubén Rochina,1920,Levante,ESP-La Liga,MF,28.0,1875,3,Box-to-Box Engine,77.4,77.4,2.7730929233218675
Aleix Febas,1920,Mallorca,ESP-La Liga,"MF,FW",23.0,1690,1,Ball Progressor,63.4,63.4,2.9974309098739917
Dani Rodríguez,1920,Mallorca,ESP-La Liga,"MF,FW",31.0,3039,1,Ball Progressor,100.0,100.0,1.6146323003175755
Iddrisu Baba,1920,Mallorca,ESP-La Liga,MF,23.0,2903,0,Defensive Anchor,55.9,55.9,2.8317244072022363
Lago Junior,1920,Mallorca,ESP-La Liga,"MF,FW",28.0,2188,1,Ball Progressor,40.8,40.8,3.5505995631995293
Salva Sevilla,1920,Mallorca,ESP-La Liga,MF,35.0,2568,3,Box-to-Box Engine,47.2,47.2,3.6120339964249757
Takefusa Kubo,1920,Mallorca,ESP-La Liga,"MF,FW",18.0,2312,2,Creative Playmaker,81.2,81.2,3.13825749668408
Darko Brašanac,1920,Osasuna,ESP-La Liga,MF,27.0,2245,1,Ball Progressor,71.2,71.2,2.8079256116000413
Fran Mérida,1920,Osasuna,ESP-La Liga,MF,29.0,1161,3,Box-to-Box Engine,68.4,68.4,3.021904743270221
Iñigo Pérez,1920,Osasuna,ESP-La Liga,MF,31.0,1082,0,Defensive Anchor,0.0,0.0,4.288622284840907
Jon Moncayola,1920,Osasuna,ESP-La Liga,"MF,DF",21.0,1496,0,Defensive Anchor,42.8,42.8,3.134816054282379
Oier Sanjurjo,1920,Osasuna,ESP-La Liga,MF,33.0,2320,0,Defensive Anchor,100.0,100.0,1.5059404593000711
Roberto Torres,1920,Osasuna,ESP-La Liga,"MF,FW",30.0,2717,1,Ball Progressor,75.5,75.5,2.700908077477283
Rubén García,1920,Osasuna,ESP-La Liga,"MF,FW",26.0,2188,2,Creative Playmaker,85.3,85.3,2.9922701848388584
Casemiro,1920,Real Madrid,ESP-La Liga,MF,27.0,3088,0,Defensive Anchor,21.1,21.1,3.639763591347696
Federico Valverde,1920,Real Madrid,ESP-La Liga,MF,21.0,1907,3,Box-to-Box Engine,79.8,79.8,2.7065280488248966
Luka Modrić,1920,Real Madrid,ESP-La Liga,MF,33.0,1996,3,Box-to-Box Engine,33.4,33.4,3.9967434308822014
Toni Kroos,1920,Real Madrid,ESP-La Liga,MF,29.0,2652,3,Box-to-Box Engine,62.1,62.1,3.1975539069927623
Ander Guevara,1920,Real Sociedad,ESP-La Liga,MF,22.0,939,0,Defensive Anchor,31.6,31.6,3.3968329275419866
Igor Zubeldia,1920,Real Sociedad,ESP-La Liga,"MF,DF",22.0,2640,0,Defensive Anchor,40.2,40.2,3.1973026739265697
Martin Ødegaard,1920,Real Sociedad,ESP-La Liga,MF,20.0,2527,2,Creative Playmaker,72.6,72.6,3.4499492403964145
Mikel Merino,1920,Real Sociedad,ESP-La Liga,MF,23.0,3139,3,Box-to-Box Engine,94.6,94.6,2.2935801942116374
Alejandro Pozo Pozo,1920,Sevilla,ESP-La Liga,"MF,FW",20.0,1498,1,Ball Progressor,0.0,0.0,8.426012997572137
Fernando,1920,Sevilla,ESP-La Liga,MF,32.0,2659,0,Defensive Anchor,83.9,83.9,2.182839355254006
Franco Vázquez,1920,Sevilla,ESP-La Liga,"MF,FW",30.0,1098,3,Box-to-Box Engine,50.9,50.9,3.5102338042438275
Joan Jordán,1920,Sevilla,ESP-La Liga,MF,25.0,2254,3,Box-to-Box Engine,100.0,100.0,1.6084893704910066
Nemanja Gudelj,1920,Sevilla,ESP-La Liga,"MF,DF",27.0,1216,0,Defensive Anchor,64.5,64.5,2.6331297507710767
Éver Banega,1920,Sevilla,ESP-La Liga,MF,31.0,2475,3,Box-to-Box Engine,30.1,30.1,4.0880554277176255
Óliver Torres,1920,Sevilla,ESP-La Liga,"MF,FW",24.0,1596,3,Box-to-Box Engine,79.8,79.8,2.704868990751728
Carlos Soler,1920,Valencia,ESP-La Liga,MF,22.0,2066,1,Ball Progressor,60.1,60.1,3.078692956715775
Daniel Parejo,1920,Valencia,ESP-La Liga,MF,30.0,3024,3,Box-to-Box Engine,86.3,86.3,2.524160727139364
Denis Cheryshev,1920,Valencia,ESP-La Liga,"MF,FW",28.0,926,1,Ball Progressor,61.2,61.2,3.052158702918686
Ferrán Torres,1920,Valencia,ESP-La Liga,"MF,FW",19.0,2251,1,Ball Progressor,74.0,74.0,2.739348635872661
Francis Coquelin,1920,Valencia,ESP-La Liga,MF,28.0,1905,0,Defensive Anchor,80.5,80.5,2.261554115281859
Geoffrey Kondogbia,1920,Valencia,ESP-La Liga,MF,26.0,1807,0,Defensive Anchor,25.0,25.0,3.548871758967624
Gonçalo Guedes,1920,Valencia,ESP-La Liga,"MF,FW",22.0,1266,2,Creative Playmaker,60.8,60.8,3.8765483161832317
Fede San Emeterio,1920,Valladolid,ESP-La Liga,MF,22.0,1751,0,Defensive Anchor,3.6,3.6,4.045380807864953
Joaquín Fernández,1920,Valladolid,ESP-La Liga,"MF,DF",23.0,1659,0,Defensive Anchor,43.8,43.8,3.113332074617519
Míchel,1920,Valladolid,ESP-La Liga,MF,31.0,2178,0,Defensive Anchor,66.0,66.0,2.596920656956668
Pablo Hervías,1920,Valladolid,ESP-La Liga,"MF,FW",26.0,1017,1,Ball Progressor,22.8,22.8,3.993398624238271
Rubén Alcaraz,1920,Valladolid,ESP-La Liga,MF,28.0,1927,0,Defensive Anchor,28.8,28.8,3.4599078752233883
Toni Villa,1920,Valladolid,ESP-La Liga,MF,24.0,1354,1,Ball Progressor,57.5,57.5,3.1429876206014544
Óscar Plano,1920,Valladolid,ESP-La Liga,MF,28.0,2505,1,Ball Progressor,83.4,83.4,2.508096671626648
Andre-Frank Zambo Anguissa,1920,Villarreal,ESP-La Liga,MF,23.0,2583,0,Defensive Anchor,70.8,70.8,2.4853134075967853
Manu Trigueros,1920,Villarreal,ESP-La Liga,MF,27.0,1547,3,Box-to-Box Engine,48.5,48.5,3.576390329670292
Santi Cazorla,1920,Villarreal,ESP-La Liga,MF,34.0,2450,2,Creative Playmaker,63.3,63.3,3.784629851438413
Vicente Iborra,1920,Villarreal,ESP-La Liga,MF,31.0,2648,0,Defensive Anchor,100.0,100.0,1.7715887089307558
Jota,2021,Alavés,ESP-La Liga,MF,29.0,1398,1,Ball Progressor,76.5,76.5,2.6778748111112285
Luis Rioja,2021,Alavés,ESP-La Liga,"MF,FW",26.0,2090,1,Ball Progressor,95.5,95.5,2.2116113169812035
Manu García,2021,Alavés,ESP-La Liga,MF,34.0,1124,0,Defensive Anchor,65.3,65.3,2.614082502715072
Pere Pons,2021,Alavés,ESP-La Liga,MF,27.0,1186,1,Ball Progressor,51.7,51.7,3.2850487782693656
Rodrigo Battaglia,2021,Alavés,ESP-La Liga,MF,29.0,2492,0,Defensive Anchor,54.3,54.3,2.8679267427880117
Tomás Pina Isla,2021,Alavés,ESP-La Liga,MF,32.0,2575,0,Defensive Anchor,52.9,52.9,2.900542679773693
Édgar Méndez,2021,Alavés,ESP-La Liga,"MF,FW",30.0,2090,1,Ball Progressor,47.9,47.9,3.378741927758263
Dani García,2021,Athletic Club,ESP-La Liga,MF,30.0,1920,0,Defensive Anchor,46.5,46.5,3.0511328574484984
Iker Muniain,2021,Athletic Club,ESP-La Liga,"MF,FW",27.0,1943,2,Creative Playmaker,100.0,100.0,2.3356224257437908
Jon Morcillo,2021,Athletic Club,ESP-La Liga,"MF,FW",21.0,1363,1,Ball Progressor,40.9,40.9,3.549314367437341
Mikel Vesga,2021,Athletic Club,ESP-La Liga,MF,27.0,1722,0,Defensive Anchor,88.9,88.9,2.0650788015238803
Unai López,2021,Athletic Club,ESP-La Liga,MF,24.0,1424,3,Box-to-Box Engine,83.6,83.6,2.599940815185815
Unai Vencedor Paris,2021,Athletic Club,ESP-La Liga,MF,19.0,1701,0,Defensive Anchor,29.7,29.7,3.4410509905832996
Álex Berenguer,2021,Athletic Club,ESP-La Liga,"MF,FW",25.0,2278,1,Ball Progressor,38.1,38.1,3.6164461881059564
Koke,2021,Atlético Madrid,ESP-La Liga,MF,28.0,3021,3,Box-to-Box Engine,100.0,100.0,1.836405648788741
Marcos Llorente,2021,Atlético Madrid,ESP-La Liga,"MF,FW",25.0,2956,1,Ball Progressor,64.0,64.0,2.984385846957182
Saúl Ñíguez,2021,Atlético Madrid,ESP-La Liga,"MF,DF",25.0,2033,0,Defensive Anchor,53.9,53.9,2.878295952868067
Thomas Lemar,2021,Atlético Madrid,ESP-La Liga,MF,24.0,1366,1,Ball Progressor,40.7,40.7,3.554244138755033
Thomas Partey,2021,Atlético Madrid,ESP-La Liga,MF,27.0,1534,3,Box-to-Box Engine,0.4,0.4,4.917209501901825
Carles Aleñá,2021,Barcelona,ESP-La Liga,MF,22.0,1366,3,Box-to-Box Engine,0.0,0.0,6.548113343845691
Frenkie de Jong,2021,Barcelona,ESP-La Liga,"MF,DF",23.0,3154,3,Box-to-Box Engine,33.8,33.8,3.9858121017293047
Pedri,2021,Barcelona,ESP-La Liga,MF,17.0,2415,3,Box-to-Box Engine,64.7,64.7,3.125518557528698
Sergio Busquets,2021,Barcelona,ESP-La Liga,MF,32.0,2517,3,Box-to-Box Engine,53.2,53.2,3.446824865574438
Andrés Guardado,2021,Betis,ESP-La Liga,MF,33.0,1318,0,Defensive Anchor,54.8,54.8,2.8583068252993957
Guido Rodríguez,2021,Betis,ESP-La Liga,MF,26.0,2864,0,Defensive Anchor,54.5,54.5,2.8639448057006
Nabil Fekir,2021,Betis,ESP-La Liga,"MF,FW",27.0,2622,2,Creative Playmaker,100.0,100.0,2.2915265995980487
Sergio Canales,2021,Betis,ESP-La Liga,"MF,FW",29.0,2498,2,Creative Playmaker,90.4,90.4,2.8063929952230895
William Carvalho,2021,Betis,ESP-La Liga,MF,28.0,1223,3,Box-to-Box Engine,70.3,70.3,2.9699047098001774
Brais Méndez,2021,Celta Vigo,ESP-La Liga,"MF,FW",23.0,2671,1,Ball Progressor,62.6,62.6,3.016545544154026
Denis Suárez,2021,Celta Vigo,ESP-La Liga,MF,26.0,2852,3,Box-to-Box Engine,97.1,97.1,2.223004493552806
Fran Beltrán,2021,Celta Vigo,ESP-La Liga,"MF,FW",21.0,1399,0,Defensive Anchor,30.4,30.4,3.424788939063137
Nolito,2021,Celta Vigo,ESP-La Liga,"MF,FW",33.0,2597,1,Ball Progressor,71.7,71.7,2.7957101238544504
Okay Yokuşlu,2021,Celta Vigo,ESP-La Liga,MF,26.0,1317,0,Defensive Anchor,44.6,44.6,3.0947044484295416
Renato Tapia,2021,Celta Vigo,ESP-La Liga,MF,25.0,2701,0,Defensive Anchor,57.5,57.5,2.7951679377077294
Alberto Perea,2021,Cádiz,ESP-La Liga,MF,29.0,1549,1,Ball Progressor,71.3,71.3,2.8048442870621177
Jairo Izquierdo,2021,Cádiz,ESP-La Liga,"MF,DF",26.0,1277,0,Defensive Anchor,24.9,24.9,3.5504182377700655
Jens Jønsson,2021,Cádiz,ESP-La Liga,MF,27.0,2615,0,Defensive Anchor,49.8,49.8,2.9730553988925412
José Mari,2021,Cádiz,ESP-La Liga,MF,32.0,1451,0,Defensive Anchor,62.9,62.9,2.668583582867287
